# LBG mean spectra from astro-ph/0112262
# lambda (A)  Flam W/m^2/A
1417.22  5.27748761838393e-21  
1417.99  5.27175758906645e-21  
1417.99  5.33807791987165e-21  
1418.76  5.33228524936141e-21  
1418.76  5.29916852006484e-21  
1419.54  5.29334661175434e-21  
1419.54  5.37604747612138e-21  
1421.08  5.36440192886599e-21  
1421.08  5.43043415904036e-21  
1421.85  5.42455407031257e-21  
1421.85  5.53995937954221e-21  
1422.62  5.5339639425482e-21  
1424.16  5.52200222936895e-21  
1424.16  5.47270312822389e-21  
1424.93  5.46679007587953e-21  
1424.93  5.43395951901392e-21  
1425.71  5.42801535225469e-21  
1425.71  5.41161803036942e-21  
1427.25  5.39994607991899e-21  
1427.25  5.35084548583162e-21  
1427.25  5.35084548583162e-21  
1428.02  5.34507660274228e-21  
1428.02  5.18161873762498e-21  
1428.79  5.17603531202871e-21  
1428.79  5.07807509014975e-21  
1429.56  5.07260618395292e-21  
1431.1  5.06169484247387e-21  
1431.1  5.14306503706035e-21  
1431.88  5.13746331331929e-21  
1432.65  5.13194237842855e-21  
1432.65  5.18065890994393e-21  
1434.19  5.16953914016414e-21  
1434.19  5.25057366907799e-21  
1434.96  5.24494026187044e-21  
1434.96  5.22875365856281e-21  
1435.73  5.2231466702261e-21  
1435.73  5.19080817861249e-21  
1436.5  5.18524486351013e-21  
1436.5  5.1529264929104e-21  
1438.05  5.14182433143244e-21  
1438.05  5.30302450853068e-21  
1438.82  5.29735008608328e-21  
1438.82  5.4583632819987e-21  
1439.59  5.45252576478273e-21  
1439.59  5.51685637375703e-21  
1441.13  5.50507198317493e-21  
1441.13  5.52112028174989e-21  
1441.9  5.51522510525723e-21  
1441.9  5.4029925347448e-21  
1442.67  5.3972265674664e-21  
1442.67  5.41325503641885e-21  
1444.22  5.40164178808196e-21  
1444.22  5.33770860755078e-21  
1444.99  5.33202145323298e-21  
1444.99  5.37990947371119e-21  
1445.76  5.37418040781393e-21  
1445.76  5.31039770845054e-21  
1446.53  5.30474567506109e-21  
1446.53  5.25695956507917e-21  
1448.07  5.24578412066687e-21  
1448.84  5.24020975714473e-21  
1448.84  5.27196565922504e-21  
1449.61  5.26636644919843e-21  
1449.61  5.36154725062979e-21  
1451.16  5.35009991191528e-21  
1451.16  5.1917991921202e-21  
1451.93  5.18629393314147e-21  
1451.93  5.05981041323629e-21  
1452.7  5.05444795509442e-21  
1452.7  4.92808426846308e-21  
1454.24  4.91765238463308e-21  
1454.24  4.93341263605615e-21  
1455.01  4.92819243471727e-21  
1455.01  4.97542315971163e-21  
1455.78  4.97016128957325e-21  
1455.78  5.01734206465712e-21  
1456.56  5.01196984662649e-21  
1456.56  5.1533747587734e-21  
1458.1  5.14249483812891e-21  
1458.1  5.17386278527305e-21  
1458.87  5.16840263736579e-21  
1459.64  5.16295112831095e-21  
1459.64  5.13164933604818e-21  
1461.18  5.12083810750694e-21  
1461.18  5.15207395394844e-21  
1461.95  5.14664825235556e-21  
1461.95  5.16224270997443e-21  
1462.73  5.15673865148635e-21  
1462.73  5.17231648206701e-21  
1463.5  5.16687523030807e-21  
1463.5  5.19799811586552e-21  
1465.04  5.18707594329585e-21  
1465.04  5.21813343261433e-21  
1465.81  5.21265263031187e-21  
1465.81  5.27471632983169e-21  
1466.58  5.26917900440938e-21  
1466.58  5.16069201004423e-21  
1468.12  5.14987096352708e-21  
1468.12  5.08801633616007e-21  
1468.9  5.08261419980517e-21  
1468.9  5.09806143830679e-21  
1469.67  5.09272081222394e-21  
1469.67  5.13901398108465e-21  
1471.21  5.12826100976303e-21  
1471.21  5.22066747833464e-21  
1471.98  5.21520699308361e-21  
1471.98  5.23058965500329e-21  
1472.75  5.22512165137957e-21  
1472.75  5.31732113765604e-21  
1473.52  5.3117653698196e-21  
1473.52  5.41923286430238e-21  
1475.07  5.40784981442797e-21  
1475.07  5.34657668748788e-21  
1475.84  5.34099913153373e-21  
1475.84  5.21856694462069e-21  
1476.61  5.21312576672342e-21  
1476.61  5.13668027451755e-21  
1478.15  5.12598262288504e-21  
1478.15  5.06496457778794e-21  
1478.92  5.05969180109808e-21  
1478.92  5.07493043197868e-21  
1479.69  5.06965002906926e-21  
1479.69  5.00875892798146e-21  
1481.24  4.99828187584217e-21  
1481.24  5.01347280893275e-21  
1482.01  5.00826451586329e-21  
1482.01  5.0386148195589e-21  
1482.78  5.03338312497401e-21  
1483.55  5.02815957442063e-21  
1483.55  5.04330323746879e-21  
1485.09  5.03284911003041e-21  
1485.86  5.02763423152176e-21  
1485.86  5.05782745812209e-21  
1486.63  5.05258941159054e-21  
1486.63  5.03750843282192e-21  
1488.18  5.02702035769098e-21  
1488.18  5.04206993791397e-21  
1488.95  5.03685634447446e-21  
1488.95  5.09700595116081e-21  
1489.72  5.09173827630533e-21  
1489.72  5.1668306826008e-21  
1490.49  5.16149360288566e-21  
1490.49  5.20651601064671e-21  
1492.03  5.19577373770871e-21  
1492.03  5.24068977744328e-21  
1492.8  5.2352847795894e-21  
1492.8  5.20537163594256e-21  
1493.58  5.19993619935521e-21  
1493.58  5.15509988853069e-21  
1495.12  5.14448566994151e-21  
1495.12  5.04011433178605e-21  
1495.89  5.03492693270713e-21  
1495.89  4.99022899022326e-21  
1496.66  4.98509557597291e-21  
1496.66  4.8958184377574e-21  
1498.2  4.88575878559277e-21  
1498.2  4.85604752134279e-21  
1498.97  4.85105983484457e-21  
1498.97  4.80655874099178e-21  
1499.75  4.80156038675224e-21  
1499.75  4.75710556971475e-21  
1500.52  4.752224553198e-21  
1500.52  4.70780202482294e-21  
1502.06  4.69815354400607e-21  
1502.06  4.62428989547084e-21  
1502.83  4.61955244542434e-21  
1502.83  4.63431004090092e-21  
1503.6  4.62956475621053e-21  
1505.14  4.62009602586321e-21  
1505.14  4.72309559273939e-21  
1505.92  4.71820415032017e-21  
1505.92  4.86518833239127e-21  
1506.69  4.86021685483198e-21  
1506.69  4.9336272406075e-21  
1508.23  4.92355728173377e-21  
1508.23  4.90890517196492e-21  
1509  4.9038966993269e-21  
1509  4.84534805744723e-21  
1509.77  4.84040695171753e-21  
1509.77  4.73803815212414e-21  
1510.54  4.73320893937018e-21  
1510.54  4.74781626979693e-21  
1512.09  4.73808755866276e-21  
1512.09  4.72351015999623e-21  
1512.86  4.71870313590212e-21  
1512.86  4.79152906118225e-21  
1513.63  4.78665529554794e-21  
1513.63  4.74299894816369e-21  
1515.17  4.73336239725299e-21  
1515.17  4.67528962223735e-21  
1515.94  4.67054133571971e-21  
1515.94  4.62701793466237e-21  
1516.71  4.62232105861951e-21  
1516.71  4.65131155270262e-21  
1517.48  4.64659241145482e-21  
1517.48  4.73343657014412e-21  
1519.03  4.72378161470712e-21  
1519.03  4.69489260816244e-21  
1519.8  4.6901365198228e-21  
1519.8  4.73342613129795e-21  
1520.57  4.7286334347521e-21  
1520.57  4.65655713507658e-21  
1522.11  4.64713932651273e-21  
1522.11  4.58958195646668e-21  
1522.88  4.58494195242193e-21  
1522.88  4.51308414662152e-21  
1523.65  4.50852378603791e-21  
1523.65  4.30749939407146e-21  
1525.2  4.29874876272176e-21  
1525.2  3.88320175935446e-21  
1525.97  3.87928384358209e-21  
1525.97  3.29238221528134e-21  
1526.74  3.28906207561424e-21  
1526.74  2.90295092736544e-21  
1527.51  2.90002497751669e-21  
1527.51  3.05716811139303e-21  
1529.05  3.05101308962888e-21  
1529.05  3.57852943545049e-21  
1529.82  3.57492799970719e-21  
1529.82  4.08767198824835e-21  
1530.59  4.08356021995454e-21  
1530.59  4.39658288641393e-21  
1532.13  4.38774899518168e-21  
1532.13  4.57235574156387e-21  
1532.9  4.56776336154461e-21  
1532.9  4.70961904936551e-21  
1533.67  4.70489117919203e-21  
1533.67  4.91746747995594e-21  
1535.22  4.90754287388424e-21  
1535.22  4.99239159973338e-21  
1535.99  4.98738742914966e-21  
1535.99  4.97326014966095e-21  
1536.76  4.96827765279189e-21  
1536.76  4.70010285317621e-21  
1537.53  4.69539637854006e-21  
1537.53  4.38519313614341e-21  
1539.07  4.37642184076296e-21  
1539.07  4.15126382597193e-21  
1539.84  4.14711316883265e-21  
1539.84  4.10493034431922e-21  
1540.61  4.10082806473008e-21  
1542.16  4.09258885582619e-21  
1542.16  4.21873163235031e-21  
1542.93  4.21452196270457e-21  
1542.93  4.14451957213995e-21  
1543.7  4.14038601748195e-21  
1543.7  4.01449479628427e-21  
1544.47  4.01049291804838e-21  
1544.47  3.78690661103877e-21  
1546.01  3.77936599797893e-21  
1546.01  3.57016965285255e-21  
1546.78  3.56661601705755e-21  
1546.78  3.2879735529576e-21  
1547.56  3.28465998442059e-21  
1547.56  3.07589500819708e-21  
1549.1  3.06978239598796e-21  
1549.1  3.0836715695755e-21  
1549.87  3.08060829680805e-21  
1549.87  3.30262680657176e-21  
1550.64  3.29934765570792e-21  
1550.64  3.59047867623155e-21  
1552.18  3.58335760240345e-21  
1552.18  3.95691586171056e-21  
1552.95  3.95299291524215e-21  
1552.95  4.32618082321875e-21  
1553.73  4.32183827460023e-21  
1553.73  4.68084506322773e-21  
1554.5  4.67620902843724e-21  
1554.5  4.84173558519911e-21  
1556.04  4.83215667579415e-21  
1556.04  4.98359019679958e-21  
1556.81  4.97866163715631e-21  
1557.58  4.97374038510458e-21  
1559.12  4.9639197460533e-21  
1559.12  4.86792883616391e-21  
1559.9  4.86306181239926e-21  
1559.9  4.78087671997364e-21  
1560.67  4.77616032644446e-21  
1560.67  4.66667598851198e-21  
1562.21  4.65747986408766e-21  
1562.21  4.57552534939493e-21  
1562.98  4.5710182070382e-21  
1562.98  4.48915670247202e-21  
1563.75  4.48473681486466e-21  
1563.75  4.47109439546684e-21  
1564.52  4.46669445748207e-21  
1564.52  4.45307771967742e-21  
1566.07  4.44426731561682e-21  
1566.84  4.43990025201535e-21  
1566.84  4.45347669541389e-21  
1567.61  4.44910273140427e-21  
1567.61  4.4626780487734e-21  
1569.15  4.45392279686219e-21  
1569.15  4.49453229721355e-21  
1569.92  4.49012450425521e-21  
1569.92  4.54421740367918e-21  
1570.69  4.53976306866576e-21  
1570.69  4.62083504353731e-21  
1571.46  4.61630782517931e-21  
1571.46  4.67029475658955e-21  
1573.01  4.66109533593739e-21  
1573.01  4.72845819704343e-21  
1573.78  4.72383236354589e-21  
1573.78  4.61616449461469e-21  
1574.55  4.61165072554061e-21  
1574.55  4.53097575837336e-21  
1576.09  4.52212563724346e-21  
1576.09  4.42820277334543e-21  
1576.86  4.42387913823203e-21  
1576.86  4.45068804078355e-21  
1576.86  4.45068804078355e-21  
1577.63  4.4463445718212e-21  
1577.63  4.47312731130871e-21  
1579.18  4.46435067442645e-21  
1579.95  4.46000026794277e-21  
1579.95  4.50005648040128e-21  
1580.72  4.49567341503326e-21  
1580.72  4.64242715234288e-21  
1581.49  4.63790761863072e-21  
1581.49  4.69121193829119e-21  
1583.03  4.68208898757051e-21  
1583.03  4.64218849308926e-21  
1583.8  4.63767578159602e-21  
1583.8  4.58451487939966e-21  
1584.58  4.58000259034773e-21  
1584.58  4.54018011719502e-21  
1586.12  4.53136806880769e-21  
1586.12  4.61087035675928e-21  
1586.89  4.60639681567065e-21  
1586.89  4.63286789579298e-21  
1587.66  4.62837519178272e-21  
1587.66  4.68126601159182e-21  
1589.2  4.67219772984382e-21  
1589.2  4.60621227643503e-21  
1589.97  4.60175190973087e-21  
1589.97  4.65448915552249e-21  
1590.75  4.64992575906072e-21  
1590.75  4.66309714422645e-21  
1591.52  4.65858609037469e-21  
1591.52  4.68491522082216e-21  
1593.06  4.67586184906417e-21  
1593.06  4.5707843095781e-21  
1593.83  4.56636896570916e-21  
1593.83  4.57948949392203e-21  
1594.6  4.57506787653407e-21  
1594.6  4.5619600165358e-21  
1596.14  4.55316125293549e-21  
1596.14  4.59240898858203e-21  
1596.92  4.58792384944505e-21  
1596.92  4.66635442276805e-21  
1597.69  4.66185764671325e-21  
1597.69  4.70102926686657e-21  
1598.46  4.69650125780315e-21  
1598.46  4.74867977811625e-21  
1600  4.73954296875e-21  
1600  4.6093359375e-21  
1600.77  4.60490265219461e-21  
1600.77  4.5398676072376e-21  
1601.54  4.53550323580254e-21  
1601.54  4.47051901562816e-21  
1603.09  4.46187825988533e-21  
1603.09  4.31920331151197e-21  
1603.86  4.31505707903722e-21  
1603.86  4.27618626320782e-21  
1604.63  4.27208329440924e-21  
1604.63  4.15557108447291e-21  
1606.17  4.14760615983441e-21  
1606.17  4.19928494371589e-21  
1606.94  4.19526155178077e-21  
1606.94  4.06617675969132e-21  
1607.71  4.0622827659591e-21  
1607.71  3.81725537580386e-21  
1608.48  3.81360151240205e-21  
1608.48  3.62033911629153e-21  
1610.03  3.61337176229147e-21  
1610.03  3.60051394124949e-21  
1610.8  3.59707250457228e-21  
1610.8  3.77693306708153e-21  
1611.57  3.77332473025367e-21  
1611.57  3.90166887309723e-21  
1613.11  3.89422275728255e-21  
1613.11  4.07355703302684e-21  
1613.88  4.0696708820703e-21  
1613.88  4.14646168888196e-21  
1614.65  4.14250787324464e-21  
1614.65  4.3470804251563e-21  
1616.2  4.33874637780285e-21  
1616.2  4.42807671815505e-21  
1616.97  4.42386042812635e-21  
1616.97  4.64058257985763e-21  
1617.74  4.63616605037553e-21  
1617.74  4.62343049566677e-21  
1618.51  4.61903238302794e-21  
1618.51  4.55541518399062e-21  
1620.05  4.54675865482816e-21  
1620.05  4.34354760494937e-21  
1620.82  4.33942162277302e-21  
1620.82  4.26328701129181e-21  
1621.59  4.25923919204225e-21  
1621.59  4.29727605879892e-21  
1623.14  4.2890727028688e-21  
1623.14  4.3396765277407e-21  
1623.91  4.33556206486475e-21  
1623.91  4.3608399884668e-21  
1624.68  4.35670741948949e-21  
1624.68  4.3693344039234e-21  
1625.45  4.36519574618473e-21  
1625.45  4.39043714901058e-21  
1626.99  4.38212969374066e-21  
1626.99  4.29398028040527e-21  
1627.76  4.28991876913822e-21  
1627.76  4.22701122259036e-21  
1628.54  4.22296308232094e-21  
1628.54  4.16012709292204e-21  
1630.08  4.15227033810881e-21  
1630.08  4.17735726541838e-21  
1630.85  4.17341354803234e-21  
1630.85  4.19847679152817e-21  
1631.62  4.19451500593379e-21  
1631.62  4.21955459913882e-21  
1633.16  4.21160063215346e-21  
1633.16  4.32407764808263e-21  
1633.93  4.32000310969295e-21  
1633.93  4.39492087531192e-21  
1634.71  4.39072781300671e-21  
1634.71  4.42814534422763e-21  
1635.48  4.42397669739417e-21  
1635.48  4.44890945083083e-21  
1637.02  4.44054290928587e-21  
1637.02  4.50272958582088e-21  
1637.79  4.49849670277787e-21  
1637.79  4.64762679119945e-21  
1638.56  4.64325974723927e-21  
1638.56  4.63083460570755e-21  
1640.1  4.62214228551046e-21  
1640.1  4.64693477057031e-21  
1640.88  4.64251793614783e-21  
1640.88  4.67965460329734e-21  
1641.65  4.6752657396661e-21  
1641.65  4.83605150323998e-21  
1643.19  4.82699104230466e-21  
1643.19  4.85169037106747e-21  
1643.96  4.84714655406941e-21  
1643.96  4.92114184319201e-21  
1644.73  4.91653513908727e-21  
1644.73  4.90421413545674e-21  
1645.5  4.89962542521564e-21  
1645.5  4.77651959281231e-21  
1647.05  4.76753368262202e-21  
1647.05  4.59551417374446e-21  
1647.82  4.59122035626349e-21  
1647.82  4.45617503974644e-21  
1648.59  4.45201335798234e-21  
1648.59  4.59919592837219e-21  
1650.13  4.59061544477237e-21  
1650.13  4.56612343650257e-21  
1650.9  4.56186503791615e-21  
1650.9  4.6107923643475e-21  
1651.67  4.60649431140417e-21  
1651.67  4.49652419277037e-21  
1652.44  4.49233461015819e-21  
1652.44  4.50454090666109e-21  
1653.99  4.49610220162152e-21  
1653.99  4.41080722891632e-21  
1654.76  4.40670327260746e-21  
1654.76  4.4188753662576e-21  
1655.53  4.41476581492435e-21  
1655.53  4.45125908154711e-21  
1657.07  4.44298936009577e-21  
1657.07  4.46726572180503e-21  
1657.84  4.46311695499681e-21  
1657.84  4.42673623075826e-21  
1658.61  4.42262701196733e-21  
1658.61  4.25298608760439e-21  
1660.16  4.24504823693689e-21  
1660.16  4.14829304708125e-21  
1660.93  4.14444767702845e-21  
1660.93  4.08403853619202e-21  
1661.7  4.08025448242334e-21  
1661.7  4.16474891892047e-21  
1662.47  4.16089187005501e-21  
1662.47  4.23325945437572e-21  
1664.01  4.22542752683718e-21  
1664.01  4.27357610215767e-21  
1664.78  4.26962375698747e-21  
1664.78  4.35381666183724e-21  
1665.56  4.34973973658734e-21  
1665.56  4.36175448687847e-21  
1667.1  4.35369978180336e-21  
1667.1  4.23376335685203e-21  
1667.87  4.22985508430249e-21  
1667.87  3.94227769596075e-21  
1668.64  3.93864017865059e-21  
1668.64  3.63934692464212e-21  
1670.18  3.63263865321245e-21  
1670.18  3.38169056547931e-21  
1670.95  3.37857461135021e-21  
1670.95  3.23531550934655e-21  
1671.73  3.23229713033075e-21  
1671.73  3.31579144824895e-21  
1672.5  3.3127390456273e-21  
1672.5  3.43190224349306e-21  
1674.04  3.42559092658331e-21  
1674.04  3.67537237169051e-21  
1674.81  3.67199361688685e-21  
1674.81  3.86213343141228e-21  
1675.58  3.85858461913376e-21  
1675.58  4.03667823613228e-21  
1677.12  4.0292683544675e-21  
1677.12  4.0766671197835e-21  
1677.9  4.07287778637671e-21  
1677.9  4.13208182641949e-21  
1678.67  4.12829195314079e-21  
1678.67  4.27023642251407e-21  
1680.21  4.2624122215009e-21  
1680.21  4.33325972960531e-21  
1680.98  4.32929079981699e-21  
1680.98  4.27030351593793e-21  
1681.75  4.26639403954639e-21  
1681.75  4.13675355028224e-21  
1682.52  4.1329680721157e-21  
1682.52  4.02699371661769e-21  
1684.07  4.01958432413486e-21  
1684.07  4.10185951807881e-21  
1684.84  4.09811113829095e-21  
1684.84  4.20379384445537e-21  
1685.6  4.20000390251133e-21  
1685.6  4.34078361976903e-21  
1687.14  4.33286281192734e-21  
1687.14  4.23917741165485e-21  
1687.92  4.23526040801859e-21  
1687.92  4.11826449685205e-21  
1688.69  4.11450970384671e-21  
1688.69  4.00930833481701e-21  
1689.46  4.0056545473306e-21  
1689.46  4.09908282296696e-21  
1691  4.09162012267261e-21  
1691  4.14991042080713e-21  
1691.77  4.14613366175311e-21  
1691.77  4.33246979902165e-21  
1692.54  4.32852868931787e-21  
1694.09  4.32061157725959e-21  
1694.09  4.26254417999427e-21  
1694.86  4.25867198588753e-21  
1694.86  4.11941594454163e-21  
1695.63  4.11567547041402e-21  
1697.17  4.10820978974239e-21  
1697.17  4.18921976523839e-21  
1697.94  4.18542108235568e-21  
1697.94  4.13917758990508e-21  
1698.71  4.13542598498539e-21  
1698.71  4.07766361487017e-21  
1699.48  4.07396943818871e-21  
1699.48  3.92393995321935e-21  
1701.03  3.91679212410264e-21  
1701.03  3.92831103363842e-21  
1701.8  3.92475701413867e-21  
1701.8  3.91324852598469e-21  
1702.57  3.90970973463562e-21  
1702.57  4.02470089302761e-21  
1704.11  4.01742995535478e-21  
1704.11  3.98299802918311e-21  
1704.88  3.97940104182212e-21  
1704.88  3.93352294560474e-21  
1705.65  3.92997224176361e-21  
1705.65  3.8268525947931e-21  
1707.2  3.81990680191025e-21  
1707.2  3.85421419860007e-21  
1707.97  3.85073980974983e-21  
1707.97  3.83931431967628e-21  
1708.74  3.83585492159121e-21  
1708.74  3.89294117221227e-21  
1709.51  3.88943503347209e-21  
1709.51  3.95787478413102e-21  
1711.05  3.95075356118327e-21  
1711.05  4.05322335291575e-21  
1711.82  4.04957778264364e-21  
1711.82  4.0723260915505e-21  
1712.59  4.06866498624304e-21  
1712.59  4.02319904227006e-21  
1714.14  4.01592642847777e-21  
1714.14  3.98189626859646e-21  
1714.91  3.97832130338956e-21  
1714.91  3.95565489842713e-21  
1715.68  3.95210508636475e-21  
1715.68  3.8615106382629e-21  
1716.45  3.8580468656326e-21  
1716.45  3.71095912163028e-21  
1717.99  3.70430912291109e-21  
1717.99  3.73819709549317e-21  
1718.76  3.73484844064543e-21  
1718.76  3.76869590132838e-21  
1719.54  3.76527764285063e-21  
1719.54  3.85546581709451e-21  
1721.08  3.84856926260964e-21  
1721.08  3.83731717259114e-21  
1721.85  3.83388589396172e-21  
1721.85  3.87885400815112e-21  
1722.62  3.87538713784362e-21  
1722.62  3.88661911840905e-21  
1724.16  3.87967925157551e-21  
1724.16  3.82361962671109e-21  
1724.93  3.82020669983583e-21  
1724.93  3.75298511321662e-21  
1725.71  3.74959327237449e-21  
1725.71  3.86152127940625e-21  
1726.48  3.85807761561402e-21  
1726.48  3.98109768369022e-21  
1726.48  3.98109768369022e-21  
1728.02  3.97400498970708e-21  
1728.02  4.15260529536024e-21  
1728.79  4.14890699308447e-21  
1728.79  4.11545114180837e-21  
1729.56  4.1117875603394e-21  
1729.56  4.0895035144584e-21  
1731.1  4.08223064274604e-21  
1731.1  3.97099855477706e-21  
1731.88  3.9674224624639e-21  
1731.88  3.88962711952115e-21  
1732.65  3.88617074070115e-21  
1732.65  3.95279463646561e-21  
1734.19  3.94577741123843e-21  
1734.19  4.08986128603632e-21  
1734.96  4.0862318140464e-21  
1734.96  4.18589673388841e-21  
1735.73  4.18218368454949e-21  
1735.73  4.17112073392476e-21  
1736.5  4.167422431726e-21  
1736.5  4.0679342074424e-21  
1738.05  4.06068184246276e-21  
1738.82  4.057086263028e-21  
1738.82  4.06810992937565e-21  
1739.59  4.06450936673287e-21  
1739.59  3.99841599544476e-21  
1741.13  3.9913460609724e-21  
1741.13  3.92537945089519e-21  
1741.9  3.92190982103609e-21  
1741.9  3.77908872468031e-21  
1742.67  3.77574987630665e-21  
1742.67  3.85258483882268e-21  
1744.22  3.84574068703857e-21  
1744.22  3.91148363675482e-21  
1744.99  3.90803241022334e-21  
1744.99  4.08317583679227e-21  
1745.76  4.07957470946159e-21  
1745.76  4.13426552693806e-21  
1746.53  4.13062094858016e-21  
1746.53  4.0978412867692e-21  
1748.07  4.09062430367506e-21  
1748.07  4.05789255476358e-21  
1748.84  4.05432002736917e-21  
1748.84  4.06521773513393e-21  
1749.61  4.06164033347909e-21  
1749.61  3.95274935564319e-21  
1751.16  3.94575507754356e-21  
1751.16  3.82618792767189e-21  
1751.93  3.82282533069358e-21  
1751.93  3.7902474319362e-21  
1752.7  3.78691788387462e-21  
1752.7  3.88457549160783e-21  
1753.47  3.88116457909301e-21  
1753.47  3.94620597959388e-21  
1755.01  3.93928352229428e-21  
1755.01  4.00422056686478e-21  
1755.78  4.00070922289853e-21  
1755.78  4.0655893234781e-21  
1756.56  4.06197947741989e-21  
1756.56  4.08358373425389e-21  
1758.1  4.07643287291173e-21  
1758.1  4.05486644780962e-21  
1758.87  4.05131693734614e-21  
1758.87  4.00821214700085e-21  
1759.64  4.00470501135738e-21  
1759.64  3.85399447388934e-21  
1761.18  3.84725744916641e-21  
1761.18  3.79352012935604e-21  
1761.95  3.79020519733672e-21  
1761.95  3.68283413691484e-21  
1762.73  3.6795755833437e-21  
1762.73  3.7117555045715e-21  
1763.5  3.70851487198797e-21  
1765.04  3.70204632575032e-21  
1765.04  3.77694602771157e-21  
1765.81  3.77365279191021e-21  
1765.81  3.84848718650986e-21  
1766.58  3.84513303405877e-21  
1766.58  3.78104379854433e-21  
1768.12  3.77446022766604e-21  
1768.12  3.72115352193628e-21  
1768.9  3.71787254526652e-21  
1768.9  3.66460325286371e-21  
1769.67  3.66141494021675e-21  
1769.67  3.7039952133305e-21  
1771.21  3.69755704636418e-21  
1771.21  3.75067791976473e-21  
1771.98  3.74741897269471e-21  
1771.98  3.85357796092733e-21  
1772.75  3.85023105853133e-21  
1772.75  3.82901961030766e-21  
1773.52  3.8256954808182e-21  
1773.52  3.71972077453617e-21  
1775.07  3.71322745321422e-21  
1775.07  3.59685972235172e-21  
1775.84  3.59374121894586e-21  
1775.84  3.5514563146557e-21  
1776.61  3.54837851057199e-21  
1776.61  3.67511378247612e-21  
1778.15  3.66875073729846e-21  
1778.15  3.81633990442723e-21  
1778.92  3.81303683768064e-21  
1778.92  3.9499754634549e-21  
1779.69  3.94655821309801e-21  
1779.69  4.04127621640758e-21  
1780.46  4.03778149054303e-21  
1780.46  3.99571574624432e-21  
1782.01  3.98876778758944e-21  
1782.01  4.06224774905937e-21  
1782.78  4.05873945832811e-21  
1782.78  3.96434951006503e-21  
1783.55  3.9609272452622e-21  
1783.55  3.95044957478007e-21  
1785.09  3.94363639657661e-21  
1785.09  3.8913289816251e-21  
1785.86  3.8879740967391e-21  
1785.86  3.97158816236684e-21  
1786.63  3.96816555791974e-21  
1786.63  4.0308244145194e-21  
1788.18  4.02383958072655e-21  
1788.18  3.95086582019604e-21  
1788.95  3.9474654881837e-21  
1788.95  3.82248197480007e-21  
1789.72  3.81919355207135e-21  
1789.72  3.75675087311443e-21  
1790.49  3.75352038741492e-21  
1790.49  3.64954498671345e-21  
1792.03  3.64327513146814e-21  
1792.03  3.54985710180463e-21  
1792.8  3.54680845948124e-21  
1792.8  3.46384048763849e-21  
1793.58  3.46082840220494e-21  
1793.58  3.54372422678215e-21  
1795.12  3.53764664485325e-21  
1795.12  3.80659369949622e-21  
1795.89  3.80333019361443e-21  
1795.89  3.91701543015067e-21  
1796.66  3.91365869535246e-21  
1796.66  3.97561990844249e-21  
1798.2  3.96881328739112e-21  
1798.2  3.70078676162538e-21  
1798.97  3.69761939812464e-21  
1798.97  3.57402428715259e-21  
1799.75  3.57092704047947e-21  
1799.75  3.54004809321941e-21  
1800.52  3.53702090754649e-21  
1800.52  3.61927892937999e-21  
1802.06  3.61309566358829e-21  
1802.06  3.77733064397037e-21  
1802.83  3.7741046898127e-21  
1802.83  3.79461422210474e-21  
1803.6  3.79137489049402e-21  
1803.6  3.72988959613117e-21  
1805.14  3.72352822825248e-21  
1805.14  3.49848199403932e-21  
1805.92  3.4954605682286e-21  
1805.92  3.47502116112116e-21  
1806.69  3.47205972767478e-21  
1806.69  3.49248171619942e-21  
1808.23  3.48653542447176e-21  
1808.23  3.42536459503112e-21  
1809  3.42244920596942e-21  
1809  3.23910207576453e-21  
1809.77  3.23634639077019e-21  
1809.77  3.27706062309401e-21  
1810.54  3.27427383008416e-21  
1810.54  3.45730919197832e-21  
1812.09  3.45139719272038e-21  
1812.09  3.58335928934311e-21  
1812.86  3.5803159206551e-21  
1812.86  3.51946627816688e-21  
1813.63  3.51647844299234e-21  
1813.63  3.55701043262972e-21  
1815.17  3.55097741933574e-21  
1815.17  3.48015763772821e-21  
1815.94  3.47720693093223e-21  
1815.94  3.60861916872605e-21  
1816.71  3.6055608403116e-21  
1816.71  3.65605418094229e-21  
1817.48  3.65295696349985e-21  
1817.48  3.7034166108293e-21  
1819.03  3.69710791873887e-21  
1819.03  3.66688007789263e-21  
1819.8  3.66377764870703e-21  
1820.57  3.66067915515464e-21  
1820.57  3.85176823446071e-21  
1822.11  3.84526015710862e-21  
1822.11  3.88541575732338e-21  
1822.88  3.88213398533775e-21  
1822.88  3.81191201137525e-21  
1823.65  3.80869368265026e-21  
1823.65  3.74856196880378e-21  
1825.2  3.7421979495767e-21  
1825.2  3.67215437955841e-21  
1825.97  3.66905798400929e-21  
1825.97  3.61906647849975e-21  
1826.74  3.61601613321449e-21  
1826.74  3.59603998129724e-21  
1827.51  3.5930103207722e-21  
1827.51  3.563071337732e-21  
1829.05  3.5570738856464e-21  
1829.05  3.60688820062019e-21  
1829.82  3.60385323591238e-21  
1829.82  3.55408083648447e-21  
1830.59  3.55109156342171e-21  
1832.14  3.54508562104203e-21  
1832.14  3.49543025602148e-21  
1832.91  3.49249403334222e-21  
1832.91  3.50241497812229e-21  
1833.68  3.49947412333877e-21  
1833.68  3.61844334196561e-21  
1835.22  3.61237315447474e-21  
1835.22  3.69154103782654e-21  
1835.99  3.68844527963539e-21  
