# Spectrum of the Sun from Kohl, Parkinson & Kurucz Atlas
# Sun center, observed, averaged
#
# My mods:
#    Used abs() for uncertain data (negative values in original)
#    Interpolated gaps  (zero in original)
#    Binned up to 0.9328 A/pix
# Wave(air)/A     ergs/cm^2/sec/nm/steradian
2999.9433697173  8019730.73382745  
3000.87621919748  3425793.16061848  
3001.80908304325  11283507.5101309  
3002.7419333828  4643316.39583039  
3003.67479475156  7890113.05148418  
3004.60764750724  15783724.6498281  
3005.5405049312  15118137.3775105  
3006.47336320745  11961579.9288036  
3007.40621589864  9745041.11481348  
3008.33907651189  6636773.93909416  
3009.27193165246  8791965.44025878  
3010.20478663793  16052514.0928501  
3011.1376457447  15702194.8500531  
3012.07049823407  9083849.63360709  
3013.00335915378  17560284.6746889  
3013.93621350999  13678032.3719569  
3014.86907423834  9854688.94008641  
3015.80192769981  13297308.6290323  
3016.73478592837  16145470.6079435  
3017.66764184565  7641424.17111317  
3018.60049605441  9343412.18544982  
3019.53335759946  8548382.75155589  
3020.46620691393  2329196.30959597  
3021.39907095824  4224996.79018472  
3022.33192266774  13637764.1969966  
3023.26478108428  18067459.5437392  
3024.19763681359  10114102.4665444  
3025.13049262985  14224128.8681856  
3026.06335027009  5443541.70098772  
3026.99620458066  17163139.7826043  
3027.92906369821  19784782.1806248  
3028.86191871509  16599836.8134877  
3029.79477544363  15229437.0872052  
3030.72763280734  17097857.6479709  
3031.66048556967  8426535.5773334  
3032.59334856115  20470616.2519382  
3033.52619637486  18929311.0932902  
3034.45906202785  16568683.2775361  
3035.39191207507  21994596.6179869  
3036.3247722075  20000556.9700781  
3037.25762620433  6090141.45136064  
3038.19048376652  11244651.94738  
3039.12333962381  17142558.3529513  
3040.05619565279  15910777.9838628  
3040.98905310303  14566425.9712587  
3041.92190978398  10142860.2839125  
3042.85476485169  13354717.9346154  
3043.78762387623  17484852.779465  
3044.72047503133  17463746.8230002  
3045.65333957644  19493747.9554028  
3046.58618583458  16804925.5071902  
3047.51905306686  5753116.74092525  
3048.45190155897  13443521.6751828  
3049.38476280839  20781146.7540938  
3050.31761608933  15317822.4298986  
3051.25047317133  17243777.0576719  
3052.1833306927  24561840.1457519  
3053.11618500976  16760990.9615131  
3054.049044223  11976442.5399767  
3054.98189918251  14631731.1673543  
3055.91475594429  17612643.5380058  
3056.84761330653  13276369.5197882  
3057.78046612393  5599921.68893844  
3058.71332900675  7780032.78373611  
3059.64617687405  9460394.38242372  
3060.57904252851  15182821.9716699  
3061.51189262786  22075888.1013187  
3062.4447522132  17784798.8107274  
3063.37760716146  14354299.3436217  
3064.31046257615  11643763.9226812  
3065.24332500709  16172036.2040709  
3066.17617594512  6315985.59081417  
3067.10903863443  3991698.32756823  
3068.04189012238  13550846.1169177  
3068.97475033704  16345444.5989643  
3069.90760426822  18920992.9781041  
3070.84046046308  18105572.9570184  
3071.77332002204  16296751.3041182  
3072.70617110527  13771985.5403699  
3073.63903359814  19921542.1606363  
3074.57188685908  13193550.7320639  
3075.50474329392  5571956.09470743  
3076.43760138158  21327800.2249894  
3077.37045370282  17324891.9863415  
3078.30331601579  11404405.9099027  
3079.23616540919  20445173.2533551  
3080.16902970091  19580090.3877644  
3081.1018795297  15617550.8653801  
3082.03474146025  10438918.6365801  
3082.96759362195  15272347.5836251  
3083.9004515863  15259783.1106051  
3084.83330937576  22919078.7689717  
3085.76616217415  19121282.4477575  
3086.69902305979  14742481.026807  
3087.63187787437  13260881.9145341  
3088.56473280603  15464295.5918144  
3089.49759243744  14708343.9102471  
3090.43044317751  17048402.770556  
3091.36330703108  7588299.94887699  
3092.29615487241  12211100.7762287  
3093.22902071463  6466817.63066543  
3094.16186899063  12631279.6063575  
3095.09473247628  18564300.3191642  
3096.02758308287  15256454.0489822  
3096.96044265592  6546748.73318887  
3097.89329878309  14489131.8143601  
3098.82615324226  15890491.4354549  
3099.75901249083  8242148.51291554  
3100.69186735827  6916024.08181147  
3101.62472382734  7141769.82010898  
3102.55758190161  13239212.4251475  
3103.49043419029  19999596.3330256  
3104.423296492  20241476.297973  
3105.35614583735  16733668.7681425  
3106.28901022664  19586213.3122864  
3107.22185999754  19146384.9412584  
3108.15472194631  24862845.1105242  
3109.08757413574  20734345.6952838  
3110.02043208695  20076575.4576799  
3110.95328987495  17788761.8292784  
3111.88614261975  16957579.9945747  
3112.81900361405  28396146.5874643  
3113.75185671199  15079338.0893823  
3114.68471494732  18858792.1876346  
3115.61757125858  24211268.340101  
3116.55042852619  13659548.2590854  
3117.48328748368  16345196.2889206  
3118.41614009542  13556269.774625  
3119.34900131537  13694306.4698637  
3120.28185426011  16664634.3987801  
3121.21471303053  11342799.5283629  
3122.14756840596  11707483.8266662  
3123.08042315657  17748961.3790143  
3124.01328415977  21904378.4971256  
3124.94613358144  14036395.5521639  
3125.87899795319  14847328.2844458  
3126.81184767369  18353383.3906485  
3127.74470929798  20401733.6966194  
3128.67756220875  14253541.7292641  
3129.61041970688  21995774.741947  
3130.54327683039  13335486.447749  
3131.47613122105  20012720.2620664  
3132.40899072029  14200595.5583651  
3133.341845329  15820958.3799923  
3134.27470249219  10711964.1984207  
3135.20755942125  18960951.9662399  
3136.14041261823  17977281.7897974  
3137.07327517506  18512560.2887061  
3138.00612298876  24214556.9380622  
3138.93898902282  22201817.5832326  
3139.87183713461  18492749.9383718  
3140.80470036446  20316334.0929081  
3141.73755167282  22186895.9815662  
3142.67041077336  17801007.1878366  
3143.60326623772  7282262.57338694  
3144.53612229266  7354677.74114143  
3145.46898012562  13280422.1322959  
3146.40183639789  18609602.2356516  
3147.33469190025  12894583.4497564  
3148.26755049014  19459863.9726604  
3149.20040207988  23401268.6399824  
3150.13326458239  16364494.327667  
3151.06611405728  18035823.5538498  
3151.99897850745  17920080.4431658  
3152.93182817288  18012958.9956468  
3153.86468983099  21472470.7165294  
3154.79754272919  16174856.1643645  
3155.73040019393  19045399.448597  
3156.66325730661  13448047.1843726  
3157.59611164963  8895048.26864835  
3158.5289712456  9972154.08522421  
3159.46182579726  11756377.9957794  
3160.39468297782  10862797.1405492  
3161.32753993546  11523075.7713007  
3162.26039311889  10030583.8440643  
3163.19325406629  20590799.1192417  
3164.12610504232  15127021.3232702  
3165.05896802271  14594435.9508326  
3165.99181913457  16349043.7449411  
3166.924679343  15899285.3504914  
3167.85753701726  15425042.8569596  
3168.7903913675  14879028.9314766  
3169.72325162183  19484688.405362  
3170.65610274495  21601408.8271666  
3171.58896565787  21390954.9897008  
3172.52181684348  20509901.1524838  
3173.45467743919  16781546.7816928  
3174.38753098933  19702218.8188882  
3175.32038756523  17886325.6390465  
3176.25324508158  22578548.2931477  
3177.18609943433  22689161.6728144  
3178.11895909233  13585167.211847  
3179.05181352658  10210525.5094061  
3179.98467042455  17910890.0615384  
3180.91752807421  11568741.8501665  
3181.85038083345  10172801.9150074  
3182.78324268329  13609019.7909594  
3183.71609215542  14512895.9221927  
3184.64895677795  14199403.7548587  
3185.5818062508  18640884.8448932  
3186.51466856241  13764079.3101717  
3187.44752034305  16816930.5085031  
3188.38037868845  14553410.5891996  
3189.3132344353  27161973.4314161  
3190.24609050322  16621692.4303094  
3191.17894850038  14187031.8092793  
3192.11180464907  9940960.07639925  
3193.04465982947  9828477.87100691  
3193.97751919984  15996001.6289748  
3194.91037023837  12302521.7519914  
3195.84323375218  16358539.5205106  
3196.77608156588  37334384.2016353  
