# LBG mean spectra from astro-ph/0112262
# lambda (A)  Flam W/m^2/A
1415.68  5.07503964190577e-21  
1417.22  5.06401620910098e-21  
1417.22  4.99550282018544e-21  
1417.99  4.99007895570957e-21  
1417.99  4.95586691554392e-21  
1418.76  4.95048900526137e-21  
1418.76  5.18977302364862e-21  
1419.54  5.18407130222165e-21  
1419.54  5.28649829535311e-21  
1421.08  5.27504672875375e-21  
1421.08  5.39430583872898e-21  
1421.85  5.3884648698437e-21  
1421.85  5.33741764549627e-21  
1422.62  5.33164140256524e-21  
1424.16  5.32011701138846e-21  
1424.16  5.38796428920197e-21  
1424.93  5.38214279402396e-21  
1424.93  5.36519560737911e-21  
1425.71  5.35932666093692e-21  
1425.71  5.29162682701457e-21  
1427.25  5.2802136774204e-21  
1427.25  5.21265986066013e-21  
1428.02  5.20703995902024e-21  
1428.02  5.17329211070964e-21  
1428.79  5.16771765742572e-21  
1429.56  5.16215220937337e-21  
1429.56  4.97696809286862e-21  
1431.1  4.96626247204526e-21  
1431.1  4.88227026758822e-21  
1431.88  4.87695259630248e-21  
1431.88  4.9776363889217e-21  
1432.65  4.97228721078903e-21  
1432.65  5.17343839792215e-21  
1434.19  5.16233412625424e-21  
1434.19  5.29613736028152e-21  
1434.96  5.29045506721072e-21  
1434.96  5.32387727062e-21  
1435.73  5.31816827767222e-21  
1435.73  5.25139555061405e-21  
1436.5  5.24576730022029e-21  
1436.5  5.16240538523204e-21  
1438.05  5.15128280114699e-21  
1438.05  5.08473985547117e-21  
1438.82  5.07929900526792e-21  
1438.82  5.21225698137485e-21  
1439.59  5.20668266572547e-21  
1439.59  5.30627640779189e-21  
1441.13  5.29494183072669e-21  
1441.9  5.28928815628788e-21  
1441.9  5.10727457381889e-21  
1442.67  5.10182419092736e-21  
1442.67  5.05222530453764e-21  
1444.22  5.04138658611023e-21  
1444.22  5.07438157286805e-21  
1444.99  5.06897498491166e-21  
1444.99  5.16784011209753e-21  
1445.76  5.16233687887523e-21  
1445.76  5.24463435820684e-21  
1446.53  5.23905231894434e-21  
1446.53  5.12395274170617e-21  
1448.07  5.11306004825336e-21  
1448.07  4.93257991744638e-21  
1448.84  4.92733837625265e-21  
1448.84  4.87817532352705e-21  
1449.61  4.8729943474076e-21  
1449.61  4.88936938554196e-21  
1451.16  4.87893018490821e-21  
1451.16  4.9606163194749e-21  
1451.93  4.9553562012534e-21  
1451.93  4.92271070230397e-21  
1452.7  4.91749354436134e-21  
1452.7  5.03161748139322e-21  
1454.24  5.02096643604102e-21  
1454.24  5.06976505430867e-21  
1455.01  5.06440057412494e-21  
1455.78  5.05904460393017e-21  
1456.56  5.05362773374497e-21  
1458.1  5.04295840126214e-21  
1458.1  5.1238687966398e-21  
1458.87  5.11846140903635e-21  
1458.87  5.03763640106541e-21  
1459.64  5.03232282114869e-21  
1459.64  5.1292133441177e-21  
1461.18  5.11840724766241e-21  
1461.18  5.16674342029344e-21  
1461.95  5.16130227013603e-21  
1461.95  5.22568730802782e-21  
1462.73  5.22011560398372e-21  
1462.73  5.12364803027092e-21  
1463.5  5.11825797748633e-21  
1463.5  5.18250670658265e-21  
1465.04  5.1716170849762e-21  
1465.04  5.15558515867184e-21  
1465.81  5.15017005317999e-21  
1465.81  5.23023152743121e-21  
1466.58  5.22474090154908e-21  
1466.58  5.00080689608077e-21  
1468.12  4.9903211000014e-21  
1468.12  4.84666637249128e-21  
1468.9  4.84152048637751e-21  
1468.9  4.72989993670062e-21  
1469.67  4.72494498916284e-21  
1469.67  4.78865538987213e-21  
1471.21  4.77863551557991e-21  
1471.21  4.8740080834877e-21  
1471.98  4.86891018185659e-21  
1471.98  5.01181248039219e-21  
1472.75  5.00657318413465e-21  
1472.75  5.05416670832867e-21  
1473.52  5.04888589565793e-21  
1475.07  5.03828075625912e-21  
1475.07  4.94340668189486e-21  
1475.84  4.93824971342999e-21  
1475.84  4.90665342174605e-21  
1476.61  4.90153746281877e-21  
1476.61  4.91731913660569e-21  
1478.15  4.90707832653421e-21  
1478.15  4.9700598235775e-21  
1478.92  4.9648858455205e-21  
1478.92  4.93343473786145e-21  
1479.69  4.9283015594874e-21  
1479.69  4.91258551696992e-21  
1481.24  4.90230963519161e-21  
1481.24  4.76118846468947e-21  
1482.01  4.75624225956817e-21  
1482.01  4.80322922838586e-21  
1482.78  4.79824193937012e-21  
1482.78  4.81389254807944e-21  
1483.55  4.80889678072792e-21  
1483.55  4.91831008701733e-21  
1485.09  4.9081150545138e-21  
1485.09  5.00171320456939e-21  
1485.86  4.99653058809775e-21  
1485.86  5.10561754721e-21  
1486.63  5.10033000774646e-21  
1486.63  5.22486007005369e-21  
1488.18  5.21398192946213e-21  
1488.18  5.04309943215065e-21  
1488.95  5.03788477419508e-21  
1488.95  4.78960018848501e-21  
1489.72  4.78465021261242e-21  
1489.72  4.64513109013257e-21  
1490.49  4.64033290020953e-21  
1490.49  4.82616174040144e-21  
1492.03  4.81620422820858e-21  
1492.03  4.84711853818491e-21  
1492.8  4.84211945096377e-21  
1492.8  4.93473980572988e-21  
1493.58  4.92958696225106e-21  
1493.58  4.89875023138105e-21  
1495.12  4.88866383016789e-21  
1495.12  4.96561705801711e-21  
1495.89  4.96050633320864e-21  
1495.89  4.97587041301863e-21  
1496.66  4.97075176933792e-21  
1496.66  4.7557285989134e-21  
1498.2  4.74595679546466e-21  
1498.2  4.73064005734929e-21  
1498.97  4.72578117789264e-21  
1498.97  4.54203558725291e-21  
1499.75  4.53731231140068e-21  
1499.75  4.62908956793682e-21  
1500.52  4.62433990192511e-21  
1500.52  4.67017478423171e-21  
1502.06  4.66060341917016e-21  
1502.06  4.70635766122412e-21  
1502.83  4.7015361351466e-21  
1502.83  4.68630034575719e-21  
1503.6  4.68150182578571e-21  
1503.6  4.66628163702671e-21  
1505.14  4.65673781058247e-21  
1505.92  4.65191509115733e-21  
1505.92  4.69742184899412e-21  
1506.69  4.69262180309388e-21  
1506.69  4.67747719425522e-21  
1508.23  4.66793005972684e-21  
1508.23  4.69817064271513e-21  
1509  4.69337717894093e-21  
1509  4.73871153463579e-21  
1509.77  4.73387917286578e-21  
1509.77  4.82442910102244e-21  
1510.54  4.81951183488883e-21  
1510.54  4.87982130803691e-21  
1512.09  4.86982210646834e-21  
1512.09  4.74945031945954e-21  
1512.86  4.74461689657145e-21  
1512.86  4.74461689657145e-21  
1512.86  4.62436760958082e-21  
1513.63  4.61966387437475e-21  
1513.63  4.55960038743667e-21  
1515.17  4.55033645511322e-21  
1515.17  4.62526653880803e-21  
1515.94  4.62056905640133e-21  
1515.94  4.6355294096142e-21  
1516.71  4.63082389359125e-21  
1516.71  4.69065672618383e-21  
1517.48  4.68589766599512e-21  
1519.03  4.67633967731668e-21  
1519.03  4.73597688389655e-21  
1519.8  4.73117917576684e-21  
1519.8  4.59712814665341e-21  
1520.57  4.59247345477101e-21  
1520.57  4.5775910937039e-21  
1522.11  4.5683329926319e-21  
1522.11  4.34558791287211e-21  
1522.88  4.34119458343954e-21  
1522.88  4.07417589265068e-21  
1523.65  4.07005903806789e-21  
1523.65  3.74402114855173e-21  
1525.2  3.73641521623713e-21  
1525.2  3.45542899224835e-21  
1525.97  3.45194267333215e-21  
1525.97  3.39283380118543e-21  
1526.74  3.38941236304411e-21  
1526.74  3.46321107384606e-21  
1527.51  3.45972042513335e-21  
1527.51  3.75461773478706e-21  
1529.05  3.74705853194585e-21  
1529.05  4.08550252837967e-21  
1529.82  4.08139087438872e-21  
1529.82  4.41949426043275e-21  
1530.59  4.41504871381674e-21  
1530.59  4.73813666483828e-21  
1532.13  4.72861650224335e-21  
1532.13  4.81654273381895e-21  
1532.9  4.81170509740942e-21  
1532.9  4.73849831908479e-21  
1533.67  4.73374145772614e-21  
1533.67  4.54360001104778e-21  
1535.22  4.53442995747024e-21  
1535.22  4.50524331955064e-21  
1535.99  4.50072744661843e-21  
1535.99  4.41322986771487e-21  
1536.76  4.40880844125886e-21  
1536.76  4.27769991457451e-21  
1537.53  4.27341641551546e-21  
1537.53  4.05511678469779e-21  
1539.07  4.04700571044939e-21  
1539.07  3.88723698750031e-21  
1539.84  3.88335031861328e-21  
1539.84  3.83982634850944e-21  
1540.61  3.83598900172544e-21  
1540.61  3.82149129708809e-21  
1542.16  3.81381331970789e-21  
1542.16  3.79934474324057e-21  
1542.93  3.79555355962589e-21  
1542.93  3.70885392918761e-21  
1543.7  3.70515488755734e-21  
1543.7  3.45971736271035e-21  
1544.47  3.4562685183803e-21  
1544.47  3.16781225009521e-21  
1546.01  3.16150439809945e-21  
1546.01  3.0031794027539e-21  
1546.78  3.00019013141328e-21  
1546.78  2.97142558219875e-21  
1547.56  2.96843102577649e-21  
1547.56  3.0833607423762e-21  
1549.1  3.0772332937901e-21  
1549.1  3.26360575089463e-21  
1549.87  3.26036373422882e-21  
1549.87  3.57545092457752e-21  
1550.64  3.57190088890148e-21  
1550.64  3.94391827293135e-21  
1552.18  3.93609621472518e-21  
1552.18  4.20741157845993e-21  
1552.95  4.20324028673433e-21  
1552.95  4.37442158012319e-21  
1553.73  4.37003060823232e-21  
1553.73  4.52679860430473e-21  
1554.5  4.52231514126855e-21  
1554.5  4.62196875794353e-21  
1556.04  4.61282463612485e-21  
1556.04  4.59861303011984e-21  
1556.81  4.59406519659014e-21  
1556.81  4.56568247192025e-21  
1557.58  4.56116943691807e-21  
1557.58  4.47608069772399e-21  
1559.12  4.46724268659088e-21  
1559.12  4.5238523939273e-21  
1559.9  4.51932938263235e-21  
1559.9  4.47691763376584e-21  
1560.67  4.47250109960373e-21  
1562.21  4.46368761508046e-21  
1562.21  4.39320206127093e-21  
1562.98  4.3888745173104e-21  
1562.98  4.30437271519221e-21  
1563.75  4.30013476029728e-21  
1563.75  4.14538163234401e-21  
1564.52  4.1413022234807e-21  
1564.52  4.16940589565537e-21  
1566.07  4.16115673564834e-21  
1566.07  4.30143377738861e-21  
1566.84  4.29720706608855e-21  
1566.84  4.40931353930021e-21  
1567.61  4.40498294995461e-21  
1567.61  4.48898633018569e-21  
1569.15  4.48017946450611e-21  
1569.15  4.39634088907325e-21  
1569.92  4.39202939254104e-21  
1569.92  4.43391365602391e-21  
1570.69  4.42956744300415e-21  
1570.69  4.38772423533458e-21  
1571.46  4.38342540503208e-21  
1571.46  4.35556941184493e-21  
1573.01  4.3469899286886e-21  
1573.01  4.19404131586414e-21  
1573.78  4.18993830046239e-21  
1573.78  4.23160524490196e-21  
1574.55  4.22746750481266e-21  
1574.55  4.31073200894914e-21  
1576.09  4.30231207856941e-21  
1576.09  4.34386905101034e-21  
1576.86  4.33962775816125e-21  
1576.86  4.17358630140424e-21  
1577.63  4.16951325867563e-21  
1577.63  4.08657355101879e-21  
1579.18  4.07855536381914e-21  
1579.18  4.10615169816692e-21  
1579.95  4.10215034830142e-21  
1579.95  4.18484665731042e-21  
1580.72  4.18077060703549e-21  
1580.72  4.13945672254867e-21  
1581.49  4.13542684472966e-21  
1581.49  4.16294262090003e-21  
1583.03  4.1548469899878e-21  
1583.03  4.30586551320441e-21  
1583.8  4.30167974418216e-21  
1583.8  4.53483425224023e-21  
1584.58  4.5303708611319e-21  
1584.58  4.58517604695593e-21  
1586.12  4.57627666584169e-21  
1586.12  4.48055672203077e-21  
1586.89  4.47620961334086e-21  
1586.89  4.35325370967634e-21  
1587.66  4.3490321603382e-21  
1587.66  4.32172983346105e-21  
1589.2  4.31335802470856e-21  
1589.2  4.40870730184851e-21  
1589.97  4.40443818655868e-21  
1589.97  4.52693005223399e-21  
1590.75  4.52249171842489e-21  
1590.75  4.60405709190842e-21  
1591.52  4.59960315306997e-21  
1591.52  4.43661837390325e-21  
1593.06  4.42804482377607e-21  
1593.06  4.27892195724252e-21  
1593.83  4.27478855024933e-21  
1593.83  4.1799924386699e-21  
1594.6  4.17595654618169e-21  
1594.6  4.12182615763798e-21  
1596.14  4.11387629095103e-21  
1596.14  4.20840999085215e-21  
1596.92  4.204299881234e-21  
1596.92  4.13684511785706e-21  
1597.69  4.13285860839313e-21  
1597.69  4.15981921344315e-21  
1598.46  4.15581249533284e-21  
1598.46  4.14234517697121e-21  
1600  4.134375e-21  
1600  4.2015703125e-21  
1600.77  4.19752921847289e-21  
1600.77  4.1303985348035e-21  
1601.54  4.12642780372931e-21  
1601.54  4.04594608684308e-21  
1603.09  4.03812595862914e-21  
1603.09  3.90425291756011e-21  
1603.86  3.90050501798954e-21  
1603.86  3.98075406801118e-21  
1604.63  3.97693456419854e-21  
1604.63  3.92349041350075e-21  
1606.17  3.91597031461947e-21  
1606.17  3.82261359162205e-21  
1606.94  3.81895109362495e-21  
1606.94  3.63242815806595e-21  
1607.71  3.6289495457684e-21  
1607.71  3.49584480841346e-21  
1608.48  3.49249859807479e-21  
1608.48  3.6387759801432e-21  
1610.03  3.63177314434075e-21  
1610.03  3.71140830778797e-21  
1610.8  3.70786087625932e-21  
1610.8  3.85370563940484e-21  
1611.57  3.85002395700925e-21  
1611.57  3.95600519277468e-21  
1613.11  3.94845537914698e-21  
1613.11  4.12033036357616e-21  
1613.88  4.11639959112009e-21  
1613.88  4.23527733479837e-21  
1614.65  4.23123882992091e-21  
1614.65  4.20485313628083e-21  
1616.2  4.19679176135221e-21  
1616.97  4.19279569435017e-21  
1616.97  4.1270034019938e-21  
1617.74  4.12307565544819e-21  
1617.74  4.10992742749954e-21  
1618.51  4.10601779291532e-21  
1618.51  4.00094348127403e-21  
1620.05  3.99334059931396e-21  
1620.05  3.96713051171288e-21  
1620.82  3.96336209214636e-21  
1620.82  3.93716548216618e-21  
1621.59  3.9334273021691e-21  
1621.59  3.98575936809977e-21  
1623.14  3.9781506870886e-21  
1623.14  4.09568729382301e-21  
1623.91  4.09180415801458e-21  
1623.91  4.10484128692905e-21  
1624.68  4.1009513162344e-21  
1624.68  4.1139874558795e-21  
1625.45  4.11009066418377e-21  
1625.45  4.04498306013367e-21  
1626.99  4.0373292628695e-21  
1626.99  4.07632670839368e-21  
1627.76  4.07247106729308e-21  
1627.76  4.12440715728858e-21  
1628.54  4.12045727927272e-21  
1628.54  4.09450844764696e-21  
1630.08  4.08677561924165e-21  
1630.08  4.03498725939961e-21  
1630.85  4.03117794925535e-21  
1630.85  3.85008417143105e-21  
1631.62  3.8464511376512e-21  
1631.62  3.89814178302991e-21  
1633.16  3.89079368732028e-21  
1633.16  4.04558455664201e-21  
1633.93  4.04177243971759e-21  
1633.93  4.26083976246273e-21  
1634.71  4.2567746229293e-21  
1634.71  4.28252794324757e-21  
1635.48  4.27849638033307e-21  
1637.02  4.27045031463728e-21  
1637.02  4.2062597829988e-21  
1637.79  4.20230560245773e-21  
1637.79  4.27925288071935e-21  
1638.56  4.27523197149269e-21  
1638.56  4.33930190093772e-21  
1640.1  4.33115680296589e-21  
1640.1  4.44626397269271e-21  
1640.88  4.44203787253517e-21  
1640.88  4.51870676142078e-21  
1641.65  4.51446884442762e-21  
1641.65  4.60383384788726e-21  
1643.19  4.59520845241669e-21  
1643.19  4.62068553782071e-21  
1643.96  4.61635806679852e-21  
1643.96  4.48905864050721e-21  
1644.73  4.48485641152773e-21  
1644.73  4.23050698014486e-21  
1645.5  4.22654863530742e-21  
1645.5  3.93430108411465e-21  
1647.05  3.92689961207702e-21  
1647.05  3.86348849900059e-21  
1647.82  3.85987864951969e-21  
1647.82  3.97392084514179e-21  
1648.59  3.97020954705191e-21  
1648.59  4.13476615117459e-21  
1650.13  4.12705213035405e-21  
1650.13  4.2660384930727e-21  
1650.9  4.26205995579898e-21  
1650.9  4.27467429012751e-21  
1651.67  4.27068955714397e-21  
1651.67  4.3211328505613e-21  
1652.44  4.31710668673353e-21  
1652.44  4.20371227970702e-21  
1653.99  4.19583714021229e-21  
1653.99  4.05750970569142e-21  
1654.76  4.05373446871308e-21  
1654.76  4.00347938898922e-21  
1655.53  3.99975615565562e-21  
1655.53  3.93699299104407e-21  
1657.07  3.92967869304538e-21  
1657.07  3.89208420130751e-21  
1657.84  3.88846960778325e-21  
1657.84  3.71322432495999e-21  
1658.61  3.70977743985646e-21  
1658.61  3.6347389209222e-21  
1660.16  3.62795497802294e-21  
1660.16  3.86512438197892e-21  
1660.93  3.86154150261623e-21  
1660.93  3.99872625718898e-21  
1661.7  3.99502124925888e-21  
1661.7  4.082242714631e-21  
1662.47  4.07846207624498e-21  
1662.47  4.07846207624498e-21  
1662.47  3.95398158172123e-21  
1664.01  3.94666634447426e-21  
1664.01  3.95909353076872e-21  
1664.78  3.95543202952932e-21  
1664.78  3.86853300148433e-21  
1665.56  3.86491049711659e-21  
1665.56  3.72848738737526e-21  
1667.1  3.72160211531973e-21  
1667.1  3.69685058778725e-21  
1667.87  3.6934379502697e-21  
1668.64  3.69003003598404e-21  
1668.64  3.60353258320919e-21  
1670.18  3.59689032700927e-21  
1670.18  3.3625581129175e-21  
1670.95  3.35945978779478e-21  
1670.95  3.28553624307228e-21  
1671.73  3.28247101075627e-21  
1671.73  3.33171097428041e-21  
1672.5  3.32864391669515e-21  
1672.5  3.47622782145897e-21  
1674.04  3.46983498918255e-21  
1674.04  3.62942620264237e-21  
1674.81  3.62608968596419e-21  
1674.81  3.76101002347337e-21  
1675.58  3.75755413082027e-21  
1675.58  3.70854018582883e-21  
1677.12  3.70173264697669e-21  
1677.12  3.73842296036261e-21  
1677.9  3.73494803081939e-21  
1677.9  3.79604881656548e-21  
1678.67  3.79256714689414e-21  
1678.67  3.87803404857633e-21  
1680.21  3.87092846590367e-21  
1680.21  3.80999557082781e-21  
1680.98  3.80650591042017e-21  
1680.98  3.84302791483773e-21  
1681.75  3.83950961061204e-21  
1681.75  3.81518743405479e-21  
1682.52  3.81169621598793e-21  
1682.52  3.83599613570363e-21  
1684.07  3.82893816568128e-21  
1684.07  3.87745916267549e-21  
1684.84  3.87391584543374e-21  
1684.84  3.94663611554548e-21  
1685.6  3.94307801486175e-21  
1685.6  3.89464506180835e-21  
1687.14  3.88753834149046e-21  
1687.14  3.82710498732661e-21  
1687.92  3.82356873897086e-21  
1687.92  3.85979103529098e-21  
1688.69  3.85627190328951e-21  
1688.69  4.00105002734818e-21  
1689.46  3.99740376587323e-21  
1689.46  3.86481318232585e-21  
1691  3.8577769882017e-21  
1691  3.79761921831269e-21  
1691.77  3.79416307316445e-21  
1691.77  3.69800243170067e-21  
1692.54  3.69463847674097e-21  
1692.54  3.77869987995186e-21  
1694.09  3.77178843439346e-21  
1694.09  3.81974760966858e-21  
1694.86  3.81627766224779e-21  
1694.86  3.8641828266136e-21  
1695.63  3.86067410691112e-21  
1695.63  3.82477003179293e-21  
1697.17  3.81783204265723e-21  
1697.17  3.69838971828232e-21  
1697.94  3.69503610818217e-21  
1697.94  3.79050956525559e-21  
1698.71  3.78707398076464e-21  
1698.71  3.87052584270036e-21  
1699.48  3.8670193233639e-21  
1699.48  3.96231983046678e-21  
1701.03  3.95510208876033e-21  
1701.03  3.89565165916704e-21  
1701.8  3.89212718723945e-21  
1701.8  3.90399822902564e-21  
1702.57  3.90046780281633e-21  
1702.57  3.86486618416198e-21  
1704.11  3.85788400042069e-21  
1704.11  3.78679906673114e-21  
1704.88  3.78337926378826e-21  
1704.88  3.83072298197704e-21  
1705.65  3.82726507338098e-21  
1705.65  3.81544756183816e-21  
1707.2  3.8085224692553e-21  
1707.2  3.79671611341875e-21  
1707.97  3.7932935563287e-21  
1707.97  3.56921614569621e-21  
1708.74  3.56600011843938e-21  
1708.74  3.41282484409475e-21  
1709.51  3.40975111734934e-21  
1709.51  3.42151532227736e-21  
1711.05  3.41535914636023e-21  
1711.05  3.43886571658366e-21  
1711.82  3.43577271490708e-21  
1711.82  3.67058604212926e-21  
1712.59  3.66728610942784e-21  
1712.59  3.72593666572504e-21  
1714.14  3.71920140403412e-21  
1714.14  3.67236781766281e-21  
1714.91  3.66907074855565e-21  
1714.91  3.43510285286789e-21  
1715.68  3.43202018517929e-21  
1715.68  3.33851089714526e-21  
1716.45  3.33551625495603e-21  
1716.45  3.39390331789195e-21  
1717.99  3.38782147975326e-21  
1717.99  3.51604486731263e-21  
1718.76  3.51289521511693e-21  
1718.76  3.48960921831345e-21  
1719.54  3.4864440952558e-21  
1719.54  3.41662917490794e-21  
1721.08  3.41051759971127e-21  
1721.08  3.42213429390679e-21  
1721.85  3.41907426635588e-21  
1721.85  3.34944654499286e-21  
1722.62  3.34645285233286e-21  
1722.62  3.42760416466289e-21  
1724.16  3.42148390545144e-21  
1724.16  3.32890226755654e-21  
1724.93  3.32593092073776e-21  
1724.93  3.33749581647081e-21  
1725.71  3.33447948299779e-21  
1725.71  3.38068718421772e-21  
1726.48  3.37767232318064e-21  
1726.48  3.45847123560113e-21  
1728.02  3.45230964900553e-21  
1728.02  3.60208595303193e-21  
1728.79  3.59887794222183e-21  
1728.79  3.63340783372791e-21  
1729.56  3.6301733680156e-21  
1729.56  3.64167642860314e-21  
1731.1  3.63519998338443e-21  
1731.1  3.54335917922392e-21  
1731.88  3.54016819858044e-21  
1731.88  3.39104878897212e-21  
1732.65  3.38803545405553e-21  
1732.65  3.35365924265164e-21  
1734.19  3.3477056365564e-21  
1734.19  3.39346254140948e-21  
1734.96  3.39045107564537e-21  
1734.96  3.53903153814583e-21  
1735.73  3.53589228279662e-21  
1736.5  3.53275720255363e-21  
1736.5  3.57840239985495e-21  
1738.05  3.57202277842442e-21  
1738.05  3.38979728983506e-21  
1738.82  3.38679575317295e-21  
1738.82  3.36403401545783e-21  
1739.59  3.36105660938587e-21  
1739.59  3.37242740537619e-21  
1741.13  3.36646433380085e-21  
1741.13  3.5480456911826e-21  
1741.9  3.54490958538045e-21  
1741.9  3.72632055636943e-21  
1742.67  3.7230283290004e-21  
1742.67  3.68904629363718e-21  
1744.22  3.68249266955658e-21  
1744.22  3.63726049461307e-21  
1744.99  3.63405122388956e-21  
1744.99  3.45327231101824e-21  
1745.76  3.450226722536e-21  
1745.76  3.40507431437103e-21  
1746.53  3.40207255745136e-21  
1748.07  3.39608093932514e-21  
1748.07  3.50866873072192e-21  
1748.84  3.50557973440444e-21  
1748.84  3.51683056321288e-21  
1749.61  3.51373574362477e-21  
1749.61  3.3901051356327e-21  
1751.16  3.38410644055436e-21  
1751.16  3.26069459342369e-21  
1751.93  3.25782897312633e-21  
1752.7  3.25496712879104e-21  
1752.7  3.37816220094648e-21  
1753.47  3.37519595257438e-21  
1753.47  3.4423351480209e-21  
1755.01  3.43629658384146e-21  
1755.01  3.45863056362249e-21  
1755.78  3.45559765338235e-21  
1755.78  3.55604649066782e-21  
1756.56  3.55288906885617e-21  
1756.56  3.53058476409595e-21  
1758.1  3.52440227250333e-21  
1758.1  3.5800556845355e-21  
1758.87  3.57692180940652e-21  
1758.87  3.4101077253751e-21  
1759.64  3.40712392364178e-21  
1759.64  3.34045473635039e-21  
1761.18  3.33461541138584e-21  
1761.18  3.16823863396e-21  
1761.95  3.16547009831647e-21  
1761.95  3.24304861267763e-21  
1762.73  3.24017917918012e-21  
1762.73  3.2291049608638e-21  
1763.5  3.22628571731748e-21  
1763.5  3.32584737175545e-21  
1765.04  3.32004629012407e-21  
1765.04  3.38630816325282e-21  
1765.81  3.3833555366609e-21  
1765.81  3.50472811159977e-21  
1766.58  3.50167356267802e-21  
1766.58  3.55679395812422e-21  
1768.12  3.55060085210101e-21  
1768.12  3.40753160354567e-21  
1768.9  3.40452715032254e-21  
1768.9  3.41552424866416e-21  
1769.67  3.41255264207906e-21  
1769.67  3.4455152337066e-21  
1771.21  3.43952634844028e-21  
1771.21  3.52725468193744e-21  
1771.98  3.52418986630761e-21  
1771.98  3.54609811579167e-21  
1772.75  3.5430182652215e-21  
1772.75  3.52112904344972e-21  
1773.52  3.51807220643118e-21  
1773.52  3.46338235260874e-21  
1775.07  3.45733650781571e-21  
1775.07  3.3590685197424e-21  
1775.84  3.35615618302984e-21  
1775.84  3.33433355750867e-21  
1776.61  3.3314439188561e-21  
1776.61  3.30964971018082e-21  
1778.15  3.30391942484149e-21  
1778.15  3.43448673624354e-21  
1778.92  3.43151416587136e-21  
1778.92  3.48587249610255e-21  
1779.69  3.48285675609566e-21  
1779.69  3.58061520731147e-21  
1780.46  3.57751884173141e-21  
1780.46  3.47984492791657e-21  
1782.01  3.47379399230953e-21  
1782.01  3.46295810701691e-21  
1782.78  3.45996738252642e-21  
1782.78  3.64399002566012e-21  
1783.55  3.64084431442175e-21  
1783.55  3.78143937432067e-21  
1785.09  3.77491768107156e-21  
1785.09  3.72093447060864e-21  
1785.86  3.71772649028208e-21  
1785.86  3.51276902870453e-21  
1786.63  3.50974182185232e-21  
1786.63  3.31574090420868e-21  
1788.18  3.30999520637262e-21  
1788.18  3.28847273187314e-21  
1788.95  3.28564249171546e-21  
1788.95  3.25339593909867e-21  
1789.72  3.25059709237495e-21  
1789.72  3.33652016673386e-21  
1790.49  3.33365104364084e-21  
1790.49  3.51609226513989e-21  
1792.03  3.51005167936501e-21  
1792.03  3.5743232837735e-21  
1792.8  3.57125362972043e-21  
1792.8  3.54985127181342e-21  
1793.58  3.54676439314644e-21  
1793.58  3.47189796500988e-21  
1795.12  3.465943567043e-21  
1795.89  3.46297211064131e-21  
1795.89  3.52697702903485e-21  
1796.66  3.52395454246646e-21  
1796.66  3.39606369900885e-21  
1798.2  3.39024933063416e-21  
1798.2  3.31576710733645e-21  
1798.97  3.3129292676042e-21  
1798.97  3.27040839653027e-21  
1799.75  3.2675742631523e-21  
1799.75  3.42689629397641e-21  
1800.52  3.42396586730125e-21  
1800.52  3.65743280765871e-21  
1802.06  3.65118435883609e-21  
1802.06  3.57703011271578e-21  
1802.83  3.57397522124562e-21  
1802.83  3.36227106613748e-21  
1803.6  3.35940081100459e-21  
1803.6  3.09499652281155e-21  
1805.14  3.0897179720777e-21  
1805.14  3.22697002819166e-21  
1805.92  3.22418309072843e-21  
1805.92  3.28747902245942e-21  
1806.69  3.28467741352527e-21  
1806.69  3.4427777945337e-21  
1808.23  3.43691612859431e-21  
1809  3.43399090781581e-21  
1809  3.46552661421105e-21  
1809.77  3.46257829721922e-21  
1809.77  3.28401272710611e-21  
1810.54  3.28122002206804e-21  
1810.54  3.21824670580835e-21  
1812.09  3.21274350343908e-21  
1812.09  3.20226437543948e-21  
1812.86  3.19954467296366e-21  
1812.86  3.19954467296366e-21  
1812.86  3.32516915240004e-21  
1813.63  3.32234626490245e-21  
1813.63  3.27004868871418e-21  
1815.17  3.26450238864432e-21  
1815.17  3.30626766740927e-21  
1815.94  3.3034643959799e-21  
1815.94  3.18870043753276e-21  
1816.71  3.18599799299724e-21  
1816.71  3.29023879054049e-21  
1817.48  3.28745147271982e-21  
1817.48  3.25620935846256e-21  
1819.03  3.25066247449481e-21  
1819.03  3.43781397141985e-21  
1819.8  3.43490534769258e-21  
1819.8  3.38296179835489e-21  
1820.57  3.38010079358734e-21  
1820.57  3.39048252785999e-21  
1822.11  3.38475385437575e-21  
1822.11  3.30185838264528e-21  
1822.88  3.29906950572259e-21  
1822.88  3.17482229491363e-21  
1823.65  3.17214184957335e-21  
1823.65  3.16179515353646e-21  
1825.2  3.15642730172645e-21  
1825.2  3.06348314048208e-21  
1825.97  3.06089998231918e-21  
1826.74  3.05832008999468e-21  
1827.51  3.05574345800567e-21  
1827.51  3.25146518061685e-21  
1829.05  3.24599223192165e-21  
1829.05  3.40025071008173e-21  
1829.82  3.39738961754744e-21  
1829.82  3.28436012721746e-21  
1830.59  3.28159771136132e-21  
1830.59  3.16867224048168e-21  
1832.14  3.16331308188029e-21  
1832.14  3.20430825094962e-21  
1832.91  3.2016165758571e-21  
1832.91  3.26306213934194e-21  
1833.68  3.26032226072637e-21  
1833.68  3.12730050577606e-21  
1835.22  3.12205424416124e-21  
1835.22  3.0709799143751e-21  
