# LBG mean spectra from astro-ph/0112262
# lambda (A)  Flam W/m^2/A
1448.84  4.02393869924964e-21  
1448.84  4.12006390059625e-21  
1449.61  4.11568809381115e-21  
1449.61  4.06767653910684e-21  
1451.16  4.05899171941813e-21  
1451.16  3.96318787306986e-21  
1451.93  3.95898540398059e-21  
1452.7  3.9547896156448e-21  
1452.7  4.09819797099828e-21  
1454.24  4.08952280985718e-21  
1454.24  4.04181648624261e-21  
1455.01  4.03753971124132e-21  
1455.01  4.08519555527253e-21  
1455.78  4.08087516526514e-21  
1456.56  4.07650565031857e-21  
1456.56  4.21915492569237e-21  
1458.1  4.21024735096181e-21  
1458.1  4.25770142484655e-21  
1458.87  4.25320813221599e-21  
1458.87  4.15840014414265e-21  
1459.64  4.15401396186738e-21  
1461.18  4.14526239071271e-21  
1461.18  4.09800816148069e-21  
1461.95  4.09369250731731e-21  
1461.95  4.14089697263889e-21  
1462.73  4.13648188787612e-21  
1462.73  4.04218763886179e-21  
1463.5  4.03793527714414e-21  
1463.5  3.94372621852155e-21  
1465.04  3.93543955558592e-21  
1465.04  3.88844798083851e-21  
1465.81  3.884363797304e-21  
1465.81  3.93130601502855e-21  
1466.58  3.92717898347298e-21  
1466.58  3.97408586982551e-21  
1468.12  3.96575292378324e-21  
1468.12  4.05935606713229e-21  
1468.9  4.0550460976788e-21  
1468.9  4.14856376299105e-21  
1469.67  4.14421781147456e-21  
1469.67  4.19092766052303e-21  
1471.21  4.18215848318464e-21  
1471.21  4.13554637071931e-21  
1471.98  4.13122085294673e-21  
1471.98  4.08465749377851e-21  
1472.75  4.08038743563004e-21  
1472.75  4.03387275330964e-21  
1473.52  4.02965798803235e-21  
1473.52  4.07612406979445e-21  
1475.07  4.0675622078589e-21  
1475.07  4.11393068803432e-21  
1475.84  4.10963903003609e-21  
1475.84  4.15595913855095e-21  
1476.61  4.15162589663863e-21  
1476.61  4.10535408413173e-21  
1478.15  4.09680427268288e-21  
1478.15  3.91211621584195e-21  
1478.92  3.90804358811196e-21  
1478.92  3.86191621128797e-21  
1479.69  3.85789793480688e-21  
1479.69  3.95005669851447e-21  
1481.24  3.94179418267402e-21  
1482.01  3.93769921295836e-21  
1482.01  3.98362077957611e-21  
1482.78  3.97948450641233e-21  
1482.78  3.93361062107604e-21  
1483.55  3.92952839378948e-21  
1483.55  4.0670344899459e-21  
1485.09  4.05860404369823e-21  
1485.09  4.15009382095065e-21  
1485.86  4.1457936254545e-21  
1486.63  4.14150011008646e-21  
1488.18  4.13287752118391e-21  
1488.18  4.08732240121097e-21  
1488.95  4.08309603435797e-21  
1489.72  4.07887621932954e-21  
1489.72  4.03341523600431e-21  
1490.49  4.02924891820502e-21  
1490.49  3.93842086943453e-21  
1492.03  3.93029497645011e-21  
1492.8  3.92624145738774e-21  
1492.8  4.01678862398031e-21  
1493.58  4.01259430292556e-21  
1493.58  4.10304692038378e-21  
1495.12  4.09459885190086e-21  
1495.89  4.09038459862907e-21  
1495.89  3.95512438815523e-21  
1496.66  3.95105577889184e-21  
1496.66  4.04113649170874e-21  
1498.2  4.03283299190105e-21  
1498.2  3.89798956184345e-21  
1498.97  3.89398590458468e-21  
1499.75  3.88993653745869e-21  
1499.75  3.62083351059149e-21  
1500.52  3.61711836323758e-21  
1500.52  3.5723094361454e-21  
1502.06  3.56498810893477e-21  
1502.83  3.5613358826548e-21  
1502.83  3.60600716401189e-21  
1503.6  3.60231480626332e-21  
1503.6  3.64694034662646e-21  
1505.14  3.63948135284338e-21  
1505.14  3.77307091708186e-21  
1505.92  3.76916336137562e-21  
1505.92  3.81365150864455e-21  
1506.69  3.80975454071672e-21  
1506.69  3.94306938710798e-21  
1508.23  3.93502124227903e-21  
1508.23  3.84631729060909e-21  
1509  3.84239295835326e-21  
1509  3.79809940884843e-21  
1509.77  3.7942262483389e-21  
1510.54  3.7903590093675e-21  
1510.54  3.74614258072198e-21  
1512.09  3.73846639087716e-21  
1512.09  3.65022786159505e-21  
1512.86  3.64651309594718e-21  
1512.86  3.47020252702294e-21  
1513.63  3.46667276572872e-21  
1513.63  3.51069575310301e-21  
1515.17  3.50356292454317e-21  
1515.17  3.59145614793544e-21  
1515.94  3.58780861715471e-21  
1515.94  3.6755995206072e-21  
1516.71  3.67186842736847e-21  
1517.48  3.66814301238482e-21  
1517.48  3.71195592952735e-21  
1519.03  3.70438452373103e-21  
1519.03  3.74810807414047e-21  
1519.8  3.74431111122887e-21  
1520.57  3.74051991507801e-21  
1520.57  3.65324985358069e-21  
1522.11  3.6458612171356e-21  
1522.11  3.51523382702882e-21  
1522.88  3.51167997412231e-21  
1522.88  3.2941791376276e-21  
1523.65  3.29085045059086e-21  
1523.65  3.16048698529402e-21  
1525.2  3.15406649536153e-21  
1525.2  2.98059735184799e-21  
1525.97  2.97759010934564e-21  
1525.97  3.02091686109574e-21  
1526.74  3.01787047545589e-21  
1526.74  3.06115353517458e-21  
1527.5  3.05810816964489e-21  
1527.5  3.14457531186298e-21  
1529.05  3.13820322292308e-21  
1529.05  3.22449515028194e-21  
1529.82  3.22125001501122e-21  
1529.82  3.35057686752101e-21  
1530.59  3.34720653942976e-21  
1530.59  3.64864004236657e-21  
1532.13  3.64130896500203e-21  
1532.13  3.8991705310632e-21  
1532.9  3.89525428441691e-21  
1532.9  3.98111329806065e-21  
1533.67  3.97711675680713e-21  
1533.67  3.89134393490534e-21  
1535.22  3.88349028751451e-21  
1535.22  3.66947191421307e-21  
1535.99  3.66579378459442e-21  
1535.99  3.40922662145864e-21  
1536.76  3.40581106296057e-21  
1536.76  3.23494188435081e-21  
1537.53  3.23170255695656e-21  
1537.53  3.18902486491843e-21  
1539.07  3.18264615406183e-21  
1539.07  3.05488183562264e-21  
1539.84  3.0518274002429e-21  
1539.84  2.96674056915328e-21  
1540.61  2.96377574435426e-21  
1540.61  2.83626672571297e-21  
1542.16  2.83056821953533e-21  
1542.16  2.87297742100274e-21  
1542.93  2.87011061484012e-21  
1542.93  2.7853642464248e-21  
1543.7  2.7825862512544e-21  
1543.7  2.69791181587684e-21  
1544.47  2.69522238292793e-21  
1544.47  2.56834991892114e-21  
1546.01  2.56323573604575e-21  
1546.78  2.56068437094315e-21  
1546.78  2.68717816888394e-21  
1547.56  2.68447007257771e-21  
1547.56  2.89508895594638e-21  
1549.1  2.88933565290728e-21  
1549.1  3.18360861157266e-21  
1549.87  3.18044606285694e-21  
1549.87  3.6004290997211e-21  
1550.64  3.59685426342138e-21  
1550.64  3.8905430048333e-21  
1552.18  3.88282680694798e-21  
1552.18  4.09219375934764e-21  
1552.95  4.08813669631741e-21  
1552.95  3.92081167797763e-21  
1553.73  3.91687603218949e-21  
1553.73  3.83329128850475e-21  
1554.5  3.82949469375839e-21  
1554.5  3.57901364604013e-21  
1556.04  3.5719329108634e-21  
1556.81  3.56840042049044e-21  
1556.81  3.61001521348659e-21  
1557.58  3.60644682582121e-21  
1557.58  3.73120489728307e-21  
1559.12  3.72383764171977e-21  
1559.12  3.76534155403117e-21  
1559.9  3.7615769125497e-21  
1559.9  3.59572724808684e-21  
1560.67  3.59218001904938e-21  
1560.67  3.42651860098303e-21  
1562.21  3.41976632345735e-21  
1562.21  3.37842643551499e-21  
1562.98  3.37509850096675e-21  
1563.75  3.37177548129362e-21  
1563.75  3.45428022090721e-21  
1564.52  3.4508809147397e-21  
1566.07  3.44405335476034e-21  
1566.07  3.36179288164355e-21  
1566.84  3.3584894882411e-21  
1566.84  3.39958541906852e-21  
1567.61  3.39624653008637e-21  
1567.61  3.43728989069338e-21  
1569.15  3.43054633031193e-21  
1569.15  3.47152135271866e-21  
1569.92  3.46811682776225e-21  
1570.69  3.46471730858343e-21  
1570.69  3.42382259559513e-21  
1571.46  3.42046813858395e-21  
1571.46  3.37962564006883e-21  
1573.01  3.37296854463262e-21  
1573.01  3.29142019981634e-21  
1573.78  3.28820021537737e-21  
1573.78  3.32893449856059e-21  
1574.55  3.32567940624168e-21  
1574.55  3.44775066299634e-21  
1576.09  3.4410163495459e-21  
1576.09  3.48163131563682e-21  
1576.86  3.4782318996257e-21  
1577.63  3.47483745989831e-21  
1577.63  3.39376603514901e-21  
1579.18  3.38710719222305e-21  
1579.18  3.42756337025773e-21  
1579.95  3.42422328902384e-21  
1579.95  3.383806534599e-21  
1580.72  3.38051069924705e-21  
1580.72  3.34014531719395e-21  
1581.49  3.33689359156226e-21  
1581.49  3.25621743178811e-21  
1583.03  3.24988509985411e-21  
1583.03  3.37065203304548e-21  
1583.8  3.3673753931176e-21  
1583.8  3.40759589122477e-21  
1584.58  3.40424197962499e-21  
1584.58  3.44442289087989e-21  
1586.12  3.43773760078183e-21  
1586.12  3.35753175275987e-21  
1586.89  3.35427422108143e-21  
1587.66  3.3510214278692e-21  
1589.2  3.34453002012261e-21  
1589.2  3.14481563161458e-21  
1589.97  3.14177038964739e-21  
1589.97  3.02204355058537e-21  
1590.75  3.01908065124557e-21  
1590.75  2.97921083278261e-21  
1591.52  2.97632876104215e-21  
1591.52  2.97632876104215e-21  
1591.52  3.13565375554478e-21  
1593.06  3.12959425653248e-21  
1593.06  3.32834199771587e-21  
1593.83  3.32512684393962e-21  
1593.83  3.48397853160063e-21  
1594.6  3.48061465882069e-21  
1594.6  3.59964724164927e-21  
1596.14  3.59270451417928e-21  
1596.14  3.55310351358543e-21  
1596.92  3.54963340374413e-21  
1596.92  3.43094642995446e-21  
1597.69  3.427640166359e-21  
1597.69  3.2695668717109e-21  
1598.46  3.26641764042811e-21  
1598.46  3.18744537948619e-21  
1600  3.1813125e-21  
1600  3.22072265625e-21  
1600.77  3.21762494703152e-21  
1601.54  3.21453170475608e-21  
1603.09  3.20831855966235e-21  
1603.09  3.09055511021132e-21  
1603.86  3.0875883223482e-21  
1603.86  2.9699262578709e-21  
1604.63  2.96707663579645e-21  
1604.63  2.92789357959486e-21  
1606.17  2.92228172715942e-21  
1606.17  2.88318540145971e-21  
1606.94  2.88042298236999e-21  
1607.71  2.87766453144609e-21  
1607.71  2.99475213089121e-21  
1608.48  2.99188556469868e-21  
1608.48  3.18685250105209e-21  
1610.03  3.18071939340455e-21  
1610.03  3.33639045626294e-21  
1610.8  3.33320147361407e-21  
1610.8  3.25543455773356e-21  
1611.57  3.25232444055734e-21  
1611.57  3.13579706111303e-21  
1613.11  3.12981256861819e-21  
1613.11  3.1685847427955e-21  
1613.88  3.16556193041574e-21  
1613.88  3.28175596958118e-21  
1614.65  3.27862668513482e-21  
1614.65  3.43340817887786e-21  
1616.2  3.42682578712342e-21  
1616.2  3.34957766817139e-21  
1616.97  3.34638829458516e-21  
1616.97  3.38497557731877e-21  
1617.74  3.38175403257171e-21  
1617.74  3.34320347407885e-21  
1618.51  3.34002319799006e-21  
1618.51  3.26300687692328e-21  
1620.05  3.25680627543109e-21  
1620.05  3.17993630634375e-21  
1620.82  3.17691565094516e-21  
1620.82  3.06170309728775e-21  
1621.59  3.05879613355277e-21  
1621.59  3.13553157620585e-21  
1623.14  3.12954595154553e-21  
1623.91  3.12657881780783e-21  
1623.91  3.16483698930814e-21  
1624.68  3.16183781777355e-21  
1625.45  3.15884290748672e-21  
1625.45  3.31156304604162e-21  
1626.99  3.30529700442781e-21  
1626.99  3.34341046252076e-21  
1627.76  3.34024805878875e-21  
1627.76  3.30217065075412e-21  
1628.54  3.29900821533961e-21  
1628.54  3.22293764311502e-21  
1630.08  3.21685085050636e-21  
1630.85  3.21381391834533e-21  
1630.85  3.28966914449721e-21  
1631.62  3.28656493207111e-21  
1631.62  3.21078128476965e-21  
1633.16  3.20472888095871e-21  
1633.16  3.24255490141569e-21  
1633.93  3.23949947191101e-21  
1633.93  3.27727861215565e-21  
1634.71  3.2741518588415e-21  
1634.71  3.23640876254245e-21  
1635.48  3.23336201405274e-21  
1635.48  3.15792445237261e-21  
1637.02  3.15198571470698e-21  
1637.02  3.30256591021957e-21  
1637.79  3.29946126558716e-21  
1637.79  3.48751236103642e-21  
1638.56  3.48423539400001e-21  
1638.56  3.6345326770424e-21  
1640.1  3.62771046798386e-21  
1640.88  3.62426238935551e-21  
1640.88  3.54932052819512e-21  
1641.65  3.54599176034742e-21  
1641.65  3.58342754841852e-21  
1643.19  3.57671390914168e-21  
1643.19  3.42726241512974e-21  
1643.96  3.42405263626349e-21  
1643.96  3.34940242333978e-21  
1644.73  3.3462670319238e-21  
1644.73  3.23437989814478e-21  
1645.5  3.23135359632511e-21  
1645.5  3.26861441122677e-21  
1647.05  3.262465273769e-21  
1647.05  3.29965599111745e-21  
1647.82  3.29657295839462e-21  
1647.82  3.33372892660593e-21  
1648.59  3.33061551235345e-21  
1648.59  3.29349424460026e-21  
1650.13  3.28734974156277e-21  
1650.9  3.28428393624953e-21  
1650.9  3.13622511334106e-21  
1651.67  3.13330161115008e-21  
1652.44  3.1303821948663e-21  
1652.44  3.16733068734088e-21  
1653.99  3.16139708167782e-21  
1653.99  3.12451780767325e-21  
1654.76  3.12161065623736e-21  
1654.76  2.97424177082955e-21  
1655.53  2.9714757278386e-21  
1655.53  2.89786528451585e-21  
1657.07  2.89248151819998e-21  
1657.07  2.92921289896799e-21  
1657.84  2.92649252771491e-21  
1657.84  3.11002252991923e-21  
1658.61  3.10713558062884e-21  
1658.61  3.25382110863128e-21  
1660.16  3.24774811767221e-21  
1660.93  3.24473753158078e-21  
1660.93  3.2081658050942e-21  
1661.7  3.20519328860159e-21  
1661.7  3.13212847113429e-21  
1662.47  3.12922775063439e-21  
1662.47  3.2387289041708e-21  
1664.01  3.23273695154711e-21  
1664.01  3.37847198454348e-21  
1664.78  3.37534746140137e-21  
1664.78  3.4117502306235e-21  
1665.56  3.40855545883086e-21  
1665.56  3.33581809568221e-21  
1667.1  3.32965795277968e-21  
1667.1  3.03926737551026e-21  
1667.87  3.03646176635045e-21  
1667.87  2.8551432847563e-21  
1668.64  2.85250886021236e-21  
1668.64  2.67134690568365e-21  
1670.18  2.66642291231418e-21  
1670.18  2.73874766974991e-21  
1670.95  2.73622413545696e-21  
1670.95  2.70008970509333e-21  
1671.73  2.69757066357077e-21  
1671.73  2.76977210125627e-21  
1672.5  2.7672223451105e-21  
1674.04  2.76213338396282e-21  
1674.04  2.94212846466537e-21  
1674.81  2.93942377798939e-21  
1674.81  3.08328532851147e-21  
1675.58  3.08045217915858e-21  
1675.58  3.04451716782084e-21  
1677.12  3.0389285351332e-21  
1677.12  3.00305948748294e-21  
1677.9  3.00026809115253e-21  
1677.9  2.96444304028431e-21  
1678.67  2.96172410490584e-21  
1678.67  2.92592126604719e-21  
1680.21  2.92056020547134e-21  
1680.21  2.95629744407268e-21  
1680.98  2.95358970492916e-21  
1680.98  3.02498810019314e-21  
1681.75  3.02221871400823e-21  
1681.75  3.09355174381525e-21  
1682.52  3.09072088322833e-21  
1682.52  3.12636005898231e-21  
1684.06  3.12064483135186e-21  
1684.06  3.15621885594022e-21  
1684.83  3.15333460865762e-21  
1685.6  3.15045431313661e-21  
1687.14  3.14470554853228e-21  
1687.14  2.8966168279772e-21  
1687.92  2.89394035149456e-21  
1687.92  2.9293518580424e-21  
1688.69  2.92668104613239e-21  
1688.69  2.82054338491833e-21  
1689.46  2.81797295000435e-21  
1689.46  2.92401388519338e-21  
1691  2.9186904896378e-21  
1691  2.77757047520162e-21  
1691.77  2.77504265812205e-21  
1691.77  2.634040592614e-21  
1692.54  2.6316444898317e-21  
1692.54  2.56121806195164e-21  
1694.09  2.55653345619814e-21  
1694.09  2.66198510401319e-21  
1694.86  2.65956689493507e-21  
1694.86  2.87028904479529e-21  
1695.63  2.86768279137117e-21  
1695.63  2.83259258369245e-21  
1697.17  2.82745436717011e-21  
1697.17  2.89750747789087e-21  
1697.94  2.89488008838266e-21  
1697.94  2.96485927081522e-21  
1698.71  2.96217202669849e-21  
1698.71  2.99713510277794e-21  
1699.48  2.99441983549413e-21  
1699.48  3.06427225078207e-21  
1701.03  3.05869038799191e-21  
1701.03  2.98896521550937e-21  
1701.8  2.98626104046594e-21  
1701.8  3.02108690650885e-21  
1702.57  3.01835490619286e-21  
1702.57  2.84435199501973e-21  
1704.11  2.8392134501626e-21  
1704.88  2.83664939795354e-21  
1704.88  2.80193892830696e-21  
1705.65  2.79940968023776e-21  
1705.65  2.69538258037391e-21  
1707.2  2.69049042195401e-21  
1707.2  2.58664183953468e-21  
1707.97  2.58431010624126e-21  
1707.97  2.54973540090616e-21  
1708.74  2.54743797250388e-21  
1708.74  2.75474038296654e-21  
1709.51  2.75225935344449e-21  
1709.51  2.82130476561367e-21  
1711.05  2.8162285210796e-21  
1711.05  2.85068911203923e-21  
1711.82  2.84812513108457e-21  
1711.82  2.67598738762827e-21  
1712.59  2.67358161966979e-21  
1712.59  2.57038568969378e-21  
1714.14  2.5657392821405e-21  
1714.14  2.73741138182378e-21  
1714.91  2.73495372100419e-21  
1714.91  2.90647169266857e-21  
1715.68  2.90386341956625e-21  
1716.45  2.9012586558929e-21  
1716.45  2.73004831822208e-21  
1717.99  2.7251561010824e-21  
1717.99  2.62261804847051e-21  
1718.76  2.62026872273476e-21  
1718.76  2.68857295932447e-21  
1719.54  2.68613438705653e-21  
1719.54  2.61789210333909e-21  
1721.08  2.61320928772544e-21  
1721.08  2.71537948044066e-21  
1721.85  2.71295142376383e-21  
1721.85  2.64490224106272e-21  
1722.62  2.64253826112779e-21  
1724.16  2.63781979938095e-21  
1724.16  2.3663317655191e-21  
1724.93  2.36421960006679e-21  
1724.93  2.46593421920802e-21  
1725.71  2.46370557823386e-21  
1725.71  2.56532827060506e-21  
1726.48  2.56304053801433e-21  
1726.48  2.83379942465313e-21  
1728.02  2.82875074870353e-21  
1728.02  2.86253782345807e-21  
1728.79  2.85998845278738e-21  
1729.56  2.85744248629766e-21  
1729.56  2.82371555277029e-21  
1731.1  2.81869378890706e-21  
1731.1  2.65037904720762e-21  
1731.88  2.64799224197288e-21  
1731.88  2.68161887387999e-21  
1732.65  2.67923594862928e-21  
1732.65  2.64563919783281e-21  
1734.19  2.64094250907752e-21  
1734.19  2.67447961701649e-21  
1734.96  2.67210619939211e-21  
1734.96  2.70562351193497e-21  
1735.73  2.703223521149e-21  
1735.73  2.73671110256301e-21  
1736.5  2.73428461209831e-21  
1736.5  2.80119044292904e-21  
1738.05  2.79619644488638e-21  
1738.05  2.69601165395012e-21  
1738.82  2.69362443809947e-21  
1738.82  2.5935283569878e-21  
1739.59  2.59123290247027e-21  
1739.59  2.52455463409112e-21  
1741.13  2.52009075743215e-21  
1741.13  2.38697991552567e-21  
1741.9  2.38487007190633e-21  
1741.9  2.38487007190633e-21  
1741.9  2.31837842268566e-21  
1742.67  2.31633012094149e-21  
1742.67  2.38276302437686e-21  
1744.22  2.37853002432971e-21  
1744.22  2.54433202770888e-21  
1744.99  2.54208708256417e-21  
1744.99  2.60835330786106e-21  
1745.76  2.60605288956891e-21  
1745.76  2.63914693714916e-21  
1746.53  2.63682038658104e-21  
1748.07  2.63217650537127e-21  
1748.84  2.62985916390758e-21  
1749.61  2.62754488134317e-21  
1749.61  2.56163795793876e-21  
1751.16  2.55710521208104e-21  
1751.16  2.68869560096368e-21  
1751.93  2.6863326747629e-21  
1751.93  2.78493628792356e-21  
1752.7  2.78248985681699e-21  
1752.7  2.81533211029767e-21  
1753.47  2.81286006372549e-21  
1753.47  2.84566372236394e-21  
1755.01  2.84067184264227e-21  
1755.01  2.70966790541816e-21  
1755.78  2.70729176856672e-21  
1755.78  2.57639297857186e-21  
1756.56  2.57410539335404e-21  
1756.56  2.44331310580631e-21  
1758.1  2.43903456167152e-21  
1758.1  2.40640345402377e-21  
1758.87  2.4042969594328e-21  
1758.87  2.50212398418045e-21  
1759.64  2.4999346568975e-21  
1759.64  2.40219322957654e-21  
1761.18  2.39799404473427e-21  
1761.18  2.52809136092744e-21  
1761.95  2.5258822119802e-21  
1761.95  2.49338388813907e-21  
1762.73  2.49117775431091e-21  
1762.73  2.52364732379459e-21  
1763.5  2.52144399608705e-21  
1763.5  2.39168875784995e-21  
1765.04  2.38751707461549e-21  
1765.04  2.25798816087406e-21  
1765.81  2.25601935131315e-21  
1765.81  2.41778210220075e-21  
1766.58  2.41567488204611e-21  
1768.12  2.4114686978144e-21  
1768.12  2.50828442312628e-21  
1768.9  2.50607284474746e-21  
1768.9  2.37710861650587e-21  
1769.67  2.37504046207217e-21  
1769.67  2.47167708640771e-21  
1771.21  2.4673808957129e-21  
1771.21  2.49954030115773e-21  
1771.98  2.49736846190224e-21  
1771.98  2.62588475662971e-21  
1772.75  2.62360412806253e-21  
1772.75  2.68780169300593e-21  
1773.52  2.68546830175208e-21  
1773.52  2.62132646935656e-21  
1775.07  2.61675055732257e-21  
1775.07  2.48868130942276e-21  
1775.84  2.48652360471959e-21  
1775.84  2.51851553568198e-21  
1776.61  2.51633291066457e-21  
1776.61  2.70809913579863e-21  
1778.15  2.70341036745932e-21  
1778.15  2.73531923078648e-21  
1778.92  2.73295179438963e-21  
1778.92  2.76482356038846e-21  
1779.69  2.76243162292305e-21  
1779.69  2.79428528743606e-21  
1780.46  2.79186890693049e-21  
1780.46  2.76004278812811e-21  
1782.01  2.75524348197235e-21  
1782.01  2.596408486833e-21  
1782.78  2.59416614308845e-21  
1782.78  2.46720222367978e-21  
1783.55  2.46507238641137e-21  
1783.55  2.56021076609076e-21  
1785.09  2.55579527568705e-21  
1785.09  2.61911775102252e-21  
1785.86  2.61685969507325e-21  
1786.63  2.61460455801884e-21  
1786.63  2.45658055698889e-21  
1788.18  2.45232365936083e-21  
1788.18  2.51541809746416e-21  
1788.95  2.51325319056262e-21  
1789.72  2.51109107731543e-21  
1789.72  2.47960280873088e-21  
1790.49  2.47747056156182e-21  
1792.03  2.47321430993263e-21  
1792.03  2.59887090163302e-21  
1792.8  2.59663897296758e-21  
1792.8  2.78495732147689e-21  
1793.58  2.78253557907535e-21  
1793.58  2.75117337207196e-21  
1795.12  2.74645503607871e-21  
1795.12  2.55862313554644e-21  
1795.89  2.55642955190939e-21  
1795.89  2.30619552856641e-21  
1796.66  2.30421920579714e-21  
1796.66  2.39797422569397e-21  
1798.2  2.39386867681829e-21  
1798.2  2.67466146307951e-21  
1798.97  2.67237232143459e-21  
1798.97  2.79706127648484e-21  
1799.75  2.7946373453537e-21  
1799.75  2.60776136488991e-21  
1800.52  2.60553140144469e-21  
1800.52  2.38770357199944e-21  
1802.06  2.38362436006094e-21  
1802.06  2.5078860723525e-21  
1802.83  2.50574426209954e-21  
1802.83  2.44367108268281e-21  
1803.6  2.44158500475208e-21  
1805.14  2.43742085457498e-21  
1805.14  2.31357361424462e-21  
1805.92  2.31157552163045e-21  
1805.92  2.55904688500188e-21  
1806.69  2.5568660502142e-21  
1808.23  2.55251273567211e-21  
1809  2.55034024643688e-21  
1809.77  2.54817052958845e-21  
1809.77  2.60976855262054e-21  
1810.54  2.60754922084849e-21  
1810.54  2.73064965349041e-21  
1812.09  2.72598024215671e-21  
1812.09  2.75670500890707e-21  
1812.86  2.75436372269244e-21  
1812.86  2.69296637865168e-21  
1813.63  2.69068019687466e-21  
1815.17  2.68611655847521e-21  
1815.17  2.56364331568748e-21  
1815.94  2.56146969008155e-21  
1815.94  2.65324446715763e-21  
1816.71  2.65099582506907e-21  
1816.71  2.77327060781687e-21  
1817.48  2.77092123833982e-21  
1817.48  2.67929283986846e-21  
1819.03  2.6747287210228e-21  
1819.03  2.58326547613472e-21  
1819.8  2.58107985837873e-21  
1819.8  2.33737819038385e-21  
1820.57  2.33540144617424e-21  
1820.57  2.45714922969763e-21  
1822.11  2.45299754759241e-21  
1822.11  2.54415184438954e-21  
1822.88  2.54200295562922e-21  
1822.88  2.60272717739212e-21  
1823.65  2.60052974166609e-21  
1823.65  2.57019326496856e-21  
1825.2  2.56582978918993e-21  
1825.2  2.62639073138239e-21  
1825.97  2.62417613370202e-21  
1825.97  2.89649307291125e-21  
1826.74  2.89405175163649e-21  
1826.74  3.07544635885263e-21  
1827.51  3.07285529799714e-21  
1827.51  2.8312055765007e-21  
1829.05  2.82644001943488e-21  
1829.05  2.49473317679209e-21  
1829.82  2.49263401908998e-21  
1829.82  2.4323695441031e-21  
1830.59  2.43032372210541e-21  
1830.59  2.52063545115518e-21  
1832.14  2.51637231374814e-21  
1832.14  2.48632527681526e-21  
1832.91  2.48423672000506e-21  
1832.91  2.51425851690028e-21  
1833.68  2.51214738237379e-21  
1833.68  2.5421528932664e-21  
1835.22  2.53788825700317e-21  
1835.22  2.56784343158824e-21  
1835.99  2.56569001591292e-21  
1835.99  2.29633733027573e-21  
1836.76  2.29441240908919e-21  
1836.76  2.2346024794186e-21  
1837.54  2.23270579145395e-21  
1837.54  2.32234453766848e-21  
1839.08  2.31845681860326e-21  
1839.08  2.46759575957898e-21  
1839.84  2.46555755469339e-21  
1839.84  2.40594770806305e-21  
1840.61  2.40393512285325e-21  
1840.61  2.28482401254538e-21  
1842.16  2.28098071194862e-21  
1842.16  2.19179985681614e-21  
1842.93  2.18996871475296e-21  
1842.93  2.10086236588279e-21  
1843.7  2.09910793053823e-21  
1844.47  2.09735569197629e-21  
1844.47  2.12700235192888e-21  
1846.01  2.12345500676371e-21  
1846.01  2.24187028200854e-21  
1846.78  2.2400012123346e-21  
1846.78  2.15126599792928e-21  
1847.56  2.14944994511008e-21  
1847.56  2.11989358020267e-21  
1849.1  2.11636399645094e-21  
1849.1  2.08686561640364e-21  
1849.87  2.08512868127305e-21  
1849.87  1.99668089693719e-21  
1850.64  1.99501971545762e-21  
1850.64  1.90665427661282e-21  
1852.18  1.90348500914363e-21  
1852.18  1.81526645257013e-21  
1852.95  1.81375808510485e-21  
1852.95  1.72561283237078e-21  
1853.73  1.72416095444522e-21  
1853.73  1.66544107424957e-21  
1854.5  1.66405835826243e-21  
1854.5  1.86938986227855e-21  
1856.04  1.8662889958545e-21  
1856.04  2.24699261799479e-21  
1856.81  2.24512939497139e-21  
1856.81  2.39143378743188e-21  
1857.58  2.38945161453064e-21  
1857.58  2.44791964846998e-21  
1859.12  2.44386586506132e-21  
1859.12  2.3854946548662e-21  
1859.9  2.383494229396e-21  
1860.67  2.38152191747823e-21  
1860.67  2.03185191934845e-21  
1862.21  2.02849272985547e-21  
1862.21  1.8539424538842e-21  
1862.98  1.8524102413241e-21  
1862.98  1.82334977501986e-21  
1863.75  1.82184346859156e-21  
1863.75  1.93801521402054e-21  
1864.52  1.93641484118528e-21  
1864.52  1.90739373050092e-21  
1866.07  1.90422639762397e-21  
1866.07  1.9621636214705e-21  
1866.84  1.96054532059698e-21  
1866.84  2.01844336862353e-21  
1867.61  2.01677933705194e-21  
1867.61  2.30600511458303e-21  
1869.15  2.30220682666291e-21  
1869.15  2.53320976968566e-21  
1869.92  2.53112393722521e-21  
1869.92  2.58883141118983e-21  
1870.69  2.5867006573695e-21  
1870.69  2.41372929766305e-21  
1872.24  2.40973436994457e-21  
1872.24  2.1219373190207e-21  
1873.01  2.12019300811284e-21  
1873.01  2.06267578300539e-21  
1873.78  2.0609808839054e-21  
1873.78  1.85985310143537e-21  
1874.55  1.85832548919527e-21  
1874.55  1.97316247099859e-21  
1876.09  1.96992443545681e-21  
1876.09  1.88394016888899e-21  
1876.86  1.88239467656486e-21  
1876.86  1.93966765727751e-21  
1877.63  1.93807710125607e-21  
1877.63  1.82361655975992e-21  
1879.18  1.82060946098696e-21  
1879.18  2.02059148059282e-21  
1879.95  2.0189366101843e-21  
1879.95  2.27583121621182e-21  
1880.72  2.27396806666616e-21  
1880.72  2.44509941131003e-21  
1881.49  2.44309850639565e-21  
1881.49  2.47158999463476e-21  
1883.03  2.46754896272555e-21  
1883.03  2.35375242186582e-21  
1883.8  2.35182863063605e-21  
1883.8  1.98226256467984e-21  
1884.58  1.98062204548406e-21  
