# K filter curve @ T=90K 
#
# Filter transmission only (no sky extinction or telecope optics)
#
# Wavelength (Ang)       Transmission
11093.04 -0.0008395785
11112.92 0.0005359757
11132.8  -0.0001445654
11152.68 1.53414e-05
11172.56 -0.0006491985
11192.44 -0.0003399353
11212.32 -0.0005399177
11232.2  -0.0009193334
11252.08 0.0016629107
11271.96 -0.0011148329
11291.84 -0.0006307282
11311.72 -0.0002868836
11331.6  -0.0010235972
11351.48 -0.0001970172
11371.36 -0.0012773519
11391.24 0.0009175805
11411.12 -0.0001015569
11431.0  -0.0004568622
11450.88 -0.0007294139
11470.76 0.0008383292
11490.64 -0.0006372668
11510.52 -0.000987382
11530.4  -0.0005173511
11550.28 0.0003808816
11570.16 -0.0005616788
11590.04 3.81126e-05
11609.92 -0.0008724847
11629.8  -0.0003805182
11649.68 -0.0006821397
11669.56 -0.0003452882
11689.44 -0.0005509166
11709.32 -0.0006002173
11729.2  -9.22373e-05
11749.08 2.36e-06
11768.96 -0.0004660362
11788.84 -0.0002642022
11808.72 -0.0003451192
11828.6  -0.0009890885
11848.48 -0.0002319398
11868.36 -0.0003869943
11888.24 -4.41996e-05
11908.12 -0.0003467521
11928.0  -0.0003896604
11947.88 -0.0003087095
11967.76 -0.0002371649
11987.64 -0.0003519629
12007.52 -0.0004484414
12027.4  -3.34e-06
12047.28 -4.20249e-05
12067.16 3.47873e-05
12087.04 -0.0002358227
12106.92 -0.0002748618
12126.8  -0.0002753983
12146.68 -5.72e-06
12166.56 -0.0003928839
12186.44 -0.0001198287
12206.32 -0.000118685
12226.2  -0.0005384459
12246.08 -0.0008483147
12265.96 -0.0001762506
12285.84 0.000647167
12305.72 -0.0003509137
12325.6  -0.0003904913
12345.48 -1.88636e-05
12365.36 -2.93586e-05
12385.24 -0.0008137319
12405.12 -0.0003859818
12425.0  -4.36248e-05
12444.88 -0.0006176141
12464.76 -0.0003929924
12484.64 -5.99774e-05
12504.52 -0.0005646608
12524.4  -0.0009624935
12544.28 -7.4e-06
12564.16 -8.68617e-05
12584.04 -0.0006964677
12603.92 -4.5152e-05
12623.8  -0.0003171898
12643.68 -0.0005583122
12663.56 -0.0006004682
12683.44 -0.000371758
12703.32 -8.07272e-05
12723.2  -0.0006541378
12743.08 -0.000617449
12762.96 -0.0003551753
12782.84 -0.000374008
12802.72 -0.0007375079
12822.6  -0.0005792514
12842.48 0.0004022618
12862.36 -0.0004528529
12882.24 -1.63414e-05
12902.12 -0.0002558158
12922.0  -0.000297854
12941.88 -0.0007189018
12961.76 -0.0005049933
12981.64 -0.0002908972
13001.52 -0.0003213409
13021.4  -0.0004705433
13041.28 -0.0001716301
13061.16 -0.0003080859
13081.04 -0.0006225109
13100.92 -0.0001706525
13120.8  -0.0005473923
13140.68 9.6636e-05
13160.56 -0.0003992937
13180.44 -0.000178702
13200.32 -0.0005285883
13220.2  -0.0005065551
13240.08 -0.0004672239
13259.96 -0.0008495609
13279.84 -1.78579e-05
13299.72 -0.0002265888
13319.6  -0.0009337269
13339.48 0.0001311885
13359.36 -0.0012352902
13379.24 5.29458e-05
13399.12 -0.0006121727
13419.0  -0.0008399236
13438.88 0.0005736773
13458.76 -0.0008722006
13478.64 -0.0001204553
13498.52 -0.0002788091
13518.4  -0.0005385465
13538.28 -0.0002966103
13558.16 0.0002252064
13578.04 -0.0009630299
13597.92 -0.0006830214
13617.8  -0.0002174835
13637.68 -0.0006952592
13657.56 -0.0004649583
13677.44 -0.0004796654
13697.32 -0.000322828
13717.2  -0.0003468863
13737.08 0.0002192021
13756.96 -0.0005494478
13776.84 0.0001929015
13796.72 -0.0010488303
13816.6  -0.0001146058
13836.48 -0.0004572685
13856.36 -0.0007905819
13876.24 -0.0001504859
13896.12 -0.0005469119
13916.0  -0.0001454015
13935.88 -0.000457498
13955.76 5.20941e-05
13975.64 -2.5016e-05
13995.52 -4.22902e-05
14015.4  -0.0005189927
14035.28 -0.0004542773
14055.16 -0.0001764442
14075.04 -0.0007427321
14094.92 -0.0006073222
14114.8  -0.0002290483
14134.68 -0.0004842817
14154.56 -0.0007165338
14174.44 0.0001311006
14194.32 -0.0003936796
14214.2  -0.0002001035
14234.08 -0.0005659134
14253.96 -0.0004988498
14273.84 -0.0011341359
14293.72 0.0007220978
14313.6  -0.0005249044
14333.48 2.7199e-05
14353.36 -0.0002059932
14373.24 -0.0003109566
14393.12 -0.0004396909
14413.0  -0.0003805325
14432.88 -0.0004360266
14452.76 -0.0004175987
14472.64 -0.0002140437
14492.52 -5.26258e-05
14512.4  -0.001111849
14532.28 -0.0002850377
14552.16 -0.0005650871
14572.04 -0.0006792956
14591.92 -0.0007408255
14611.8  -0.0006119282
14631.68 -0.0002135371
14651.56 0.0002171734
14671.44 -0.0006648302
14691.32 -0.0008167448
14711.2  -0.0005304214
14731.08 -0.0002313215
14750.96 -0.000592005
14770.84 -0.0006129034
14790.72 -0.0006553728
14810.6  -0.0006485479
14830.48 0.0002548478
14850.36 -0.0001798582
14870.24 -0.0004346134
14890.12 -0.0002922934
14910.0  -0.0002521609
14929.88 0.0002546014
14949.76 -0.0005531922
14969.64 -0.0008101621
14989.52 -0.0007510935
15009.4  -0.0003967984
15029.28 7.57237e-05
15049.16 -0.0001594834
15069.04 -0.0002935949
15088.92 -0.0003154065
15108.8  -0.000489141
15128.68 -6.92503e-05
15148.56 -0.0007533822
15168.44 -0.000344788
15188.32 -0.0003298277
15208.2  -0.0002957801
15228.08 -0.000373668
15247.96 -0.0003117381
15267.84 -2.97124e-05
15287.72 -0.0001982112
15307.6  4.85197e-05
15327.48 -0.000289873
15347.36 -0.0006112773
15367.24 -0.0004623518
15387.12 0.0006284055
15407.0  -0.0015919955
15426.88 -0.0002706079
15446.76 -0.0001069997
15466.64 -0.0004638588
15486.52 -0.0002408861
15506.4  -8.77742e-05
15526.28 -0.0001436285
15546.16 0.0001161524
15566.04 -0.0008698638
15585.92 -0.0003697077
15605.8  -0.0002591462
15625.68 -3.4058e-05
15645.56 -0.0002269691
15665.44 -7.99767e-05
15685.32 -0.0001014562
15705.2  -0.0006454941
15725.08 -0.0006321552
15744.96 -0.0002784403
15764.84 -0.0002976535
15784.72 -0.0003318029
15804.6  -0.0004897058
15824.48 -0.0004489238
15844.36 0.0003349381
15864.24 -0.0002848378
15884.12 -0.0002772521
15904.0  -0.0008032778
15923.88 -0.0007668227
15943.76 -5.35481e-05
15963.64 -0.0005750151
15983.52 -0.0001271165
16003.4  -0.0004081135
16023.28 -7.15429e-05
16043.16 -0.0003527871
16063.04 -0.0003773251
16082.92 -0.0004699353
16102.8  -0.0004459729
16122.68 -0.0003863803
16142.56 -1.71297e-05
16162.44 -0.000824551
16182.32 -0.0002807142
16202.2  0.0002425544
16222.08 -0.0002267631
16241.96 -0.0006083027
16261.84 -0.0004455313
16281.72 0.0001283779
16301.6  -0.0005960579
16321.48 -0.0001922086
16341.36 -0.0001119355
16361.24 -0.0006321007
16381.12 -0.000357456
16401.0  -0.0009794746
16420.88 0.0006199014
16440.76 -0.0002097284
16460.64 -0.0004124666
16480.52 0.0006018543
16500.4  -0.0008824843
16520.28 -0.0003520238
16540.16 -0.0003691602
16560.04 -0.0003588653
16579.92 -0.0004685394
16599.8  -0.0002692329
16619.68 -0.0003619298
16639.56 -6.17143e-05
16659.44 -0.0006729049
16679.32 -0.0005423227
16699.2  -0.0001890218
16719.08 -0.0004754063
16738.96 -0.0014446552
16758.84 0.0005539138
16778.72 3.14048e-05
16798.6  -0.0003411559
16818.48 -0.0005286102
16838.36 -0.0002640127
16858.24 -9.83693e-05
16878.12 -1.95813e-05
16898.0  -0.0004120013
16917.88 -0.0006381807
16937.76 -0.0005152008
16957.64 -0.000193206
16977.52 -0.0002196916
16997.4  -0.0001519294
17017.28 -0.0006441386
17037.16 -0.000809063
17057.04 -0.0005108376
17076.92 -0.0004296423
17096.8  -0.0002801982
17116.68 -0.0004524506
17136.56 -0.0002757729
17156.44 -0.000366528
17176.32 -0.000858149
17196.2  -0.0001155486
17216.08 -0.0002899445
17235.96 -0.0005656202
17255.84 -0.0003608093
17275.72 -0.000306384
17295.6  -0.0003450121
17315.48 -0.000392183
17335.36 -0.0001900051
17355.24 -0.000481655
17375.12 -0.000161015
17395.0  -0.0010856308
17414.88 0.0002494982
17434.76 -0.0002913924
17454.64 -0.0009391641
17474.52 0.000514661
17494.4  -0.0005282921
17514.28 -0.0005314431
17534.16 -0.0003769092
17554.04 -0.0002407359
17573.92 -0.0006992782
17593.8  -0.0001785797
17613.68 -4.66093e-05
17633.56 -0.0003631928
17653.44 -0.0007318879
17673.32 -0.0007884965
17693.2  -0.000214729
17713.08 -0.0003936835
17732.96 -0.0001362111
17752.84 -0.000325457
17772.72 -0.0003300523
17792.6  -0.0010392698
17812.48 0.0006885853
17832.36 -0.0013648823
17852.24 0.0001374899
17872.12 -0.000354183
17892.0  -0.0004346567
17911.88 -0.0001600097
17931.76 -0.0004736505
17951.64 -0.0008417452
17971.52 0.0003841893
17991.4  7.53883e-05
18011.28 -0.0004351865
18031.16 7.19148e-05
18051.04 4.27268e-05
18070.92 -0.0001631473
18090.8  -8.93372e-05
18110.68 -0.0001914214
18130.56 -0.0001061503
18150.44 -0.000248995
18170.32 -0.0005059219
18190.2  -0.0002257069
18210.08 -0.000368454
18229.96 -0.0005329343
18249.84 -0.0003456031
18269.72 -0.0003115135
18289.6  0.0002038714
18309.48 -0.0006564763
18329.36 -0.0005194032
18349.24 -0.0003087142
18369.12 -0.0003676452
18389.0  -0.0001083341
18408.88 -0.0001920477
18428.76 -0.0002468867
18448.64 -6.56456e-05
18468.52 -0.000296005
18488.4  -0.000437958
18508.28 -9.2614e-05
18528.16 -0.000453736
18548.04 -4.0251e-05
18567.92 -0.0005099074
18587.8  0.0001572133
18607.68 0.0001937027
18627.56 -0.0004756946
18647.44 -0.0001675996
18667.32 1.06955e-05
18687.2  1.52225e-05
18707.08 -0.0001143111
18726.96 -4.60519e-05
18746.84 -0.00030766
18766.72 -0.0004371129
18786.6  -7.01e-06
18806.48 -0.0003507982
18826.36 0.0009000352
18846.24 0.0002654119
18866.12 9.40809e-05
18886.0  -0.000246655
18905.88 0.0006631515
18925.76 0.0008191666
18945.64 0.0013797576
18965.52 0.0009592571
18985.4  0.0015569467
19005.28 0.0022585686
19025.16 0.0027011396
19045.04 0.0037168853
19064.92 0.0052334275
19084.8  0.0065497503
19104.68 0.0092310436
19124.56 0.010978815
19144.44 0.0149835467
19164.32 0.0190114155
19184.2  0.0238005698
19204.08 0.0291509151
19223.96 0.0349899709
19243.84 0.0409219235
19263.72 0.0471946597
19283.6  0.0536275744
19303.48 0.0597074151
19323.36 0.0665005088
19343.24 0.0739980161
19363.12 0.0818478227
19383.0  0.0912339866
19402.88 0.1008391857
19422.76 0.1136072993
19442.64 0.1287239552
19462.52 0.1480282307
19482.4  0.1698910117
19502.28 0.1971799374
19522.16 0.2317011833
19542.04 0.2784301996
19561.92 0.3351060629
19581.8  0.4053459644
19601.68 0.4972446442
19621.56 0.6138072968
19641.44 0.7629930973
19661.32 0.9561995506
19681.2  1.1991965294
19701.08 1.5144146919
19720.96 1.8889846802
19740.84 2.3343593597
19760.72 2.8378110886
19780.6  3.3587856293
19800.48 3.8742835999
19820.36 4.3625045776
19840.24 4.8082164764
19860.12 5.1526580811
19880.0  5.441809845
19899.88 5.6762050629
19919.76 5.8773517609
19939.64 6.0545085907
19959.52 6.2221263885
19979.4  6.3939292908
19999.28 6.5567115784
20019.16 6.7274703979
20039.04 6.9006446838
20058.92 7.05885849
20078.8  7.2166694641
20098.68 7.3539978027
20118.56 7.4765670776
20138.44 7.5727455139
20158.32 7.6461112976
20178.2  7.701512146
20198.08 7.7269172668
20217.96 7.7447052002
20237.84 7.7490409851
20257.72 7.7380226135
20277.6  7.7277030945
20297.48 7.7137443542
20317.36 7.7081565857
20337.24 7.6984039307
20357.12 7.6982055664
20377.0  7.7072853088
20396.88 7.7211631775
20416.76 7.7412918091
20436.64 7.7702690125
20456.52 7.7996482849
20476.4  7.8340133667
20496.28 7.8667610168
20516.16 7.9020843506
20536.04 7.9392448425
20555.92 7.967364502
20575.8  7.9970489502
20595.68 8.0185897827
20615.56 8.0339904785
20635.44 8.0513923645
20655.32 8.0553749084
20675.2  8.0588302612
20695.08 8.0633483887
20714.96 8.0588500977
20734.84 8.0557563782
20754.72 8.0503768921
20774.6  8.0472747803
20794.48 8.0413291931
20814.36 8.0399795532
20834.24 8.0429458618
20854.12 8.0421875
20874.0  8.0504058838
20893.88 8.0583625793
20913.76 8.0678184509
20933.64 8.0843429565
20953.52 8.0990859985
20973.4  8.1171379089
20993.28 8.1377342224
21013.16 8.1536605835
21033.04 8.1746299744
21052.92 8.192401886
21072.8  8.208682251
21092.68 8.2225669861
21112.56 8.2353652954
21132.44 8.2465270996
21152.32 8.2513839722
21172.2  8.2584114075
21192.08 8.2613937378
21211.96 8.2576690674
21231.84 8.256703186
21251.72 8.2504837036
21271.6  8.2409255981
21291.48 8.2336608887
21311.36 8.2245506287
21331.24 8.2165977478
21351.12 8.2035682678
21371.0  8.194442749
21390.88 8.1833129883
21410.76 8.1757614136
21430.64 8.1683082581
21450.52 8.1621307373
21470.4  8.1578842163
21490.28 8.1561714172
21510.16 8.15570755
21530.04 8.1604537964
21549.92 8.1614761353
21569.8  8.1691947937
21589.68 8.1759819031
21609.56 8.1823043823
21629.44 8.1975158691
21649.32 8.2089408875
21669.2  8.2249176025
21689.08 8.2329734802
21708.96 8.2511016846
21728.84 8.2664009094
21748.72 8.2786949158
21768.6  8.292237854
21788.48 8.3014305115
21808.36 8.3148452759
21828.24 8.3208015442
21848.12 8.3279083252
21868.0  8.3386619568
21887.88 8.3421081543
21907.76 8.3464080811
21927.64 8.3554748535
21947.52 8.3578285217
21967.4  8.3697021484
21987.28 8.369468689
22007.16 8.381477356
22027.04 8.3869659424
22046.92 8.3920288086
22066.8  8.3996910095
22086.68 8.4058944702
22106.56 8.4115020752
22126.44 8.4154853821
22146.32 8.4163764954
22166.2  8.4244522095
22186.08 8.4263626099
22205.96 8.4322311401
22225.84 8.437588501
22245.72 8.4386924744
22265.6  8.4482269287
22285.48 8.4472946167
22305.36 8.4559753418
22325.24 8.4615379333
22345.12 8.465940094
22365.0  8.4713768005
22384.88 8.4791473389
22404.76 8.4818649292
22424.64 8.4855194092
22444.52 8.4898719788
22464.4  8.4937660217
22484.28 8.4961700439
22504.16 8.4963554382
22524.04 8.4999176025
22543.92 8.4978141785
22563.8  8.4962348938
22583.68 8.492199707
22603.56 8.4906852722
22623.44 8.4882156372
22643.32 8.478994751
22663.2  8.4723930359
22683.08 8.4608581543
22702.96 8.4445625305
22722.84 8.4264183044
22742.72 8.4022163391
22762.6  8.3650161743
22782.48 8.3216011047
22802.36 8.2489067078
22822.24 8.1684806824
22842.12 8.0527648926
22862.0  7.9097053528
22881.88 7.7261367798
22901.76 7.5020141602
22921.64 7.2350898743
22941.52 6.9257728577
22961.4  6.551121521
22981.28 6.1385959625
23001.16 5.70899086
23021.04 5.261075592
23040.92 4.7992862701
23060.8  4.3470935822
23080.68 3.8964939117
23100.56 3.4659976959
23120.44 3.0581796646
23140.32 2.6937812805
23160.2  2.3647399902
23180.08 2.063574028
23199.96 1.8052289963
23219.84 1.5775635719
23239.72 1.3826401711
23259.6  1.2127214432
23279.48 1.0589762688
23299.36 0.9282752037
23319.24 0.8127222061
23339.12 0.7114124298
23359.0  0.6271456718
23378.88 0.5496649265
23398.76 0.4832757473
23418.64 0.4291684151
23438.52 0.3812221766
23458.4  0.3378903389
23478.28 0.300850749
23498.16 0.2681573868
23518.04 0.2402582645
23537.92 0.2163452387
23557.8  0.1939674497
23577.68 0.1748070478
23597.56 0.157817626
23617.44 0.1420226812
23637.32 0.1292954683
23657.2  0.1173684239
23677.08 0.1063418031
23696.96 0.0965430021
23716.84 0.0878204048
23736.72 0.0800923645
23756.6  0.0730493546
23776.48 0.067397964
23796.36 0.061126703
23816.24 0.0558459461
23836.12 0.0515979648
23856.0  0.0471436054
23875.88 0.042741406
23895.76 0.0394141853
23915.64 0.0373394519
23935.52 0.0337213337
23955.4  0.0310035765
23975.28 0.0286832303
23995.16 0.0253182113
24015.04 0.0238229781
24034.92 0.0222090498
24054.8  0.0204329163
24074.68 0.018234244
24094.56 0.0173011243
24114.44 0.0159524411
24134.32 0.0140618801
24154.2  0.0128041357
24174.08 0.0136504129
24193.96 0.0114089981
24213.84 0.0109097935
24233.72 0.0095149174
24253.6  0.0086950853
24273.48 0.0082164511
24293.36 0.0074866109
24313.24 0.0068448804
24333.12 0.0063466363
24353.0  0.006019523
24372.88 0.0054306079
24392.76 0.0052897237
24412.64 0.0047222532
24432.52 0.003980393
24452.4  0.0032804646
24472.28 0.0037447859
24492.16 0.0032399151
24512.04 0.0029561648
24531.92 0.0028366832
24551.8  0.0026848504
24571.68 0.0029645145
24591.56 0.0018841112
24611.44 0.0016313737
24631.32 0.0010697888
24651.2  0.0030160766
24671.08 0.0024290659
24690.96 0.0013840666
24710.84 0.0012434248
24730.72 0.0012442374
24750.6  0.0008754848
24770.48 0.0008688907
24790.36 0.0013756943
24810.24 0.0011640197
24830.12 0.0007220156
24850.0  0.0005169122
24869.88 0.0010203329
24889.76 0.0003697358
24909.64 0.0009660774
24929.52 0.0010928935
24949.4  -0.0001858562
24969.28 0.000542962
24989.16 0.0001943722
25009.04 0.0001361787
25028.92 0.0006362989
25048.8  0.0004894074
25068.68 0.0002836467
25088.56 0.0004083562
25108.44 0.0004005792
25128.32 -0.0003112683
25148.2  0.0003495848
25168.08 0.0005318317
25187.96 0.0002032471
25207.84 0.000275846
25227.72 -5.33145e-05
25247.6  -7.90089e-05
25267.48 2.20584e-05
25287.36 0.0002918082
25307.24 -7.35576e-05
25327.12 0.0005134155
25347.0  -0.0001956169
25366.88 0.0002853678
25386.76 -0.0001720066
25406.64 -0.0001510115
25426.52 -3.44353e-05
25446.4  -0.0004297487
25466.28 2.10175e-05
25486.16 -0.000360225
25506.04 -0.0003781574
25525.92 -0.0003886721
25545.8  6.12462e-05
25565.68 -0.000495346
25585.56 -0.0003510534
25605.44 0.0003618383
25625.32 -0.0004120778
25645.2  -7.41347e-05
25665.08 -0.0002981329
25684.96 -0.0002082503
25704.84 0.0003072015
25724.72 -0.0001383567
25744.6  -0.0002671971
25764.48 -0.0002382637
25784.36 -0.0002564559
25804.24 0.0002572176
25824.12 -0.0008029384
25844.0  -7.01611e-05
25863.88 -9.55775e-05
25883.76 0.0002521888
25903.64 -0.0005802983
25923.52 -0.0004398557
25943.4  -0.0008413793
25963.28 0.0006069951
25983.16 -0.0001501003
26003.04 -0.0006073066
26022.92 -0.0005214763
26042.8  -0.0003335184
26062.68 -0.0005496282
26082.56 -0.0003782624
26102.44 -0.0004472254
26122.32 0.0002760089
26142.2  0.0002175606
26162.08 -0.0010011726
26181.96 -0.0002496914
26201.84 -0.000146545
26221.72 -0.0003094123
26241.6  -0.0002039485
26261.48 -0.0006481796
26281.36 0.0003019189
26301.24 -0.0001591812
26321.12 -0.0005230745
26341.0  -0.0004563307
26360.88 -0.0003486391
26380.76 8.61836e-05
26400.64 -0.0002308318
26420.52 -0.0001294204
26440.4  -0.0002726741
26460.28 -0.0002622674
26480.16 6.17211e-05
26500.04 -0.0007297798
26519.92 -0.0002549525
26539.8  -0.0005984362
26559.68 -0.0001336213
26579.56 -0.0006565399
26599.44 -0.0001830731
26619.32 -0.0006338181
