# Thu Nov 15 11:34:36 2012
# HST/COS EUV+FUV AGN composite spectrum.
# Figure 5 from Shull, Stevans, and Danforth 2012.
 
# wave         flux        spline
# [Angstroms]  [Relative]  [Relative]
758.950      1.0728      1.2978
759.050      1.0862      1.2994
759.150      1.0747      1.3010
759.250      1.1333      1.3025
759.350      1.0632      1.3041
759.450      1.1357      1.3056
759.550      1.0345      1.3072
759.650      1.0581      1.3087
759.750      1.1450      1.3103
759.850      1.1815      1.3118
759.950      1.1372      1.3133
760.050      1.1575      1.3148
760.150      1.2578      1.3163
760.250      1.2652      1.3177
760.350      1.1952      1.3192
760.450      1.1658      1.3206
760.550      1.2119      1.3220
760.650      1.2770      1.3234
760.750      1.3113      1.3248
760.850      1.2707      1.3261
760.950      1.2836      1.3274
761.050      1.2627      1.3287
761.150      1.2304      1.3300
761.250      1.2683      1.3312
761.350      1.2808      1.3324
761.450      1.2426      1.3336
761.550      1.2318      1.3347
761.650      1.2887      1.3359
761.750      1.3451      1.3370
761.850      1.3226      1.3380
761.950      1.2752      1.3390
762.050      1.2572      1.3400
762.150      1.2891      1.3410
762.250      1.2701      1.3419
762.350      1.2220      1.3428
762.450      1.2520      1.3437
762.550      1.1832      1.3446
762.650      1.1996      1.3454
762.750      1.2316      1.3462
762.850      1.2761      1.3470
762.950      1.3071      1.3478
763.050      1.3084      1.3485
763.150      1.2396      1.3492
763.250      1.2142      1.3501
763.350      1.2879      1.3512
763.450      1.2888      1.3520
763.550      1.2884      1.3528
763.650      1.2339      1.3535
763.750      1.2252      1.3542
763.850      1.2204      1.3549
763.950      1.2723      1.3556
764.050      1.2214      1.3563
764.150      1.1530      1.3569
764.250      1.1013      1.3575
764.350      1.0561      1.3581
764.450      1.0283      1.3586
764.550      1.1317      1.3592
764.650      1.2292      1.3597
764.750      1.2528      1.3603
764.850      1.1672      1.3608
764.950      1.1037      1.3613
765.050      1.2297      1.3618
765.150      1.1250      1.3622
765.250      1.0499      1.3627
765.350      1.0230      1.3632
765.450      1.0890      1.3636
765.550      1.1257      1.3641
765.650      1.1370      1.3645
765.750      1.2698      1.3650
765.850      1.3352      1.3654
765.950      1.3229      1.3659
766.050      1.3583      1.3663
766.150      1.3309      1.3668
766.250      1.3438      1.3672
766.350      1.3458      1.3677
766.450      1.3579      1.3682
766.550      1.3236      1.3686
766.650      1.3205      1.3691
766.750      1.2482      1.3696
766.850      1.2241      1.3701
766.950      1.1940      1.3706
767.050      1.2081      1.3712
767.150      1.2480      1.3717
767.250      1.3178      1.3722
767.350      1.1981      1.3728
767.450      1.1462      1.3946
767.550      1.1245      1.3949
767.650      1.1546      1.3952
767.750      1.1077      1.3956
767.850      1.1619      1.3960
767.950      1.1860      1.3961
768.050      1.2782      1.3960
768.150      1.3390      1.3958
768.250      1.3037      1.3946
768.350      1.2869      1.3893
768.450      1.2708      1.3865
768.550      1.3677      1.3842
768.650      1.2652      1.3824
768.750      1.2721      1.3809
768.850      1.3395      1.3799
768.950      1.2756      1.3792
769.050      1.3611      1.3788
769.150      1.3567      1.3787
769.250      1.3425      1.3787
769.350      1.3475      1.3788
769.450      1.3287      1.3791
769.550      1.2892      1.3794
769.650      1.2123      1.3797
769.750      1.1909      1.3801
769.850      1.2068      1.3804
769.950      1.2176      1.3808
770.050      1.2557      1.3812
770.150      1.3203      1.3816
770.250      1.3487      1.3830
770.350      1.3136      1.3833
770.450      1.2990      1.3835
770.550      1.3103      1.3838
770.650      1.2221      1.3840
770.750      1.1148      1.3843
770.850      1.0743      1.3846
770.950      1.0277      1.3849
771.050      1.1738      1.3852
771.150      1.2858      1.3855
771.250      1.3303      1.3858
771.350      1.3653      1.3861
771.450      1.3624      1.3864
771.550      1.3463      1.3867
771.650      1.3134      1.3871
771.750      1.3189      1.3874
771.850      1.3293      1.3877
771.950      1.2926      1.3881
772.050      1.2978      1.3884
772.150      1.2880      1.3888
772.250      1.2719      1.3891
772.350      1.2418      1.3895
772.450      1.1471      1.3899
772.550      1.1298      1.3903
772.650      1.1285      1.3906
772.750      1.1704      1.3910
772.850      1.1383      1.3915
772.950      1.2776      1.3919
773.050      1.3117      1.3923
773.150      1.3045      1.3927
773.250      1.2624      1.3932
773.350      1.3057      1.3936
773.450      1.2566      1.3941
773.550      1.3116      1.3945
773.650      1.3464      1.3950
773.750      1.3409      1.3955
773.850      1.3329      1.3959
773.950      1.3661      1.3964
774.050      1.3738      1.3969
774.150      1.4000      1.3974
774.250      1.3783      1.3979
774.350      1.3230      1.3984
774.450      1.2530      1.3989
774.550      1.2239      1.3994
774.650      1.1903      1.3999
774.750      1.1795      1.4004
774.850      1.1914      1.4009
774.950      1.2688      1.4014
775.050      1.3193      1.4019
775.150      1.3785      1.4024
775.250      1.3526      1.4029
775.350      1.3301      1.4034
775.450      1.3763      1.4039
775.550      1.3395      1.4044
775.650      1.3916      1.4048
775.750      1.3814      1.4053
775.850      1.3724      1.4058
775.950      1.3884      1.4063
776.050      1.4162      1.4067
776.150      1.3921      1.4072
776.250      1.3598      1.4076
776.350      1.3572      1.4081
776.450      1.3429      1.4085
776.550      1.2631      1.4089
776.650      1.1818      1.4093
776.750      1.2951      1.4099
776.850      1.1777      1.4105
776.950      1.3048      1.4111
777.050      1.3451      1.4117
777.150      1.3647      1.4124
777.250      1.4071      1.4130
777.350      1.3784      1.4136
777.450      1.3941      1.4143
777.550      1.4232      1.4149
777.650      1.4091      1.4155
777.750      1.3808      1.4162
777.850      1.4001      1.4168
777.950      1.4159      1.4174
778.050      1.4216      1.4181
778.150      1.4160      1.4187
778.250      1.3907      1.4193
778.350      1.4355      1.4199
778.450      1.4189      1.4205
778.550      1.3865      1.4211
778.650      1.3538      1.4217
778.750      1.4261      1.4223
778.850      1.3452      1.4229
778.950      1.3423      1.4235
779.050      1.3899      1.4241
779.150      1.3738      1.4246
779.250      1.2965      1.4252
779.350      1.2546      1.4257
779.450      1.2575      1.4263
779.550      1.3248      1.4268
779.650      1.3334      1.4273
779.750      1.2792      1.4279
779.850      1.2772      1.4284
779.950      1.2931      1.4288
780.050      1.3757      1.4293
780.150      1.3889      1.4298
780.250      1.3681      1.4302
780.350      1.4207      1.4307
780.450      1.4066      1.4311
780.550      1.3941      1.4315
780.650      1.3815      1.4319
780.750      1.3965      1.4323
780.850      1.3643      1.4327
780.950      1.4229      1.4331
781.050      1.3857      1.4334
781.150      1.2938      1.4337
781.250      1.4199      1.4340
781.350      1.3386      1.4343
781.450      1.3442      1.4328
781.550      1.3037      1.4556
781.650      1.3525      1.4555
781.750      1.3818      1.4554
781.850      1.4076      1.4553
781.950      1.4373      1.4551
782.050      1.4072      1.4549
782.150      1.4058      1.4547
782.250      1.4211      1.4545
782.350      1.3164      1.4542
782.450      1.3101      1.4539
782.550      1.3601      1.4536
782.650      1.3364      1.4533
782.750      1.2798      1.4529
782.850      1.2342      1.4525
782.950      1.2058      1.4521
783.050      1.1411      1.4516
783.150      1.1597      1.4511
783.250      1.1910      1.4506
783.350      1.2257      1.4500
783.450      1.3610      1.4495
783.550      1.2487      1.4488
783.650      1.2546      1.4482
783.750      1.2552      1.4475
783.850      1.3132      1.4467
783.950      1.3433      1.4460
784.050      1.3928      1.4451
784.150      1.3340      1.4443
784.250      1.3898      1.4434
784.350      1.4466      1.4424
784.450      1.4257      1.4415
784.550      1.4151      1.4404
784.650      1.4027      1.4394
784.750      1.3834      1.4382
784.850      1.3356      1.4371
784.950      1.3345      1.4358
785.050      1.3818      1.4346
785.150      1.4719      1.4332
785.250      1.3932      1.4319
785.350      1.4276      1.4304
785.450      1.3385      1.4289
785.550      1.3868      1.4274
785.650      1.3591      1.4258
785.750      1.3056      1.4241
785.850      1.2901      1.4224
785.950      1.2447      1.4206
786.050      1.3142      1.4188
786.150      1.3223      1.4169
786.250      1.2223      1.4150
786.350      1.2700      1.4130
786.450      1.1825      1.4110
786.550      1.2477      1.4089
786.650      1.3240      1.4068
786.750      1.1436      1.3620
786.850      1.2854      1.4110
786.950      1.3214      1.4086
787.050      1.3813      1.4062
787.150      1.3861      1.4037
787.250      1.3094      1.4012
787.350      1.3968      1.3987
787.450      1.4313      1.3961
787.550      1.3812      1.3935
787.650      1.3972      1.3908
787.750      1.3379      1.3881
787.850      1.2805      1.3852
787.950      1.3352      1.3820
788.050      1.3274      1.3799
788.150      1.3449      1.3776
788.250      1.3352      1.3752
788.350      1.3815      1.3727
788.450      1.3520      1.3701
788.550      1.2801      1.3674
788.650      1.2282      1.3646
788.750      1.2364      1.3617
788.850      1.1415      1.3587
788.950      1.0531      1.3557
789.050      1.0426      1.3527
789.150      1.0979      1.3496
789.250      1.1956      1.3465
789.350      1.2718      1.3433
789.450      1.2502      1.3402
789.550      1.1843      1.3370
789.650      1.1466      1.3338
789.750      1.1172      1.3307
789.850      1.2399      1.3275
789.950      1.2670      1.3243
790.050      1.2964      1.3212
790.150      1.2696      1.3181
790.250      1.2411      1.3150
790.350      1.2231      1.3119
790.450      1.2085      1.3089
790.550      1.2521      1.3059
790.650      1.1472      1.3030
790.750      1.1561      1.3001
790.850      1.1191      1.2972
790.950      1.1978      1.2944
791.050      1.2266      1.2852
791.150      1.2422      1.2775
791.250      1.1636      1.2748
791.350      1.1533      1.2722
791.450      1.1628      1.2696
791.550      1.1758      1.2671
791.650      1.1296      1.2646
791.750      1.1776      1.2622
791.850      1.2210      1.2598
791.950      1.1907      1.2574
792.050      1.2242      1.2552
792.150      1.1826      1.2529
792.250      1.1587      1.2508
792.350      1.1580      1.2486
792.450      1.1831      1.2466
792.550      1.1925      1.2445
792.650      1.2236      1.2426
792.750      1.2546      1.2406
792.850      1.2351      1.2388
792.950      1.1763      1.2369
793.050      1.2161      1.2351
793.150      1.2040      1.2334
793.250      1.2162      1.2317
793.350      1.2146      1.2301
793.450      1.1834      1.2285
793.550      1.1817      1.2269
793.650      1.1863      1.2254
793.750      1.1748      1.2239
793.850      1.1852      1.2225
793.950      1.1411      1.2126
794.050      1.1657      1.2298
794.150      1.1672      1.2284
794.250      1.1688      1.2270
794.350      1.1879      1.2257
794.450      1.1768      1.2244
794.550      1.1845      1.2232
794.650      1.1334      1.1668
794.750      1.1499      1.2200
794.850      0.9944      1.2189
794.950      1.0297      1.2178
795.050      1.0916      1.2168
795.150      1.2041      1.2158
795.250      1.1803      1.2147
795.350      1.1315      1.2138
795.450      1.0887      1.2128
795.550      1.0434      1.2119
795.650      1.0132      1.2110
795.750      1.0713      1.2101
795.850      1.1202      1.2092
795.950      1.1577      1.2083
796.050      1.2002      1.2075
796.150      1.1982      1.2066
796.250      1.1998      1.2058
796.350      1.1626      1.2050
796.450      1.1662      1.2042
796.550      1.2116      1.2034
796.650      1.2210      1.2089
796.750      1.2187      1.2082
796.850      1.2169      1.2075
796.950      1.2114      1.2068
797.050      1.1979      1.2061
797.150      1.1008      1.2055
797.250      1.0396      1.2049
797.350      1.0735      1.2042
797.450      1.0994      1.2036
797.550      1.1611      1.2030
797.650      1.1941      1.2024
797.750      1.1616      1.2018
797.850      1.1168      1.2012
797.950      1.1353      1.2006
798.050      1.2012      1.2000
798.150      1.1950      1.1995
798.250      1.2149      1.1989
798.350      1.1658      1.1984
798.450      1.1742      1.1979
798.550      1.1555      1.1974
798.650      1.0962      1.1969
798.750      1.0473      1.1964
798.850      1.0077      1.1959
798.950      0.9889      1.1954
799.050      1.0062      1.1946
799.150      0.9478      1.1921
799.250      1.0471      1.1917
799.350      1.1254      1.1913
799.450      1.1263      1.1909
799.550      1.1654      1.1905
799.650      1.1427      1.1901
799.750      1.1891      1.1898
799.850      1.1455      1.1895
799.950      1.1329      1.1892
800.050      1.1091      1.1890
800.150      1.0611      1.1888
800.250      1.0724      1.1886
800.350      1.0787      1.1884
800.450      1.0303      1.1882
800.550      1.0539      1.1881
800.650      1.0469      1.1880
800.750      1.0929      1.1879
800.850      1.1392      1.1879
800.950      1.1824      1.1878
801.050      1.1792      1.1878
801.150      1.1776      1.1878
801.250      1.1554      1.1879
801.350      1.1838      1.1879
801.450      1.1596      1.1876
801.550      1.1683      1.1855
801.650      1.1036      1.1853
801.750      1.1443      1.1851
801.850      1.0251      1.1850
801.950      1.0113      1.1206
802.050      1.0949      1.1756
802.150      1.0970      1.1754
802.250      1.0037      1.1752
802.350      0.9737      1.1750
802.450      1.0304      1.1748
802.550      1.0225      1.1746
802.650      1.1219      1.1745
802.750      1.1663      1.1743
802.850      1.1580      1.1741
802.950      1.1301      1.1740
803.050      1.1627      1.1738
803.150      1.1675      1.1737
803.250      1.1066      1.1735
803.350      0.9739      1.1734
803.450      1.0960      1.1733
803.550      1.1454      1.1732
803.650      1.0571      1.1731
803.750      1.0137      1.1730
803.850      1.0775      1.1729
803.950      1.0704      1.1728
804.050      1.1134      1.1727
804.150      1.1239      1.1726
804.250      1.1548      1.1726
804.350      1.1278      1.1725
804.450      1.1348      1.1725
804.550      1.0949      1.1725
804.650      1.1060      1.1724
804.750      1.1175      1.1724
804.850      1.0252      1.1628
804.950      0.9521      1.1765
805.050      0.9354      1.1765
805.150      0.9645      1.1766
805.250      0.9295      1.1766
805.350      0.8056      1.1767
805.450      0.7558      1.1767
805.550      0.8289      1.1768
805.650      0.8298      1.1768
805.750      0.9935      1.1768
805.850      1.0606      1.1768
805.950      1.0780      1.1769
806.050      1.1060      1.1769
806.150      1.1168      1.1769
806.250      1.0734      1.1769
806.350      1.1448      1.1769
806.450      1.1627      1.1769
806.550      1.1515      1.1769
806.650      1.1364      1.1769
806.750      1.1769      1.1769
806.850      1.0571      1.1768
806.950      1.0787      1.1768
807.050      1.1338      1.1767
807.150      1.0460      1.1767
807.250      0.9404      1.1766
807.350      0.9900      1.1766
807.450      1.0149      1.1765
807.550      1.0909      1.1764
807.650      1.1285      1.1763
807.750      1.1451      1.1762
807.850      1.1295      1.1761
807.950      1.1518      1.1760
808.050      1.1695      1.1758
808.150      1.1805      1.1757
808.250      1.1059      1.1755
808.350      1.1071      1.1754
808.450      1.0911      1.1776
808.550      1.0854      1.1769
808.650      1.1443      1.1761
808.750      1.1620      1.1754
808.850      1.1493      1.1748
808.950      1.1530      1.1743
809.050      1.1230      1.1739
809.150      1.2165      1.1735
809.250      1.0953      1.1732
809.350      1.1223      1.1730
809.450      1.0424      1.1727
809.550      1.0156      1.1725
809.650      1.0405      1.1724
809.750      1.0752      1.1723
809.850      1.0730      1.1722
809.950      1.0967      1.1583
810.050      1.0677      1.1629
810.150      1.0894      1.1626
810.250      1.0436      1.1623
810.350      1.0286      1.1620
810.450      0.9851      1.1618
810.550      0.9747      1.1615
810.650      1.0935      1.1613
810.750      1.0149      1.1610
810.850      1.1735      1.1608
810.950      1.1601      1.1372
811.050      1.1523      1.1785
811.150      1.0831      1.1260
811.250      1.0563      1.1783
811.350      1.0587      1.1355
811.450      1.0855      1.1158
811.550      1.0628      1.1599
811.650      1.0892      1.1782
811.750      0.9919      1.1496
811.850      1.0232      1.1784
811.950      1.0790      1.1785
812.050      1.1469      1.1786
812.150      1.1548      1.1788
812.250      1.1740      1.1790
812.350      1.1832      1.1793
812.450      1.1691      1.1796
812.550      1.1082      1.1041
812.650      1.0500      1.0940
812.750      1.0730      1.1608
812.850      0.9744      1.1612
812.950      1.0294      1.1102
813.050      1.0907      1.0978
813.150      1.1067      1.0980
813.250      1.0875      1.0982
813.350      1.0070      1.0985
813.450      1.0030      1.0987
813.550      1.0388      1.0990
813.650      1.0840      1.0993
813.750      1.0706      1.1002
813.850      1.0644      1.1017
813.950      0.9405      1.1022
814.050      0.9795      1.1029
814.150      0.9988      1.1036
814.250      1.0591      1.1045
814.350      1.0847      1.1055
814.450      1.1226      1.1066
814.550      1.0361      1.0670
814.650      1.0683      1.1058
814.750      1.0207      1.1072
814.850      1.0202      1.1087
814.950      1.0438      1.1103
815.050      1.1117      1.1119
815.150      1.0702      1.1136
815.250      1.0767      1.1154
815.350      1.1132      1.1171
815.450      1.0739      1.1190
815.550      1.0878      1.1208
815.650      1.1016      1.1227
815.750      1.0685      1.1245
815.850      1.0281      1.1264
815.950      1.0640      1.1283
816.050      0.9952      1.1301
816.150      0.9956      1.1319
816.250      1.0044      1.1337
816.350      1.0489      1.1355
816.450      1.0633      1.1372
816.550      1.1069      1.1389
816.650      1.0959      1.1406
816.750      1.0478      1.1422
816.850      1.0289      1.1437
816.950      1.0491      1.1452
817.050      1.0528      1.1466
817.150      1.1346      1.1479
817.250      1.1280      1.1492
817.350      1.0964      1.1504
817.450      1.0785      1.1516
817.550      1.0694      1.1526
817.650      1.0859      1.1537
817.750      1.0389      1.1546
817.850      1.0058      1.1555
817.950      1.0218      1.1564
818.050      1.0087      1.1571
818.150      1.0007      1.1579
818.250      0.9002      1.1586
818.350      0.9002      1.1592
818.450      1.0147      1.1598
818.550      1.0503      1.1603
818.650      1.1014      1.1608
818.750      1.1392      1.1612
818.850      1.1696      1.1616
818.950      1.0766      1.1620
819.050      1.0139      1.1623
819.150      1.0238      1.1627
819.250      1.0213      1.1630
819.350      0.9774      1.1633
819.450      0.9710      1.1635
819.550      1.0489      1.1638
819.650      1.0713      1.1641
819.750      1.0682      1.1645
819.850      1.0852      1.1648
819.950      1.0834      1.1652
820.050      1.1459      1.1656
820.150      1.1276      1.1660
820.250      1.0777      1.1665
820.350      1.0433      1.1671
820.450      1.0779      1.1677
820.550      1.1145      1.1683
820.650      1.1682      1.1690
820.750      1.1042      1.1698
820.850      1.0469      1.1707
820.950      1.0313      1.1716
821.050      1.0251      1.1726
821.150      1.1120      1.1737
821.250      1.1269      1.1748
821.350      1.1618      1.1761
821.450      1.1104      1.1754
821.550      1.0309      1.1754
821.650      0.9719      1.1765
821.750      1.0610      1.1775
821.850      1.1141      1.1786
821.950      1.0651      1.1796
822.050      1.0626      1.1806
822.150      1.0451      1.1816
822.250      1.0411      1.1826
822.350      0.9814      1.1836
822.450      0.9816      1.1845
822.550      1.0404      1.1854
822.650      1.0149      1.1863
822.750      1.0238      1.1872
822.850      1.0498      1.1881
822.950      1.0365      1.1890
823.050      1.0678      1.1856
823.150      1.0613      1.1863
823.250      1.1359      1.1869
823.350      1.1340      1.1874
823.450      1.1871      1.1879
823.550      1.1616      1.1883
823.650      1.1179      1.1886
823.750      1.0371      1.1888
823.850      1.1093      1.1911
823.950      1.1190      1.1936
824.050      1.1081      1.1943
824.150      1.0890      1.1949
824.250      1.1248      1.1955
824.350      1.1123      1.1961
824.450      1.1277      1.1967
824.550      1.1135      1.1974
824.650      1.1228      1.1980
824.750      1.1683      1.1986
824.850      1.0981      1.1993
824.950      1.0565      1.1999
825.050      1.0415      1.2006
825.150      1.0758      1.2012
825.250      1.1228      1.2019
825.350      1.0844      1.2026
825.450      1.0341      1.2033
825.550      1.1004      1.2040
825.650      1.0334      1.2047
825.750      1.0672      1.2054
825.850      1.0709      1.2061
825.950      0.9947      1.2068
826.050      0.9262      1.2076
826.150      1.0031      1.2083
826.250      1.1397      1.2090
826.350      1.1621      1.2098
826.450      1.1950      1.2016
826.550      1.1923      1.1992
826.650      1.1357      1.1999
826.750      1.1354      1.2006
826.850      1.2484      1.2014
826.950      1.2185      1.2021
827.050      1.1736      1.2028
827.150      1.0822      1.2036
827.250      1.1159      1.2043
827.350      1.0908      1.2050
827.450      1.0464      1.2057
827.550      1.0556      1.2065
827.650      1.0795      1.2072
827.750      1.0719      1.2079
827.850      1.1184      1.2085
827.950      1.1897      1.2092
828.050      1.1842      1.2099
828.150      1.1856      1.2105
828.250      1.1600      1.2111
828.350      1.1489      1.2117
828.450      1.1105      1.2123
828.550      1.1901      1.2129
828.650      1.1354      1.2134
828.750      1.0495      1.2139
828.850      0.9521      1.2144
828.950      0.9589      1.2148
829.050      0.9993      1.2152
829.150      1.0579      1.2156
829.250      1.1480      1.2159
829.350      1.1941      1.2162
829.450      1.1165      1.2165
829.550      1.1597      1.2167
829.650      1.0512      1.2169
829.750      1.0193      1.2171
829.850      1.1215      1.2172
829.950      1.1757      1.2172
830.050      1.2245      1.2172
830.150      1.2572      1.2172
830.250      1.2354      1.2171
830.350      1.2490      1.2170
830.450      1.2062      1.2168
830.550      1.2032      1.2166
830.650      1.1655      1.2164
830.750      1.2627      1.2161
830.850      1.0693      1.2157
830.950      1.0662      1.2153
831.050      1.1559      1.2149
831.150      1.1622      1.2157
831.250      1.1443      1.2165
831.350      1.0431      1.2159
831.450      1.1160      1.2153
831.550      1.1568      1.2146
831.650      1.1509      1.2140
831.750      1.0582      1.2133
831.850      1.0682      1.2126
831.950      1.1039      1.2119
832.050      1.0921      1.2112
832.150      1.1694      1.2105
832.250      1.1834      1.2097
832.350      1.0752      1.1952
832.450      1.0736      1.1815
832.550      1.1271      1.1808
832.650      1.0435      1.1801
832.750      1.0063      1.1793
832.850      1.0897      1.1784
832.950      1.1722      1.1775
833.050      1.1686      1.1766
833.150      1.1537      1.1756
833.250      1.0782      1.0892
833.350      1.1369      1.1735
833.450      1.1474      1.1727
833.550      1.1199      1.1719
833.650      1.0859      1.1710
833.750      1.1249      1.1701
833.850      1.1881      1.1692
833.950      1.1506      1.1683
834.050      1.1106      1.1673
834.150      1.1127      1.1664
834.250      1.1242      1.1654
834.350      1.1241      1.1644
834.450      1.1678      1.1633
834.550      1.0985      1.1623
834.650      1.0651      1.1612
834.750      1.1040      1.1601
834.850      1.1534      1.1590
834.950      1.1581      1.1579
835.050      1.1446      1.1567
835.150      1.0528      1.1565
835.250      1.0351      1.1554
835.350      0.9985      1.1544
835.450      0.9572      1.1533
835.550      0.9887      1.1523
835.650      0.9988      1.1512
835.750      1.0040      1.1501
835.850      1.0222      1.1491
835.950      1.0734      1.1480
836.050      1.0965      1.1469
836.150      1.1172      1.1458
836.250      1.1230      1.1447
836.350      1.1453      1.1436
836.450      1.1122      1.1425
836.550      1.0797      1.1414
836.650      1.0830      1.1403
836.750      1.0809      1.1392
836.850      1.1003      1.1381
836.950      1.1287      1.1371
837.050      1.0770      1.1360
837.150      1.0450      1.1349
837.250      1.0848      1.1339
837.350      1.1091      1.1328
837.450      1.0932      1.1318
837.550      1.1119      1.1308
837.650      1.1197      1.1297
837.750      1.0937      1.1287
837.850      1.1256      1.1277
837.950      1.0862      1.1267
838.050      1.0832      1.1257
838.150      1.1108      1.1248
838.250      1.1169      1.1238
838.350      1.1297      1.1228
838.450      1.0898      1.1219
838.550      1.0735      1.1209
838.650      0.9169      1.1200
838.750      0.9928      1.1191
838.850      1.0841      1.1182
838.950      1.0945      1.1173
839.050      1.0199      1.1164
839.150      1.0429      1.1155
839.250      0.9889      1.1146
839.350      1.0279      1.1137
839.450      1.1077      1.1129
839.550      1.0869      1.1120
839.650      1.0557      1.1112
839.750      1.0730      1.1103
839.850      1.0905      1.1095
839.950      1.0214      1.1087
840.050      1.0399      1.1079
840.150      1.1244      1.1071
840.250      1.1082      1.1063
840.350      1.1087      1.1055
840.450      1.0793      1.1047
840.550      1.0043      1.1039
840.650      1.0262      1.1032
840.750      1.0606      1.1024
840.850      1.0446      1.1017
840.950      1.0664      1.1009
841.050      1.0819      1.1002
841.150      1.0705      1.0995
841.250      1.0466      1.0987
841.350      1.0606      1.0980
841.450      1.0083      1.0973
841.550      0.9487      1.0966
841.650      1.0056      1.0959
841.750      0.9672      1.0952
841.850      0.9809      1.0945
841.950      0.9848      1.0938
842.050      1.0293      1.0931
842.150      0.9011      1.0132
842.250      1.0023      1.0920
842.350      0.9933      1.0918
842.450      0.9802      1.0915
842.550      1.0020      1.0911
842.650      1.0716      1.0908
842.750      1.0630      1.0904
842.850      1.0667      1.0899
842.950      1.0751      1.0895
843.050      1.0857      1.0890
843.150      1.0788      1.0886
843.250      1.0620      1.0881
843.350      1.0136      1.0876
843.450      0.8867      1.0871
843.550      0.9428      1.0866
843.650      0.9963      1.0860
843.750      1.0580      1.0855
843.850      1.1017      1.0850
843.950      1.0567      1.0844
844.050      1.0013      1.0839
844.150      1.0021      1.0833
844.250      1.0783      1.0828
844.350      1.0380      1.0823
844.450      1.0355      1.0817
844.550      1.0109      1.0812
844.650      1.0147      1.0806
844.750      1.0594      1.0801
844.850      1.0635      1.0796
844.950      1.0581      1.0791
845.050      1.0709      1.0785
845.150      1.0700      1.0780
845.250      1.0544      1.0775
845.350      0.9988      1.0770
845.450      0.9497      1.0765
845.550      0.9248      1.0760
845.650      0.9621      1.0755
845.750      0.9223      1.0750
845.850      0.9996      1.0745
845.950      1.0435      1.0741
846.050      1.0432      1.0736
846.150      1.0236      1.0731
846.250      1.0042      1.0726
846.350      0.9845      1.0722
846.450      0.9350      1.0717
846.550      0.9377      1.0712
846.650      0.9893      1.0708
846.750      1.0658      1.0703
846.850      1.0445      1.0699
846.950      1.0699      1.0694
847.050      1.0467      1.0689
847.150      1.0145      1.0685
847.250      0.9937      1.0687
847.350      0.9312      1.0683
847.450      0.9477      1.0678
847.550      0.9590      1.0673
847.650      0.9786      1.0668
847.750      1.0356      1.0662
847.850      1.0262      1.0657
847.950      0.9964      1.0652
848.050      0.9682      1.0647
848.150      0.9777      1.0641
848.250      1.0017      1.0636
848.350      1.0134      1.0630
848.450      1.0508      1.0625
848.550      1.0304      1.0619
848.650      1.0096      1.0614
848.750      1.0394      1.0608
848.850      1.0664      1.0603
848.950      1.0040      1.0597
849.050      0.9797      1.0591
849.150      0.9755      1.0586
849.250      0.9743      1.0580
849.350      0.9114      1.0574
849.450      0.9177      1.0569
849.550      1.0304      1.0563
849.650      0.9735      1.0557
849.750      0.9847      1.0552
849.850      0.9904      1.0546
849.950      1.0310      1.0540
850.050      1.0416      1.0534
850.150      1.0505      1.0529
850.250      1.0390      1.0523
850.350      1.0394      1.0517
850.450      1.0320      1.0511
850.550      1.0015      1.0505
850.650      1.0317      1.0500
850.750      1.0299      1.0494
850.850      1.0255      1.0488
850.950      1.0440      1.0482
851.050      1.0368      1.0476
851.150      1.0405      1.0471
851.250      0.9941      1.0465
851.350      0.9716      1.0459
851.450      0.9479      1.0453
851.550      0.9436      1.0447
851.650      0.9876      1.0442
851.750      1.0329      1.0436
851.850      0.9981      1.0430
851.950      0.8873      1.0424
852.050      0.9037      1.0418
852.150      0.9379      1.0413
852.250      0.9537      1.0407
852.350      0.9506      1.0401
852.450      0.8987      1.0395
852.550      0.8436      1.0390
852.650      0.8668      1.0384
852.750      0.8953      1.0378
852.850      0.9043      1.0372
852.950      0.8176      1.0367
853.050      0.7779      1.0361
853.150      0.8372      1.0356
853.250      0.9237      1.0350
853.350      0.9742      1.0345
853.450      0.9769      1.0339
853.550      0.9937      1.0334
853.650      1.0037      1.0328
853.750      1.0229      1.0323
853.850      1.0427      1.0318
853.950      1.0310      1.0312
854.050      1.0182      1.0307
854.150      1.0402      1.0302
854.250      1.0305      1.0297
854.350      1.0312      1.0292
854.450      0.9596      1.0287
854.550      0.9820      1.0283
854.650      1.0034      1.0278
854.750      0.9392      1.0273
854.850      0.9567      1.0269
854.950      0.9923      1.0264
855.050      1.0196      1.0260
855.150      0.9918      1.0256
855.250      0.9595      1.0251
855.350      0.9619      1.0247
855.450      0.9931      1.0243
855.550      1.0063      1.0239
855.650      0.9918      1.0236
855.750      0.9807      1.0232
855.850      0.9632      1.0228
855.950      0.9769      1.0225
856.050      0.9829      1.0222
856.150      0.9935      1.0219
856.250      1.0221      1.0215
856.350      0.9653      1.0212
856.450      0.9227      1.0210
856.550      0.9782      1.0207
856.650      1.0059      1.0204
856.750      1.0113      1.0202
856.850      1.0134      1.0200
856.950      0.9503      1.0197
857.050      0.9837      1.0195
857.150      0.9468      1.0194
857.250      0.9751      1.0192
857.350      0.9584      1.0190
857.450      0.9824      1.0189
857.550      0.9851      1.0187
857.650      0.9493      1.0186
857.750      0.9289      1.0185
857.850      0.9758      1.0184
857.950      1.0004      1.0183
858.050      1.0141      1.0183
