# Thu Nov 15 11:34:36 2012
# HST/COS EUV+FUV AGN composite spectrum.
# Figure 5 from Shull, Stevans, and Danforth 2012.
 
# wave         flux        spline
# [Angstroms]  [Relative]  [Relative]
1503.55      0.5823      0.6188
1503.65      0.6202      0.6191
1503.75      0.6118      0.6194
1503.85      0.6117      0.6197
1503.95      0.6357      0.6200
1504.05      0.6119      0.6203
1504.15      0.6223      0.6206
1504.25      0.6152      0.6209
1504.35      0.6400      0.6213
1504.45      0.6341      0.6216
1504.55      0.6116      0.6220
1504.65      0.6092      0.6223
1504.75      0.5975      0.6227
1504.85      0.6038      0.6230
1504.95      0.5928      0.6234
1505.05      0.6057      0.6237
1505.15      0.6096      0.6241
1505.25      0.5935      0.6244
1505.35      0.6086      0.6248
1505.45      0.5987      0.6251
1505.55      0.5814      0.6254
1505.65      0.5993      0.6257
1505.75      0.5980      0.6261
1505.85      0.6178      0.6263
1505.95      0.5867      0.6266
1506.05      0.6064      0.6269
1506.15      0.6194      0.6272
1506.25      0.6007      0.6274
1506.35      0.6313      0.6276
1506.45      0.6088      0.6279
1506.55      0.6203      0.6281
1506.65      0.6336      0.6282
1506.75      0.6301      0.6284
1506.85      0.6171      0.6285
1506.95      0.6204      0.6286
1507.05      0.6264      0.6287
1507.15      0.6275      0.6288
1507.25      0.6144      0.6288
1507.35      0.6313      0.6289
1507.45      0.6196      0.6289
1507.55      0.5971      0.6288
1507.65      0.5881      0.6288
1507.75      0.6239      0.6288
1507.85      0.5916      0.6287
1507.95      0.5907      0.6286
1508.05      0.6075      0.6285
1508.15      0.6034      0.6284
1508.25      0.6078      0.6283
1508.35      0.6328      0.6283
1508.45      0.6422      0.6282
1508.55      0.6260      0.6281
1508.65      0.6511      0.6280
1508.75      0.6384      0.6279
1508.85      0.6390      0.6278
1508.95      0.6111      0.6278
1509.05      0.5917      0.6277
1509.15      0.5814      0.6277
1509.25      0.5803      0.6277
1509.35      0.5657      0.6277
1509.45      0.6179      0.6277
1509.55      0.6436      0.6278
1509.65      0.6313      0.6278
1509.75      0.6217      0.6280
1509.85      0.6492      0.6281
1509.95      0.6339      0.6283
1510.05      0.6298      0.6285
1510.15      0.6288      0.6287
1510.25      0.6217      0.6290
1510.35      0.6216      0.6294
1510.45      0.6107      0.6297
1510.55      0.6444      0.6301
1510.65      0.6415      0.6306
1510.75      0.6389      0.6310
1510.85      0.6317      0.6315
1510.95      0.6378      0.6321
1511.05      0.6542      0.6326
1511.15      0.6523      0.6332
1511.25      0.6363      0.6338
1511.35      0.6377      0.6345
1511.45      0.6097      0.6351
1511.55      0.6136      0.6358
1511.65      0.6163      0.6365
1511.75      0.6292      0.6372
1511.85      0.6306      0.6379
1511.95      0.6158      0.6387
1512.05      0.6191      0.6394
1512.15      0.6298      0.6402
1512.25      0.6530      0.6410
1512.35      0.6608      0.6418
1512.45      0.6578      0.6426
1512.55      0.6664      0.6434
1512.65      0.6351      0.6442
1512.75      0.6350      0.6450
1512.85      0.6243      0.6458
1512.95      0.5878      0.6466
1513.05      0.5751      0.6475
1513.15      0.5984      0.6483
1513.25      0.6085      0.6491
1513.35      0.6368      0.6499
1513.45      0.6289      0.6507
1513.55      0.6364      0.6515
1513.65      0.6511      0.6524
1513.75      0.6602      0.6532
1513.85      0.6539      0.6540
1513.95      0.6381      0.6548
1514.05      0.6554      0.6556
1514.15      0.6476      0.6565
1514.25      0.6405      0.6573
1514.35      0.6694      0.6581
1514.45      0.6533      0.6589
1514.55      0.6329      0.6598
1514.65      0.6458      0.6606
1514.75      0.6450      0.6614
1514.85      0.6525      0.6623
1514.95      0.6583      0.6631
1515.05      0.6668      0.6640
1515.15      0.6715      0.6649
1515.25      0.6629      0.6657
1515.35      0.6495      0.6666
1515.45      0.6624      0.6675
1515.55      0.6382      0.6684
1515.65      0.6614      0.6692
1515.75      0.6712      0.6702
1515.85      0.6695      0.6711
1515.95      0.6409      0.6720
1516.05      0.6510      0.6729
1516.15      0.6683      0.6739
1516.25      0.6899      0.6748
1516.35      0.6728      0.6758
1516.45      0.6616      0.6768
1516.55      0.6731      0.6778
1516.65      0.6901      0.6788
1516.75      0.6798      0.6798
1516.85      0.7175      0.6809
1516.95      0.6585      0.6819
1517.05      0.6846      0.6830
1517.15      0.6792      0.6841
1517.25      0.6893      0.6852
1517.35      0.6743      0.6863
1517.45      0.6673      0.6874
1517.55      0.6575      0.6886
1517.65      0.6798      0.6897
1517.75      0.6811      0.6909
1517.85      0.6909      0.6921
1517.95      0.7007      0.6933
1518.05      0.6894      0.6945
1518.15      0.6844      0.6958
1518.25      0.6980      0.6970
1518.35      0.6982      0.6983
1518.45      0.7128      0.6996
1518.55      0.7132      0.7009
1518.65      0.7014      0.7022
1518.75      0.7043      0.7035
1518.85      0.6939      0.7048
1518.95      0.6919      0.7062
1519.05      0.6907      0.7075
1519.15      0.7041      0.7089
1519.25      0.7163      0.7103
1519.35      0.7114      0.7117
1519.45      0.7018      0.7131
1519.55      0.6824      0.7145
1519.65      0.6869      0.7160
1519.75      0.6493      0.7175
1519.85      0.6532      0.7190
1519.95      0.6537      0.7205
1520.05      0.6763      0.7220
1520.15      0.6549      0.7236
1520.25      0.7006      0.7251
1520.35      0.7190      0.7268
1520.45      0.6909      0.7284
1520.55      0.7156      0.7300
1520.65      0.7334      0.7317
1520.75      0.7424      0.7334
1520.85      0.7074      0.7352
1520.95      0.7109      0.7369
1521.05      0.7097      0.7387
1521.15      0.7228      0.7406
1521.25      0.7418      0.7424
1521.35      0.7667      0.7443
1521.45      0.7412      0.7462
1521.55      0.7386      0.7482
1521.65      0.7528      0.7501
1521.75      0.7743      0.7522
1521.85      0.7623      0.7542
1521.95      0.8034      0.7563
1522.05      0.7485      0.7584
1522.15      0.7663      0.7606
1522.25      0.7295      0.7628
1522.35      0.7291      0.7650
1522.45      0.7304      0.7673
1522.55      0.7731      0.7696
1522.65      0.7701      0.7719
1522.75      0.7624      0.7742
1522.85      0.7700      0.7766
1522.95      0.7627      0.7790
1523.05      0.7803      0.7814
1523.15      0.7790      0.7839
1523.25      0.7745      0.7864
1523.35      0.7779      0.7888
1523.45      0.7849      0.7913
1523.55      0.8124      0.7939
1523.65      0.8245      0.7964
1523.75      0.7787      0.7989
1523.85      0.7889      0.8015
1523.95      0.8222      0.8040
1524.05      0.7912      0.8066
1524.15      0.8040      0.8092
1524.25      0.8106      0.8118
1524.35      0.7868      0.8144
1524.45      0.7965      0.8170
1524.55      0.7988      0.8195
1524.65      0.8083      0.8221
1524.75      0.8363      0.8247
1524.85      0.8644      0.8273
1524.95      0.8276      0.8299
1525.05      0.8236      0.8324
1525.15      0.8126      0.8350
1525.25      0.8416      0.8375
1525.35      0.8311      0.8400
1525.45      0.8532      0.8426
1525.55      0.8100      0.8451
1525.65      0.8363      0.8476
1525.75      0.8430      0.8501
1525.85      0.8327      0.8526
1525.95      0.8176      0.8551
1526.05      0.8282      0.8576
1526.15      0.8824      0.8602
1526.25      0.8667      0.8627
1526.35      0.8757      0.8652
1526.45      0.8790      0.8677
1526.55      0.9025      0.8703
1526.65      0.8888      0.8728
1526.75      0.8996      0.8754
1526.85      0.8713      0.8780
1526.95      0.8516      0.8805
1527.05      0.8785      0.8831
1527.15      0.8852      0.8858
1527.25      0.8916      0.8884
1527.35      0.8881      0.8911
1527.45      0.9072      0.8937
1527.55      0.9062      0.8964
1527.65      0.9180      0.8992
1527.75      0.9257      0.9019
1527.85      0.9134      0.9047
1527.95      0.8906      0.9075
1528.05      0.9216      0.9103
1528.15      0.9083      0.9132
1528.25      0.9125      0.9161
1528.35      0.9041      0.9190
1528.45      0.9009      0.9219
1528.55      0.8979      0.9248
1528.65      0.8873      0.9278
1528.75      0.9106      0.9308
1528.85      0.9282      0.9338
1528.95      0.9393      0.9369
1529.05      0.9306      0.9399
1529.15      0.9101      0.9430
1529.25      0.9202      0.9461
1529.35      0.9269      0.9493
1529.45      0.9266      0.9524
1529.55      0.9503      0.9556
1529.65      0.9592      0.9587
1529.75      0.9629      0.9619
1529.85      0.9534      0.9652
1529.95      0.9673      0.9684
1530.05      0.9411      0.9717
1530.15      0.9611      0.9750
1530.25      0.9662      0.9783
1530.35      0.9550      0.9816
1530.45      0.9685      0.9849
1530.55      0.9553      0.9883
1530.65      0.9944      0.9916
1530.75      0.9836      0.9950
1530.85      1.0019      0.9984
1530.95      1.0285      1.0018
1531.05      1.0336      1.0052
1531.15      0.9854      1.0087
1531.25      1.0219      1.0121
1531.35      0.9788      1.0156
1531.45      1.0043      1.0190
1531.55      1.0151      1.0225
1531.65      1.0265      1.0259
1531.75      1.0228      1.0294
1531.85      1.0700      1.0328
1531.95      1.0399      1.0363
1532.05      1.0380      1.0397
1532.15      1.0463      1.0432
1532.25      1.0644      1.0466
1532.35      1.0246      1.0500
1532.45      1.0100      1.0534
1532.55      1.0250      1.0568
1532.65      1.0816      1.0601
1532.75      1.0855      1.0634
1532.85      1.0390      1.0667
1532.95      1.0641      1.0700
1533.05      1.1034      1.0733
1533.15      1.1005      1.0765
1533.25      1.0424      1.0798
1533.35      1.1079      1.0830
1533.45      1.1053      1.0942
1533.55      1.0975      1.0987
1533.65      1.0700      1.0996
1533.75      1.0890      1.1009
1533.85      1.0970      1.1025
1533.95      1.0693      1.1043
1534.05      1.1171      1.1064
1534.15      1.0933      1.1088
1534.25      1.1094      1.1113
1534.35      1.1377      1.1141
1534.45      1.1150      1.1170
1534.55      1.1270      1.1201
1534.65      1.1038      1.1233
1534.75      1.1299      1.1267
1534.85      1.1408      1.1302
1534.95      1.1331      1.1337
1535.05      1.1444      1.1374
1535.15      1.1282      1.1411
1535.25      1.1385      1.1449
1535.35      1.1632      1.1488
1535.45      1.1563      1.1527
1535.55      1.1390      1.1566
1535.65      1.1488      1.1606
1535.75      1.1579      1.1646
1535.85      1.1859      1.1687
1535.95      1.1121      1.1728
1536.05      1.1794      1.1769
1536.15      1.1308      1.1810
1536.25      1.2154      1.1851
1536.35      1.1911      1.1893
1536.45      1.1498      1.1935
1536.55      1.2099      1.1977
1536.65      1.2142      1.2019
1536.75      1.1982      1.2061
1536.85      1.1668      1.2104
1536.95      1.2092      1.2147
1537.05      1.1872      1.2187
1537.15      1.2224      1.2225
1537.25      1.2355      1.2271
1537.35      1.2111      1.2317
1537.45      1.2352      1.2363
1537.55      1.2309      1.2410
1537.65      1.2364      1.2457
1537.75      1.2460      1.2504
1537.85      1.2791      1.2552
1537.95      1.2393      1.2600
1538.05      1.2782      1.2649
1538.15      1.2718      1.2698
1538.25      1.3042      1.2748
1538.35      1.3057      1.2799
1538.45      1.2643      1.2850
1538.55      1.2641      1.2903
1538.65      1.2831      1.2956
1538.75      1.2561      1.3010
1538.85      1.2679      1.3066
1538.95      1.3103      1.3122
1539.05      1.3046      1.3180
1539.15      1.3400      1.3238
1539.25      1.2895      1.3298
1539.35      1.3209      1.3360
1539.45      1.3081      1.3422
1539.55      1.3380      1.3487
1539.65      1.3796      1.3552
1539.75      1.3629      1.3620
1539.85      1.3720      1.3689
1539.95      1.3345      1.3759
1540.05      1.2867      1.3831
1540.15      1.2396      1.3974
1540.25      1.2407      1.4057
1540.35      1.2654      1.4083
1540.45      1.2142      1.4124
1540.55      1.3201      1.4177
1540.65      1.3487      1.4242
1540.75      1.3913      1.4316
1540.85      1.4202      1.4399
1540.95      1.4371      1.4489
1541.05      1.4445      1.4586
1541.15      1.4573      1.4688
1541.25      1.4843      1.4793
1541.35      1.5339      1.4903
1541.45      1.4918      1.5015
1541.55      1.5119      1.5129
1541.65      1.4960      1.5246
1541.75      1.4723      1.5364
1541.85      1.5153      1.5483
1541.95      1.5835      1.5602
1542.05      1.5546      1.5722
1542.15      1.6003      1.5843
1542.25      1.5834      1.5963
1542.35      1.5713      1.6085
1542.45      1.5475      1.6206
1542.55      1.5431      1.6327
1542.65      1.5200      1.6449
1542.75      1.4843      1.6571
1542.85      1.4428      1.6693
1542.95      1.4664      1.6816
1543.05      1.4799      1.6939
1543.15      1.6236      1.7208
1543.25      1.7039      1.7299
1543.35      1.6798      1.7392
1543.45      1.7603      1.7498
1543.55      1.7603      1.7613
1543.65      1.7684      1.7738
1543.75      1.7410      1.7869
1543.85      1.7580      1.8006
1543.95      1.7976      1.8148
1544.05      1.8437      1.8294
1544.15      1.8307      1.8441
1544.25      1.8885      1.8591
1544.35      1.9035      1.8742
1544.45      1.9079      1.8911
1544.55      1.8730      1.9105
1544.65      1.8756      1.9259
1544.75      1.8791      1.9414
1544.85      1.9289      1.9567
1544.95      2.0058      1.9719
1545.05      1.9628      1.9871
1545.15      1.9932      2.0021
1545.25      2.0029      2.0171
1545.35      2.0161      2.0320
1545.45      2.0991      2.0468
1545.55      2.1121      2.0616
1545.65      2.0407      2.0764
1545.75      2.0607      2.0912
1545.85      2.1141      2.1061
1545.95      2.1430      2.1210
1546.05      2.1067      2.1361
1546.15      2.1481      2.1512
1546.25      2.1935      2.1665
1546.35      2.1856      2.1820
1546.45      2.1668      2.1977
1546.55      2.0749      2.2137
1546.65      2.0877      2.2298
1546.75      2.1218      2.2463
1546.85      2.1564      2.2630
1546.95      2.2087      2.2799
1547.05      2.2738      2.2972
1547.15      2.2829      2.3148
1547.25      2.2905      2.3325
1547.35      2.3266      2.3506
1547.45      2.3729      2.3689
1547.55      2.3871      2.3801
1547.65      2.4049      2.3967
1547.75      2.3789      2.4174
1547.85      2.3774      2.4377
1547.95      2.4160      2.4573
1548.05      2.3389      2.4765
1548.15      2.2484      2.4950
1548.25      2.2919      2.5129
1548.35      2.3233      2.5300
1548.45      2.4727      2.5461
1548.55      2.5233      2.5614
1548.65      2.5097      2.5756
1548.75      2.5574      2.5886
1548.85      2.5543      2.5971
1548.95      2.5999      2.6037
1549.05      2.6158      2.6147
1549.15      2.5730      2.6210
1549.25      2.6024      2.6252
1549.35      2.5870      2.6297
1549.45      2.5238      2.6256
1549.55      2.5132      2.6184
1549.65      2.6098      2.6086
1549.75      2.6614      2.5967
1549.85      2.6312      2.5832
1549.95      2.5798      2.5683
1550.05      2.6333      2.5524
1550.15      2.5292      2.5358
1550.25      2.4754      2.5189
1550.35      2.4492      2.5018
1550.45      2.4736      2.4848
1550.55      2.4178      2.4680
1550.65      2.3461      2.4515
1550.75      2.2957      2.4354
1550.85      2.6784      2.4198
1550.95      2.3324      2.4047
1551.05      2.3798      2.3901
1551.15      2.2938      2.3759
1551.25      2.3304      2.3620
1551.35      2.2821      2.3484
1551.45      2.3777      2.3348
1551.55      2.3382      2.3211
1551.65      2.2688      2.3070
1551.75      2.2434      2.2923
1551.85      2.2497      2.2766
1551.95      2.2995      2.2597
1552.05      2.2471      2.2411
1552.15      2.2267      2.2204
1552.25      2.2160      2.1928
1552.35      2.1902      2.1635
1552.45      2.1417      2.1340
1552.55      2.0814      2.1006
1552.65      2.0810      2.0626
1552.75      2.0041      2.0278
1552.85      1.9781      2.0029
1552.95      1.9611      1.9782
1553.05      1.9330      1.9535
1553.15      1.8976      1.9289
1553.25      1.9242      1.9044
1553.35      1.8173      1.8800
1553.45      1.8133      1.8560
1553.55      1.7923      1.8321
1553.65      1.7571      1.8086
1553.75      1.6798      1.7854
1553.85      1.7458      1.7625
1553.95      1.6850      1.7401
1554.05      1.7057      1.7181
1554.15      1.6839      1.6966
1554.25      1.6419      1.6756
1554.35      1.5819      1.6551
1554.45      1.6008      1.6352
1554.55      1.5704      1.6158
1554.65      1.5580      1.5970
1554.75      1.5543      1.5788
1554.85      1.5768      1.5612
1554.95      1.5586      1.5443
1555.05      1.5504      1.5279
1555.15      1.4829      1.5122
1555.25      1.4988      1.4972
1555.35      1.4425      1.4827
1555.45      1.5067      1.4690
1555.55      1.5122      1.4558
1555.65      1.4607      1.4433
1555.75      1.3781      1.4313
1555.85      1.4496      1.4200
1555.95      1.4376      1.4092
1556.05      1.4088      1.3990
1556.15      1.4026      1.3894
1556.25      1.3811      1.3802
1556.35      1.3639      1.3715
1556.45      1.3905      1.3634
1556.55      1.3942      1.3556
1556.65      1.3463      1.3483
1556.75      1.3100      1.3403
1556.85      1.3593      1.3322
1556.95      1.3540      1.3250
1557.05      1.3339      1.3179
1557.15      1.3694      1.3111
1557.25      1.3622      1.3044
1557.35      1.2589      1.2978
1557.45      1.2760      1.2914
1557.55      1.3649      1.2849
1557.65      1.2850      1.2785
1557.75      1.3332      1.2428
1557.85      1.3652      1.3508
1557.95      1.3301      1.3452
1558.05      1.2516      1.3395
1558.15      1.2980      1.3336
1558.25      1.3163      1.3276
1558.35      1.2981      1.3214
1558.45      1.2696      1.3150
1558.55      1.2652      1.3084
1558.65      1.1439      1.3016
1558.75      1.1269      1.2946
1558.85      1.1549      1.2874
1558.95      1.1913      1.2799
1559.05      1.1395      1.2723
1559.15      1.1534      1.2645
1559.25      1.1363      1.2565
1559.35      1.2003      1.2485
1559.45      1.2359      1.2404
1559.55      1.2325      1.2323
1559.65      1.2342      1.2243
1559.75      1.1819      1.2164
1559.85      1.1923      1.2088
1559.95      1.2032      1.2015
1560.05      1.2273      1.1947
1560.15      1.1889      1.1886
1560.25      1.1776      1.1831
1560.35      1.2128      1.1785
1560.45      1.2111      1.1751
1560.55      1.2035      1.1728
1560.65      1.1488      1.1721
1560.75      1.1790      1.1730
1560.85      1.1514      1.1759
1560.95      1.1642      1.1810
1561.05      1.1449      1.1500
1561.15      1.1255      1.1302
1561.25      1.0866      1.1264
1561.35      0.9989      1.1226
1561.45      1.0023      1.1189
1561.55      1.0334      1.1153
1561.65      1.0113      1.1117
1561.75      1.0427      1.1082
1561.85      0.9361      1.1048
1561.95      0.8891      1.1014
1562.05      0.8930      1.0981
1562.15      0.9668      1.0948
1562.25      1.0170      1.0915
1562.35      1.0687      1.0883
1562.45      1.0439      1.0851
1562.55      1.1051      1.0819
1562.65      1.0959      1.0787
1562.75      1.0302      1.0755
1562.85      1.0737      1.0723
1562.95      1.0442      1.0692
1563.05      1.0559      1.0660
1563.15      1.0617      1.0628
1563.25      1.0879      1.0597
1563.35      1.0524      1.0565
1563.45      1.0680      1.0534
1563.55      1.0436      1.0502
1563.65      1.0442      1.0470
1563.75      0.9990      1.0438
1563.85      1.0552      1.0405
1563.95      1.0215      1.0372
1564.05      1.0179      1.0339
1564.15      0.9881      1.0305
1564.25      0.9890      1.0270
1564.35      1.0385      1.0234
1564.45      1.0151      1.0197
1564.55      0.9925      1.0139
1564.65      0.9773      1.0094
1564.75      1.0049      1.0049
1564.85      0.9727      1.0001
1564.95      0.9926      0.9951
1565.05      1.0068      0.9899
1565.15      0.9865      0.9952
1565.25      0.9635      0.9919
1565.35      0.9891      0.9885
1565.45      0.9666      0.9851
1565.55      0.9929      0.9817
1565.65      0.9845      0.9784
1565.75      0.9720      0.9750
1565.85      0.9720      0.9717
1565.95      0.9546      0.9684
1566.05      0.9555      0.9651
1566.15      0.9611      0.9618
1566.25      0.9189      0.9585
1566.35      0.9508      0.9553
1566.45      0.9490      0.9521
1566.55      0.9539      0.9489
1566.65      0.9659      0.9457
1566.75      0.9146      0.9426
1566.85      0.9438      0.9395
1566.95      0.9532      0.9365
1567.05      0.9329      0.9335
1567.15      0.9174      0.9305
1567.25      0.8864      0.9276
1567.35      0.8957      0.9247
1567.45      0.8954      0.9218
1567.55      0.8262      0.9190
1567.65      0.8498      0.9162
1567.75      0.8389      0.9135
1567.85      0.8483      0.9108
1567.95      0.8918      0.9082
1568.05      0.8975      0.9056
1568.15      0.9220      0.9030
1568.25      0.9276      0.9005
1568.35      0.8884      0.8980
1568.45      0.8975      0.8955
1568.55      0.9131      0.8931
1568.65      0.8874      0.8907
1568.75      0.9059      0.8884
1568.85      0.9014      0.8861
1568.95      0.8881      0.8838
1569.05      0.8684      0.8816
1569.15      0.8829      0.8794
1569.25      0.8714      0.8772
1569.35      0.9048      0.8750
1569.45      0.8820      0.8730
1569.55      0.8646      0.8709
1569.65      0.8740      0.8689
1569.75      0.8439      0.8669
1569.85      0.8423      0.8649
1569.95      0.8649      0.8630
1570.05      0.8597      0.8611
1570.15      0.8450      0.8592
1570.25      0.8750      0.8574
1570.35      0.8650      0.8556
1570.45      0.8181      0.8538
1570.55      0.8222      0.8521
1570.65      0.8446      0.8504
1570.75      0.8716      0.8487
1570.85      0.8403      0.8470
1570.95      0.8193      0.8454
1571.05      0.8325      0.8437
1571.15      0.8452      0.8421
1571.25      0.8168      0.8405
1571.35      0.8109      0.8389
1571.45      0.8115      0.8373
1571.55      0.7631      0.8357
1571.65      0.7075      0.8341
1571.75      0.7025      0.8326
1571.85      0.7906      0.8310
1571.95      0.8156      0.8294
1572.05      0.7937      0.8279
1572.15      0.8272      0.8263
1572.25      0.8166      0.8247
1572.35      0.8283      0.8231
1572.45      0.8157      0.8215
1572.55      0.8006      0.8199
1572.65      0.8215      0.8183
1572.75      0.8016      0.8167
1572.85      0.7968      0.8150
1572.95      0.7885      0.8134
1573.05      0.7954      0.8117
1573.15      0.8017      0.8100
1573.25      0.8284      0.8083
1573.35      0.8094      0.8066
1573.45      0.8048      0.8048
1573.55      0.7633      0.8031
1573.65      0.7853      0.8014
1573.75      0.8056      0.7996
1573.85      0.7717      0.7978
1573.95      0.7891      0.7961
1574.05      0.7867      0.7943
1574.15      0.8085      0.7925
1574.25      0.7945      0.7907
1574.35      0.7729      0.7889
1574.45      0.7616      0.7871
1574.55      0.7843      0.7853
1574.65      0.7623      0.7835
1574.75      0.7716      0.7817
1574.85      0.7962      0.7799
1574.95      0.7777      0.7781
1575.05      0.8057      0.7763
1575.15      0.7342      0.7744
1575.25      0.7788      0.7726
1575.35      0.7607      0.7708
1575.45      0.7471      0.7690
1575.55      0.7586      0.7672
1575.65      0.7490      0.7654
1575.75      0.7436      0.7636
1575.85      0.7810      0.7618
1575.95      0.7518      0.7600
1576.05      0.7549      0.7582
1576.15      0.7355      0.7564
1576.25      0.7376      0.7546
1576.35      0.7482      0.7529
1576.45      0.7741      0.7511
1576.55      0.7452      0.7494
1576.65      0.7754      0.7476
1576.75      0.7474      0.7459
1576.85      0.7318      0.7442
1576.95      0.7566      0.7425
1577.05      0.7393      0.7408
1577.15      0.7253      0.7392
1577.25      0.7257      0.7376
1577.35      0.7456      0.7359
1577.45      0.7212      0.7343
1577.55      0.7597      0.7328
1577.65      0.7520      0.7312
1577.75      0.7322      0.7297
1577.85      0.7383      0.7282
1577.95      0.7210      0.7267
1578.05      0.6961      0.7253
1578.15      0.7086      0.7239
1578.25      0.7248      0.7225
1578.35      0.6940      0.7211
1578.45      0.6339      0.7198
1578.55      0.6493      0.7185
1578.65      0.6438      0.7172
1578.75      0.6190      0.7159
1578.85      0.7804      0.7147
1578.95      0.6497      0.7135
1579.05      0.6709      0.7123
1579.15      0.6594      0.7112
1579.25      0.6616      0.7101
1579.35      0.6396      0.7090
1579.45      0.6449      0.7079
1579.55      0.6671      0.7069
1579.65      0.6917      0.7059
1579.75      0.7450      0.7049
1579.85      0.7254      0.7040
1579.95      0.6914      0.7030
1580.05      0.7088      0.7021
1580.15      0.6951      0.7012
1580.25      0.7069      0.7004
1580.35      0.6975      0.6995
1580.45      0.7161      0.6987
1580.55      0.7044      0.6978
1580.65      0.6948      0.6970
1580.75      0.7023      0.6962
1580.85      0.6881      0.6954
1580.95      0.6558      0.6947
1581.05      0.6570      0.6939
1581.15      0.7084      0.6932
1581.25      0.6964      0.6924
1581.35      0.6573      0.6917
1581.45      0.6740      0.6910
1581.55      0.6980      0.6903
1581.65      0.6908      0.6896
1581.75      0.6675      0.6889
1581.85      0.6980      0.6882
1581.95      0.6943      0.6875
1582.05      0.6608      0.6868
1582.15      0.6760      0.6861
1582.25      0.6847      0.6854
1582.35      0.6697      0.6848
1582.45      0.6568      0.6841
1582.55      0.6619      0.6834
1582.65      0.6798      0.6828
1582.75      0.6907      0.6821
1582.85      0.6930      0.6814
1582.95      0.6497      0.6808
1583.05      0.6764      0.6801
1583.15      0.6567      0.6795
1583.25      0.6622      0.6788
1583.35      0.6663      0.6781
1583.45      0.6761      0.6775
1583.55      0.6790      0.6768
1583.65      0.6881      0.6762
1583.75      0.6759      0.6755
1583.85      0.6625      0.6749
1583.95      0.6367      0.6742
1584.05      0.6605      0.6736
1584.15      0.6580      0.6729
1584.25      0.6565      0.6723
1584.35      0.6406      0.6717
1584.45      0.6692      0.6710
1584.55      0.6615      0.6704
1584.65      0.6359      0.6697
1584.75      0.6549      0.6691
1584.85      0.6555      0.6684
1584.95      0.6604      0.6678
1585.05      0.6706      0.6671
1585.15      0.6665      0.6665
1585.25      0.6896      0.6658
1585.35      0.6534      0.6652
1585.45      0.6564      0.6645
1585.55      0.6798      0.6639
1585.65      0.6764      0.6633
1585.75      0.6814      0.6626
1585.85      0.6695      0.6620
1585.95      0.6548      0.6613
1586.05      0.6426      0.6607
1586.15      0.6498      0.6601
1586.25      0.6530      0.6595
1586.35      0.6554      0.6588
1586.45      0.6438      0.6582
1586.55      0.6391      0.6576
1586.65      0.6541      0.6570
1586.75      0.6560      0.6564
1586.85      0.6559      0.6558
1586.95      0.6736      0.6552
1587.05      0.6457      0.6547
1587.15      0.6518      0.6541
1587.25      0.6400      0.6535
1587.35      0.6441      0.6530
1587.45      0.6525      0.6525
1587.55      0.6850      0.6519
1587.65      0.6733      0.6514
1587.75      0.6615      0.6509
1587.85      0.6377      0.6504
1587.95      0.6563      0.6499
1588.05      0.6402      0.6495
1588.15      0.6312      0.6490
1588.25      0.6345      0.6486
1588.35      0.6414      0.6481
1588.45      0.6003      0.6477
1588.55      0.6313      0.6473
1588.65      0.6469      0.6469
1588.75      0.6364      0.6465
1588.85      0.6373      0.6461
1588.95      0.6457      0.6457
1589.05      0.6231      0.6453
1589.15      0.6271      0.6450
1589.25      0.6367      0.6446
1589.35      0.6319      0.6442
1589.45      0.6292      0.6439
1589.55      0.6530      0.6435
1589.65      0.6451      0.6432
1589.75      0.6090      0.6428
1589.85      0.6272      0.6425
1589.95      0.6657      0.6421
1590.05      0.6222      0.6418
1590.15      0.6327      0.6414
1590.25      0.6159      0.6411
1590.35      0.6692      0.6408
1590.45      0.6678      0.6404
1590.55      0.7098      0.6401
1590.65      0.6788      0.6397
1590.75      0.6900      0.6394
1590.85      0.6661      0.6391
1590.95      0.6647      0.5924
1591.05      0.6445      0.6306
1591.15      0.6296      0.6303
1591.25      0.6093      0.6299
1591.35      0.6243      0.6296
1591.45      0.6113      0.6293
1591.55      0.6256      0.6289
1591.65      0.6149      0.6286
1591.75      0.6469      0.6282
1591.85      0.6268      0.6279
1591.95      0.6176      0.6276
1592.05      0.6167      0.6272
1592.15      0.6179      0.6269
1592.25      0.6172      0.6265
1592.35      0.6249      0.6262
1592.45      0.6160      0.6258
1592.55      0.6374      0.6255
1592.65      0.6213      0.6251
1592.75      0.6223      0.6248
1592.85      0.5967      0.6244
1592.95      0.6269      0.6241
1593.05      0.6070      0.6238
1593.15      0.6203      0.6234
1593.25      0.6558      0.6231
1593.35      0.6290      0.6228
1593.45      0.6118      0.6224
1593.55      0.6289      0.6221
1593.65      0.6126      0.6218
1593.75      0.6451      0.6215
1593.85      0.6215      0.6212
1593.95      0.6533      0.6208
1594.05      0.5990      0.6205
1594.15      0.6184      0.6202
1594.25      0.6226      0.6200
1594.35      0.5957      0.6197
1594.45      0.6342      0.6194
1594.55      0.6116      0.6191
1594.65      0.6189      0.6189
1594.75      0.6225      0.6187
1594.85      0.6088      0.6184
1594.95      0.6010      0.6182
1595.05      0.6274      0.6180
1595.15      0.5885      0.6178
1595.25      0.6218      0.6176
1595.35      0.6168      0.6175
1595.45      0.6394      0.6173
1595.55      0.6038      0.6172
1595.65      0.5826      0.6171
1595.75      0.6084      0.6170
1595.85      0.6147      0.6170
1595.95      0.6247      0.6169
1596.05      0.6080      0.6169
