#J	G0202	
#scanned warm
#Wavelength (Ang) transmission
20340.0 0.00015981
20350.0 0.00015665
20360.0 0.00015024
20370.0 0.00013431
20380.0 0.00013537
20390.0 0.00015678
20400.0 0.00018024
20410.0 0.00013208
20420.0 0.00013893
20430.0 0.00011917
20440.0 0.00014289
20450.0 0.00018879
20460.0 0.00011929
20470.0 0.00018115
20480.0 0.00016775
20490.0 0.00014751
20500.0 0.00013524
20510.0 0.0001471 
20520.0 0.00013131
20530.0 0.00018707
20540.0 0.00016034
20550.0 9.2597e-05
20560.0 0.0001442 
20570.0 0.00012728
20580.0 0.00015328
20590.0 0.00012961
20600.0 0.00015294
20610.0 0.00015129
20620.0 9.7609e-05
20630.0 0.00015774
20640.0 0.0001313 
20650.0 0.0001226 
20660.0 0.00014856
20670.0 0.00016322
20680.0 0.00013096
20690.0 0.00014665
20700.0 0.00013536
20710.0 0.00017597
20720.0 0.00014028
20730.0 0.00012634
20740.0 0.00016317
20750.0 0.00012709
20760.0 0.00017649
20770.0 0.00013489
20780.0 0.00015975
20790.0 0.00018872
20800.0 0.0001806 
20810.0 0.00017263
20820.0 0.00015509
20830.0 0.00023326
20840.0 0.00011435
20850.0 0.00015557
20860.0 0.00012686
20870.0 0.00012305
20880.0 0.00016265
20890.0 0.00014306
20900.0 0.00015133
20910.0 0.00011068
20920.0 0.00017174
20930.0 0.00016271
20940.0 0.00014717
20950.0 0.00011996
20960.0 0.00019095
20970.0 0.00013316
20980.0 0.00017847
20990.0 0.00017024
21000.0 0.00018368
21010.0 0.00015622
21020.0 0.00014324
21030.0 0.000218  
21040.0 0.00013217
21050.0 6.4998e-05
21060.0 0.00013067
21070.0 0.00011431
21080.0 0.00016802
21090.0 0.00011002
21100.0 0.00015636
21110.0 0.00012666
21120.0 0.00011374
21130.0 0.00011876
21140.0 0.00015986
21150.0 0.00011823
21160.0 0.0001472 
21170.0 0.00020068
21180.0 0.00015983
21190.0 0.00014356
21200.0 0.00015515
21210.0 0.00016364
21220.0 0.00016305
21230.0 0.00012227
21240.0 0.00016337
21250.0 0.00016373
21260.0 0.00017122
21270.0 0.00020211
21280.0 0.00011858
21290.0 0.000139  
21300.0 0.00016719
21310.0 0.0001391 
21320.0 0.00013784
21330.0 0.000134  
21340.0 0.00012636
21350.0 0.00010638
21360.0 0.00014635
21370.0 0.0001044 
21380.0 0.00013182
21390.0 0.00014793
21400.0 0.0001526 
21410.0 0.00018049
21420.0 9.506e-05 
21430.0 0.00014798
21440.0 0.00011984
21450.0 7.7119e-05
21460.0 0.00013028
21470.0 0.00013912
21480.0 0.00012571
21490.0 0.00010619
21500.0 0.00016267
21510.0 0.00013927
21520.0 0.00017896
21530.0 0.00015537
21540.0 0.0001225 
21550.0 0.00015464
21560.0 0.00014727
21570.0 0.00013923
21580.0 9.3673e-05
21590.0 0.00013055
21600.0 0.00015489
21610.0 0.00013476
21620.0 0.0001349 
21630.0 0.00011034
21640.0 0.00013412
21650.0 0.00013126
21660.0 0.00015881
21670.0 0.0001428 
21680.0 0.0001063 
21690.0 0.00013849
21700.0 0.00011878
21710.0 0.00013426
21720.0 0.0001268 
21730.0 0.00015563
21740.0 0.00010755
21750.0 0.00012693
21760.0 0.00011949
21770.0 0.000156  
21780.0 0.00012636
21790.0 0.00017827
21800.0 0.00014163
21810.0 0.00014764
21820.0 0.00011057
21830.0 0.00017446
21840.0 0.00016354
21850.0 0.00016401
21860.0 0.00010285
21870.0 0.000127  
21880.0 9.4851e-05
21890.0 0.00016501
21900.0 0.00011568
21910.0 0.00014688
21920.0 0.00012404
21930.0 8.169e-05 
21940.0 8.0574e-05
21950.0 0.00014673
21960.0 0.00018678
21970.0 0.00011712
21980.0 0.00011306
21990.0 0.00017781
22000.0 0.00015762
22010.0 0.00015959
22020.0 0.00013253
22030.0 0.00013575
22040.0 0.0001523 
22050.0 0.00012163
22060.0 0.00016966
22070.0 0.00015031
22080.0 0.00016031
22090.0 0.00015542
22100.0 0.00012485
22110.0 9.236e-05 
22120.0 0.00016531
22130.0 0.00010146
22140.0 0.00019508
22150.0 0.00015944
22160.0 0.00016952
22170.0 0.00012496
22180.0 0.00012597
22190.0 7.722e-05 
22200.0 0.00013318
22210.0 0.00015837
22220.0 0.00013994
22230.0 0.00010193
22240.0 0.00016144
22250.0 0.00016193
22260.0 9.75e-05  
22270.0 0.00014075
22280.0 0.00018184
22290.0 0.00015079
22300.0 0.00017169
22310.0 0.00015481
22320.0 0.00012134
22330.0 0.0001417 
22340.0 0.00010941
22350.0 0.00012651
22360.0 0.0001614 
22370.0 0.00017162
22380.0 9.3085e-05
22390.0 0.00013377
22400.0 0.00015714
22410.0 0.00012577
22420.0 0.00012563
22430.0 0.00013859
22440.0 0.00010423
22450.0 0.00014735
22460.0 0.00016613
22470.0 0.00020221
22480.0 0.00012504
22490.0 0.00015904
22500.0 0.00011306
22510.0 0.00011282
22520.0 0.00018912
22530.0 0.0001384 
22540.0 0.00010018
22550.0 0.0001452 
22560.0 0.000144  
22570.0 0.00016263
22580.0 0.00014565
22590.0 0.00017365
22600.0 0.00014503
22610.0 0.00012332
22620.0 0.00014842
22630.0 0.00011429
22640.0 0.00011089
22650.0 0.00012571
22660.0 0.00013357
22670.0 0.00013776
22680.0 0.00018267
22690.0 0.00012137
22700.0 0.00015092
22710.0 0.00019645
22720.0 0.00010398
22730.0 0.00023808
22740.0 7.8794e-05
22750.0 0.00010301
22760.0 0.00011969
22770.0 0.00015311
22780.0 0.00014561
22790.0 0.00013303
22800.0 0.00013831
22810.0 0.00011684
22820.0 0.00012714
22830.0 0.00012866
22840.0 0.00011433
22850.0 0.00016626
22860.0 0.00010948
22870.0 0.00012431
22880.0 0.00018973
22890.0 0.00018867
22900.0 0.00013079
22910.0 0.00015183
22920.0 0.00018152
22930.0 0.00018125
22940.0 0.00016683
22950.0 0.00016577
22960.0 0.00013991
22970.0 0.00019355
22980.0 0.00020334
22990.0 0.0001503 
23000.0 0.00014486
23010.0 9.9645e-05
23020.0 0.00019359
23030.0 0.00017122
23040.0 0.00016082
23050.0 0.00012561
23060.0 0.00011141
23070.0 0.00012895
23080.0 0.00017531
23090.0 0.0001386 
23100.0 0.00015507
23110.0 0.00011286
23120.0 0.00013598
23130.0 0.00010664
23140.0 0.00020401
23150.0 0.00014739
23160.0 0.00015421
23170.0 0.0001453 
23180.0 0.00013775
23190.0 0.00011683
23200.0 0.00012583
23210.0 0.00012501
23220.0 0.00012619
23230.0 0.00012091
23240.0 0.00019897
23250.0 0.00015002
23260.0 0.00014995
23270.0 0.00014628
23280.0 0.00019675
23290.0 9.2423e-05
23300.0 0.0001502 
23310.0 0.0001151 
23320.0 0.00010584
23330.0 0.00013539
23340.0 0.00018442
23350.0 0.0001625 
23360.0 0.000134  
23370.0 0.00016151
23380.0 0.00014111
23390.0 0.0001007 
23400.0 0.00019755
23410.0 0.00014468
23420.0 0.00014057
23430.0 0.00016615
23440.0 9.8262e-05
23450.0 8.42e-05  
23460.0 0.00011654
23470.0 0.00012086
23480.0 0.00012554
23490.0 0.00016505
23500.0 0.00010475
23510.0 0.00016256
23520.0 0.00014166
23530.0 0.00014923
23540.0 0.0002134 
23550.0 9.8058e-05
23560.0 0.00014504
23570.0 0.00015017
23580.0 0.00020347
23590.0 0.00012005
23600.0 0.00014791
23610.0 0.00016014
23620.0 0.00016146
23630.0 0.00014696
23640.0 0.00011207
23650.0 0.00017484
23660.0 0.00010546
23670.0 0.00015165
23680.0 0.00014207
23690.0 0.00016222
23700.0 0.00015842
23710.0 0.000154  
23720.0 0.0001331 
23730.0 0.00011778
23740.0 0.0001098 
23750.0 0.0001671 
23760.0 0.00011722
23770.0 0.0001421 
23780.0 0.00014875
23790.0 0.00017993
23800.0 0.00016676
23810.0 0.00012116
23820.0 0.00012883
23830.0 0.0001586 
23840.0 0.00010096
23850.0 0.00014556
23860.0 0.00015737
23870.0 0.0001381 
23880.0 0.00011727
23890.0 0.00013023
23900.0 0.00011781
23910.0 0.00012088
23920.0 8.8347e-05
23930.0 0.00010731
23940.0 0.00011519
23950.0 0.0001227 
23960.0 0.00012922
23970.0 0.00015865
23980.0 0.00010621
23990.0 0.00014642
24000.0 0.00016254
24010.0 0.00017561
24020.0 0.00014814
24030.0 0.00015406
24040.0 0.00012043
24050.0 0.00016369
24060.0 0.00017828
24070.0 0.00017832
24080.0 0.00016305
24090.0 9.7786e-05
24100.0 0.00014123
24110.0 0.00014367
24120.0 0.0001505 
24130.0 0.00010156
24140.0 0.0001663 
24150.0 0.00011831
24160.0 0.00019866
24170.0 0.00017922
24180.0 0.00016559
24190.0 0.00014344
24200.0 0.00013934
24210.0 0.00021168
24220.0 0.00016652
24230.0 0.00014229
24240.0 0.00013755
24250.0 0.00013877
24260.0 0.00018819
24270.0 0.0001217 
24280.0 0.00015685
24290.0 8.9738e-05
24300.0 0.00011379
24310.0 0.00015426
24320.0 0.00018634
24330.0 0.00015639
24340.0 0.00010372
24350.0 0.00016844
24360.0 0.00011304
24370.0 0.00015143
24380.0 0.00011327
24390.0 0.0001634 
24400.0 7.2637e-05
24410.0 0.00012601
24420.0 9.6128e-05
24430.0 0.00020252
24440.0 0.00010442
24450.0 0.00012236
24460.0 0.00012585
24470.0 0.00015216
24480.0 0.0002116 
24490.0 0.00012353
24500.0 0.00016447
24510.0 0.00014628
24520.0 0.00015962
24530.0 0.00013107
24540.0 0.00010992
24550.0 0.00016774
24560.0 0.00016765
24570.0 8.4076e-05
24580.0 9.0507e-05
24590.0 0.00012321
24600.0 0.00014468
24610.0 0.00015428
24620.0 0.00012279
24630.0 0.00015553
24640.0 0.00013589
24650.0 0.00016326
24660.0 0.00010687
24670.0 0.00014004
24680.0 0.00016368
24690.0 0.00012734
24700.0 0.00012048
24710.0 0.00014387
24720.0 0.00011134
24730.0 0.0001981 
24740.0 0.00010183
24750.0 0.00015152
24760.0 0.00016047
24770.0 0.00013542
24780.0 0.00011911
24790.0 0.00011025
24800.0 0.00013827
24810.0 0.00013517
24820.0 0.00015127
24830.0 0.00011844
24840.0 0.0001352 
24850.0 0.00021778
24860.0 8.7348e-05
24870.0 0.00015486
24880.0 0.00012811
24890.0 0.00017252
24900.0 0.00011818
24910.0 0.00019639
24920.0 9.6959e-05
24930.0 0.00010792
24940.0 0.00013696
24950.0 0.00011131
24960.0 0.00018105
24970.0 0.00011185
24980.0 8.8628e-05
24990.0 0.0001352 
25000.0 0.0001385 
25010.0 0.00017224
25020.0 0.00011429
25030.0 0.00012421
25040.0 0.00016329
25050.0 0.0001289 
25060.0 0.00010586
25070.0 0.00014459
25080.0 0.00019933
25090.0 0.00012347
25100.0 8.6465e-05
25110.0 0.00013445
25120.0 0.00013934
25130.0 0.00010658
25140.0 0.00012542
25150.0 0.00014465
25160.0 0.00017977
25170.0 0.00016041
25180.0 6.4843e-05
25190.0 0.0001197 
25200.0 0.00013969
25210.0 0.00013592
25220.0 9.4644e-05
25230.0 0.00015951
25240.0 0.00015138
25250.0 0.00013558
25260.0 0.00013942
25270.0 0.00011526
25280.0 0.00010925
25290.0 0.00017515
25300.0 7.1487e-05
25310.0 0.00017   
25320.0 7.467e-05 
25330.0 0.00010372
25340.0 0.00014544
25350.0 0.00010895
25360.0 0.00014275
25370.0 0.00015341
25380.0 0.00015883
25390.0 0.00019206
25400.0 0.00012143
25410.0 0.000139  
25420.0 0.00016069
25430.0 6.1233e-05
25440.0 0.00010603
25450.0 0.00010947
25460.0 0.00011139
25470.0 0.00011769
25480.0 0.00017381
25490.0 0.00011253
25500.0 0.00013727
25510.0 0.00013021
25520.0 0.00018422
25530.0 0.00015167
25540.0 9.9346e-05
25550.0 0.00016688
25560.0 0.0001246 
25570.0 0.0002141 
25580.0 0.00012517
25590.0 0.00014255
25600.0 0.00011107
25610.0 0.00012634
25620.0 0.00014888
25630.0 0.00010362
25640.0 0.0002117 
25650.0 0.00013534
25660.0 0.00021771
25670.0 9.4579e-05
25680.0 0.00012272
25690.0 0.00017807
25700.0 0.00015445
25710.0 0.00012609
25720.0 0.00016136
25730.0 9.5296e-05
25740.0 9.8693e-05
25750.0 0.00013202
25760.0 0.00015164
25770.0 0.00023475
25780.0 9.3684e-05
25790.0 0.00010455
25800.0 0.00015257
25810.0 0.00013431
25820.0 0.00014488
25830.0 0.00016068
25840.0 0.00018574
25850.0 0.00016532
25860.0 0.00012752
25870.0 0.0001287 
25880.0 0.00011417
25890.0 0.000128  
25900.0 0.0001591 
25910.0 0.00012744
25920.0 0.00015405
25930.0 0.00016593
25940.0 0.00019072
25950.0 0.00016056
25960.0 0.00018412
25970.0 0.00013063
25980.0 0.00017177
25990.0 0.00017775
26000.0 0.0001221 
26010.0 0.00016064
26020.0 0.00013568
26030.0 9.6832e-05
26040.0 0.00011409
26050.0 0.00016171
26060.0 0.00017548
26070.0 0.00017724
26080.0 0.00014293
26090.0 0.00013351
26100.0 0.00010867
26110.0 0.00010946
26120.0 0.00016247
26130.0 0.00015345
26140.0 0.00015342
26150.0 0.00014751
26160.0 0.00015782
26170.0 0.0001435 
26180.0 0.00011729
26190.0 0.00013636
26200.0 0.00017684
26210.0 0.0001419 
26220.0 0.00016881
26230.0 0.00014785
26240.0 0.00011262
26250.0 0.00017065
26260.0 0.00019089
26270.0 0.00015567
26280.0 8.6393e-05
26290.0 0.00013047
26300.0 0.00010846
26310.0 0.00010631
26320.0 0.00011157
26330.0 0.00015716
26340.0 0.00017201
26350.0 0.00011482
26360.0 0.00015294
26370.0 0.00018246
26380.0 0.00013565
26390.0 0.00013475
26400.0 0.00016881
26410.0 0.00011904
26420.0 0.00012177
26430.0 0.00012996
26440.0 0.0001012 
26450.0 9.0378e-05
26460.0 0.00011198
26470.0 0.00014009
26480.0 0.00015946
26490.0 0.00014795
26500.0 0.00014322
26510.0 0.000113  
26520.0 0.00012241
26530.0 9.4753e-05
26540.0 0.00015136
26550.0 0.00013869
26560.0 0.00015001
26570.0 0.00010531
26580.0 0.00010219
26590.0 0.00011634
26600.0 0.00012734
26610.0 0.00015318
26620.0 0.00014933
26630.0 0.00013966
26640.0 0.00011931
26650.0 0.00015287
26660.0 0.00014824
26670.0 0.00012782
26680.0 0.00011672
26690.0 0.00014739
26700.0 0.00012314
26710.0 0.0001432 
26720.0 9.9206e-05
26730.0 0.00014779
26740.0 0.00010653
26750.0 0.00011071
26760.0 0.00011919
26770.0 0.00021001
26780.0 0.00014315
26790.0 0.00017635
26800.0 0.00018615
26810.0 0.00013873
26820.0 0.00016983
26830.0 0.00013689
26840.0 8.8105e-05
26850.0 8.7065e-05
26860.0 0.00017013
26870.0 0.00010849
26880.0 0.00019689
26890.0 0.00011688
26900.0 0.00012693
26910.0 0.00011456
26920.0 9.1792e-05
26930.0 9.488e-05 
26940.0 0.00016023
26950.0 0.00014052
26960.0 0.00017318
26970.0 0.00016591
26980.0 0.00014003
26990.0 0.00011479
27000.0 0.00014668
27010.0 0.00010704
27020.0 0.00015268
27030.0 0.00019849
27040.0 0.0001344 
27050.0 0.00013438
27060.0 0.0001255 
27070.0 0.00010302
27080.0 0.00011864
27090.0 0.00013556
27100.0 0.00011475
27110.0 0.00017133
27120.0 0.00016399
27130.0 0.00015762
27140.0 0.00015554
27150.0 0.00015596
27160.0 0.00012537
27170.0 0.00019684
27180.0 0.00011185
27190.0 0.00012112
27200.0 0.00013039
27210.0 0.00012889
27220.0 0.00016534
27230.0 0.00012829
27240.0 0.00014875
27250.0 0.00016203
27260.0 0.00018067
27270.0 0.00011572
27280.0 0.00012124
27290.0 0.00015099
27300.0 0.00014284
27310.0 0.00012173
27320.0 0.00011667
27330.0 0.00010121
27340.0 0.00015457
27350.0 0.00018989
27360.0 0.00013332
27370.0 0.00018078
27380.0 0.00013108
27390.0 8.6133e-05
27400.0 0.00012515
27410.0 0.00017083
27420.0 0.00017778
27430.0 0.00019508
27440.0 0.00012206
27450.0 0.00012977
27460.0 0.00017501
27470.0 0.00021277
27480.0 0.00016825
27490.0 0.00017341
27500.0 0.0001064 
27510.0 0.00012788
27520.0 0.00016223
27530.0 0.00019831
27540.0 0.00017503
27550.0 0.00016089
27560.0 0.00016934
27570.0 0.00015998
27580.0 0.00017317
27590.0 0.0001091 
27600.0 0.00014857
27610.0 0.00015054
27620.0 0.00020149
27630.0 0.00013903
27640.0 0.00017675
27650.0 0.00013502
27660.0 0.00014209
27670.0 0.00018077
27680.0 0.00013747
27690.0 0.00016361
27700.0 0.00018257
27710.0 0.00012121
27720.0 0.00010483
27730.0 0.00010053
27740.0 0.00019574
27750.0 0.00014177
27760.0 0.00012889
27770.0 0.00014067
27780.0 0.00011442
27790.0 7.1278e-05
27800.0 0.00012737
27810.0 0.00019734
27820.0 0.00013552
27830.0 0.00011994
27840.0 0.00017665
27850.0 9.064e-05 
27860.0 0.00016075
27870.0 0.00014464
27880.0 0.00011567
27890.0 0.00020454
27900.0 0.00016225
27910.0 0.0001137 
27920.0 0.00022849
27930.0 0.00015019
27940.0 0.00018842
27950.0 0.00014513
27960.0 0.00018361
27970.0 0.00014961
27980.0 0.00016253
27990.0 0.00020831
28000.0 0.00017458
28010.0 0.0001294 
28020.0 0.00014619
28030.0 0.00021138
28040.0 7.4973e-05
28050.0 0.00014894
28060.0 0.00010992
28070.0 0.00013713
28080.0 0.00016431
28090.0 0.00012792
28100.0 0.00017364
28110.0 0.00011946
28120.0 0.00013322
28130.0 0.00012516
28140.0 0.00011524
28150.0 0.00012575
28160.0 0.00011236
28170.0 0.00015726
28180.0 0.00015295
28190.0 0.00020451
28200.0 0.00018433
28210.0 0.00015617
28220.0 0.00018882
28230.0 0.00012706
28240.0 0.00019285
28250.0 0.00017758
28260.0 0.00015171
28270.0 0.00016361
28280.0 0.00015394
28290.0 0.00021159
28300.0 0.00017593
28310.0 0.00015196
28320.0 0.00018381
28330.0 0.00012849
28340.0 0.00015306
28350.0 0.00015339
28360.0 0.00016013
28370.0 0.00021322
28380.0 0.00018164
28390.0 0.00017283
28400.0 0.00015338
28410.0 0.00023879
28420.0 0.00014632
28430.0 0.00021429
28440.0 0.00013978
28450.0 0.00023018
28460.0 0.00019074
28470.0 0.00016096
28480.0 0.00021678
28490.0 0.00019204
28500.0 0.00016673
28510.0 0.00025784
28520.0 0.00019303
28530.0 0.0001039 
28540.0 0.00016847
28550.0 0.00012963
28560.0 0.00027284
28570.0 0.00014443
28580.0 0.00021241
28590.0 0.0002025 
28600.0 0.00026614
28610.0 0.00025028
28620.0 0.00022738
28630.0 0.00026141
28640.0 0.00023185
28650.0 0.00025359
28660.0 0.00020388
28670.0 0.00029815
28680.0 0.0002809 
28690.0 0.00029069
28700.0 0.00023219
28710.0 0.0002208 
28720.0 0.00029945
28730.0 0.00025378
28740.0 0.00029837
28750.0 0.00021559
28760.0 0.00018173
28770.0 0.00031463
28780.0 0.00019283
28790.0 0.00021662
28800.0 0.00028583
28810.0 0.0001605 
28820.0 0.00019217
28830.0 0.00024031
28840.0 0.0002966 
28850.0 0.00037034
28860.0 0.00027875
28870.0 0.00026534
28880.0 0.00025216
28890.0 0.00034412
28900.0 0.00018273
28910.0 0.00031778
28920.0 0.00021998
28930.0 0.00035778
28940.0 0.00027547
28950.0 0.00034691
28960.0 0.00028948
28970.0 0.00031872
28980.0 0.00029457
28990.0 0.00028819
29000.0 0.00035372
29010.0 0.0003655 
29020.0 0.00037729
29030.0 0.00038877
29040.0 0.00038267
29050.0 0.00029176
29060.0 0.00040612
29070.0 0.00037122
29080.0 0.00037333
29090.0 0.00032765
29100.0 0.00032038
29110.0 0.00046766
29120.0 0.00038291
29130.0 0.00035573
29140.0 0.00034749
29150.0 0.00042846
29160.0 0.00036156
29170.0 0.00048378
29180.0 0.00027455
29190.0 0.00034734
29200.0 0.00040032
29210.0 0.00030087
29220.0 0.0002609 
29230.0 0.00026216
29240.0 0.00038887
29250.0 0.00037993
29260.0 0.00045514
29270.0 0.00035167
29280.0 0.00044878
29290.0 0.00046213
29300.0 0.00041032
29310.0 0.00036951
29320.0 0.00038288
29330.0 0.00038396
29340.0 0.00016713
29350.0 0.00036664
29360.0 0.00044594
29370.0 0.00031496
29380.0 0.00042837
29390.0 0.00038537
29400.0 0.00044489
29410.0 0.00051565
29420.0 0.00036983
29430.0 0.00034927
29440.0 0.00049069
29450.0 0.00044672
29460.0 0.00042582
29470.0 0.0005457 
29480.0 0.00035947
29490.0 0.00033724
29500.0 0.00044694
29510.0 0.00043684
29520.0 0.00051241
29530.0 0.00042948
29540.0 0.0003221 
29550.0 0.00047118
29560.0 0.00028895
29570.0 0.000501  
29580.0 0.00041654
29590.0 0.00034379
29600.0 0.00044662
29610.0 0.00048762
29620.0 0.00040152
29630.0 0.00039058
29640.0 0.00038028
29650.0 0.00053942
29660.0 0.00024085
29670.0 0.00052035
29680.0 0.00052394
29690.0 0.00040686
29700.0 0.00035578
29710.0 0.00026256
29720.0 0.0005106 
29730.0 0.00044436
29740.0 0.00039249
29750.0 0.0005331 
29760.0 0.0005644 
29770.0 0.00048372
29780.0 0.00051428
29790.0 0.00040366
29800.0 0.00040627
29810.0 0.00046626
29820.0 0.00048377
29830.0 0.00064654
29840.0 0.00051832
29850.0 0.00055068
29860.0 0.00048005
29870.0 0.0008264 
29880.0 0.00039613
29890.0 0.00059476
29900.0 0.00055334
29910.0 0.00081766
29920.0 0.00039115
29930.0 0.00050233
29940.0 0.00063226
29950.0 0.00062026
29960.0 0.00049702
29970.0 0.00054927
29980.0 0.00050405
29990.0 0.00052415
30000.0 0.00064255
30010.0 0.00072814
30020.0 0.00071639
30030.0 0.0006213 
30040.0 0.00060941
30050.0 0.0005627 
30060.0 0.00065143
30070.0 0.00062251
30080.0 0.00057468
30090.0 0.00059567
30100.0 0.00032058
30110.0 0.00074431
30120.0 0.00064336
30130.0 0.00057717
30140.0 0.00050869
30150.0 0.00076514
30160.0 0.00058921
30170.0 0.00066693
30180.0 0.00069076
30190.0 0.00084491
30200.0 0.00060708
30210.0 0.00051643
30220.0 0.00063421
30230.0 0.00073539
30240.0 0.00048967
30250.0 0.00088176
30260.0 0.00081061
30270.0 0.00089421
30280.0 0.0010799 
30290.0 0.0005879 
30300.0 0.00067237
30310.0 0.00071824
30320.0 0.00086725
30330.0 0.00099688
30340.0 0.00061066
30350.0 0.00063564
30360.0 0.00095756
30370.0 0.00089938
30380.0 0.00090794
30390.0 0.00084941
30400.0 0.00081379
30410.0 0.0008852 
30420.0 0.001024  
30430.0 0.00078777
30440.0 0.00099586
30450.0 0.00080108
30460.0 0.00083006
30470.0 0.00042302
30480.0 0.00077352
30490.0 0.00084997
30500.0 0.001068  
30510.0 0.00072097
30520.0 0.00094073
30530.0 0.0010709 
30540.0 0.0008593 
30550.0 0.00089088
30560.0 0.0011448 
30570.0 0.00097981
30580.0 0.00086196
30590.0 0.0012494 
30600.0 0.00090284
30610.0 0.00062644
30620.0 0.0014097 
30630.0 0.00071624
30640.0 0.001038  
30650.0 0.0010992 
30660.0 0.0013237 
30670.0 0.00076785
30680.0 0.00069316
30690.0 0.0010564 
30700.0 0.00112   
30710.0 0.00070969
30720.0 0.00074479
30730.0 0.00063681
30740.0 0.00092968
30750.0 0.00073638
30760.0 0.00080126
30770.0 0.00098552
30780.0 0.0010537 
30790.0 0.001182  
30800.0 0.0010412 
30810.0 0.0010805 
30820.0 0.0010586 
30830.0 0.0014736 
30840.0 0.0012023 
30850.0 0.0010565 
30860.0 0.0014151 
30870.0 0.0010734 
30880.0 0.00098624
30890.0 0.0010934 
30900.0 0.00096997
30910.0 0.0015111 
30920.0 0.001257  
30930.0 0.0010985 
30940.0 0.0013135 
30950.0 0.0014285 
30960.0 0.0015093 
30970.0 0.0012453 
30980.0 0.0017143 
30990.0 0.0011585 
31000.0 0.001567  
31010.0 0.00099821
31020.0 0.0014124 
31030.0 0.0016124 
31040.0 0.0010274 
31050.0 0.00134   
31060.0 0.0016202 
31070.0 0.0012098 
31080.0 0.0011433 
31090.0 0.0017815 
31100.0 0.0016    
31110.0 0.0015722 
31120.0 0.0020301 
31130.0 0.0016015 
31140.0 0.001289  
31150.0 0.0015066 
31160.0 0.0014354 
31170.0 0.0013231 
31180.0 0.0018896 
31190.0 0.0010443 
31200.0 0.0017008 
31210.0 0.0012364 
31220.0 0.0015553 
31230.0 0.001613  
31240.0 0.0012692 
31250.0 0.0014147 
31260.0 0.0018791 
31270.0 0.0012566 
31280.0 0.0013119 
31290.0 0.0017869 
31300.0 0.00096074
31310.0 0.0018647 
31320.0 0.0020688 
31330.0 0.0016526 
31340.0 0.001959  
31350.0 0.0014846 
31360.0 0.0022836 
31370.0 0.0011139 
31380.0 0.0014195 
31390.0 0.0020345 
31400.0 0.0020551 
31410.0 0.0020137 
31420.0 0.0019226 
31430.0 0.0013172 
31440.0 0.0017482 
31450.0 0.0012874 
31460.0 0.0015561 
31470.0 0.001625  
31480.0 0.0020646 
31490.0 0.002241  
31500.0 0.0026393 
31510.0 0.0021651 
31520.0 0.0025112 
31530.0 0.0023024 
31540.0 0.0014276 
31550.0 0.0027331 
31560.0 0.0019056 
31570.0 0.002773  
31580.0 0.0018688 
31590.0 0.002695  
31600.0 0.002419  
31610.0 0.0018514 
31620.0 0.0024557 
31630.0 0.0019386 
31640.0 0.0020693 
31650.0 0.0029931 
31660.0 0.0017329 
31670.0 0.0021724 
31680.0 0.0013906 
31690.0 0.0022682 
31700.0 0.0021567 
31710.0 0.0026133 
31720.0 0.0024988 
31730.0 0.0021399 
31740.0 0.0025993 
31750.0 0.0024218 
31760.0 0.0019189 
31770.0 0.0025934 
31780.0 0.0016207 
31790.0 0.0023674 
31800.0 0.0028543 
31810.0 0.0021306 
31820.0 0.0022193 
31830.0 0.0028512 
31840.0 0.0027433 
31850.0 0.0029082 
31860.0 0.0031425 
31870.0 0.0023905 
31880.0 0.0024839 
31890.0 0.0019267 
31900.0 0.0033434 
31910.0 0.0024922 
31920.0 0.0028096 
31930.0 0.0027656 
31940.0 0.0021827 
31950.0 0.002909  
31960.0 0.0013698 
31970.0 0.0026526 
31980.0 0.0041149 
31990.0 0.0031891 
32000.0 0.0023258 
32010.0 0.0029214 
32020.0 0.0026181 
32030.0 0.0030689 
32040.0 0.0030055 
32050.0 0.0024405 
32060.0 0.0014238 
32070.0 0.0042273 
32080.0 0.0031328 
32090.0 0.0026228 
32100.0 0.0025705 
32110.0 0.0030485 
32120.0 0.0022521 
32130.0 0.0038509 
32140.0 0.0029631 
32150.0 0.0031878 
32160.0 0.0025554 
32170.0 0.0028781 
32180.0 0.0016306 
32190.0 0.0044394 
32200.0 0.0032819 
32210.0 0.0041387 
32220.0 0.0032793 
32230.0 0.0035141 
32240.0 0.0038795 
32250.0 0.0027406 
32260.0 0.0037497 
32270.0 0.0044477 
32280.0 0.0053751 
32290.0 0.0043274 
32300.0 0.0043583 
32310.0 0.0043055 
32320.0 0.0041099 
32330.0 0.0033416 
32340.0 0.0034828 
32350.0 0.0050859 
32360.0 0.0039167 
32370.0 0.0045746 
32380.0 0.0058344 
32390.0 0.0047926 
32400.0 0.0023526 
32410.0 0.0046733 
32420.0 0.0039761 
32430.0 0.0036368 
32440.0 0.0052634 
32450.0 0.0044052 
32460.0 0.0048901 
32470.0 0.0048491 
32480.0 0.006638  
32490.0 0.0051658 
32500.0 0.0039342 
32510.0 0.0035557 
32520.0 0.006219  
32530.0 0.0057486 
32540.0 0.005348  
32550.0 0.0054655 
32560.0 0.0047417 
32570.0 0.0056834 
32580.0 0.0054534 
32590.0 0.0071002 
32600.0 0.0067343 
32610.0 0.007047  
32620.0 0.0080754 
32630.0 0.0053997 
32640.0 0.0087145 
32650.0 0.0063701 
32660.0 0.0066672 
32670.0 0.0065356 
32680.0 0.0084748 
32690.0 0.0049124 
