#K	G0204
#scanned warm
#Wavelength (Ang) transmission
18430.0 0.00012773 
18440.0 4.9194e-05 
18450.0 8.9549e-05 
18460.0 5.1924e-05 
18470.0 8.72e-05   
18480.0 7.299e-05  
18490.0 0.00010298 
18500.0 0.0001213  
18510.0 1.7182e-05 
18520.0 7.3097e-05 
18530.0 9.5364e-05 
18540.0 2.0648e-05 
18550.0 5.0743e-05 
18560.0 0.00013314 
18570.0 7.8177e-05 
18580.0 5.4464e-05 
18590.0 0.00011841 
18600.0 4.7598e-05 
18610.0 8.0112e-05 
18620.0 8.423e-05  
18630.0 9.1344e-05 
18640.0 0.00010748 
18650.0 6.67e-05   
18660.0 4.3674e-05 
18670.0 4.957e-05  
18680.0 7.3521e-05 
18690.0 0.00010764 
18700.0 7.2379e-05 
18710.0 4.9527e-05 
18720.0 0.00013543 
18730.0 3.8215e-05 
18740.0 6.2664e-05 
18750.0 5.8823e-05 
18760.0 9.6704e-05 
18770.0 0.00010868 
18780.0 7.6818e-05 
18790.0 8.3731e-05 
18800.0 6.1054e-05 
18810.0 0.00012161 
18820.0 5.7758e-05 
18830.0 5.3211e-05 
18840.0 0.00012502 
18850.0 8.3557e-05 
18860.0 8.012e-05  
18870.0 9.5053e-05 
18880.0 0.00010215 
18890.0 6.2541e-05 
18900.0 9.859e-05  
18910.0 9.0181e-05 
18920.0 8.1345e-05 
18930.0 3.6724e-05 
18940.0 0.00012187 
18950.0 9.1001e-05 
18960.0 5.7115e-05 
18970.0 0.00013399 
18980.0 0.00010838 
18990.0 5.4182e-05 
19000.0 8.8628e-05 
19010.0 5.0697e-05 
19020.0 0.00016765 
19030.0 7.4406e-05 
19040.0 8.1562e-05 
19050.0 0.00010279 
19060.0 0.00011171 
19070.0 7.9984e-05 
19080.0 0.00010074 
19090.0 0.00010775 
19100.0 0.00011955 
19110.0 6.3114e-05 
19120.0 8.2313e-05 
19130.0 0.00011263 
19140.0 0.00012892 
19150.0 0.00010587 
19160.0 0.0001131  
19170.0 8.7136e-05 
19180.0 5.1758e-05 
19190.0 0.00015883 
19200.0 8.8512e-05 
19210.0 0.0001465  
19220.0 8.5741e-05 
19230.0 8.6882e-05 
19240.0 9.3651e-05 
19250.0 9.1911e-05 
19260.0 8.2922e-05 
19270.0 8.1968e-05 
19280.0 0.00010007 
19290.0 0.00011585 
19300.0 7.0331e-05 
19310.0 0.00014219 
19320.0 5.3521e-05 
19330.0 0.00013271 
19340.0 0.0001282  
19350.0 9.1128e-05 
19360.0 8.2701e-05 
19370.0 0.00011578 
19380.0 0.00013276 
19390.0 0.00014553 
19400.0 0.00015851 
19410.0 0.00012858 
19420.0 8.6984e-05 
19430.0 0.00011122 
19440.0 0.00019065 
19450.0 0.00016606 
19460.0 0.00014089 
19470.0 0.0001291  
19480.0 0.00015329 
19490.0 0.00021579 
19500.0 0.0001736  
19510.0 0.00020287 
19520.0 0.00016837 
19530.0 0.00018177 
19540.0 0.00017961 
19550.0 0.00022002 
19560.0 0.00018818 
19570.0 0.00022825 
19580.0 0.00024498 
19590.0 0.00023245 
19600.0 0.00022704 
19610.0 0.00034332 
19620.0 0.00030195 
19630.0 0.00032847 
19640.0 0.0002959  
19650.0 0.00038143 
19660.0 0.00041282 
19670.0 0.00042691 
19680.0 0.00042124 
19690.0 0.00046845 
19700.0 0.00049804 
19710.0 0.00056431 
19720.0 0.00059048 
19730.0 0.00061863 
19740.0 0.00064648 
19750.0 0.00073465 
19760.0 0.0007113  
19770.0 0.00081545 
19780.0 0.00089258 
19790.0 0.00098614 
19800.0 0.0010289  
19810.0 0.0010768  
19820.0 0.0011911  
19830.0 0.0013253  
19840.0 0.0014312  
19850.0 0.001581   
19860.0 0.0016501  
19870.0 0.0017729  
19880.0 0.0019772  
19890.0 0.0020791  
19900.0 0.0022476  
19910.0 0.0024089  
19920.0 0.0025709  
19930.0 0.0027146  
19940.0 0.0029992  
19950.0 0.0031984  
19960.0 0.0033489  
19970.0 0.0036963  
19980.0 0.0039238  
19990.0 0.0042417  
20000.0 0.0046086  
20010.0 0.0049608  
20020.0 0.0052891  
20030.0 0.0056818  
20040.0 0.0060923  
20050.0 0.0065327  
20060.0 0.0071606  
20070.0 0.0076542  
20080.0 0.0082962  
20090.0 0.0089486  
20100.0 0.0096719  
20110.0 0.010433   
20120.0 0.011358   
20130.0 0.012253   
20140.0 0.013303   
20150.0 0.014358   
20160.0 0.015608   
20170.0 0.016978   
20180.0 0.018513   
20190.0 0.020164   
20200.0 0.022013   
20210.0 0.024001   
20220.0 0.026207   
20230.0 0.028725   
20240.0 0.031412   
20250.0 0.034483   
20260.0 0.037951   
20270.0 0.041555   
20280.0 0.045664   
20290.0 0.050243   
20300.0 0.055217   
20310.0 0.060898   
20320.0 0.066982   
20330.0 0.073709   
20340.0 0.081231   
20350.0 0.089427   
20360.0 0.098487   
20370.0 0.10837    
20380.0 0.11929    
20390.0 0.131      
20400.0 0.14401    
20410.0 0.15765    
20420.0 0.1729     
20430.0 0.18901    
20440.0 0.20687    
20450.0 0.22549    
20460.0 0.24492    
20470.0 0.26587    
20480.0 0.28747    
20490.0 0.31058    
20500.0 0.33503    
20510.0 0.35918    
20520.0 0.38452    
20530.0 0.41061    
20540.0 0.43692    
20550.0 0.46329    
20560.0 0.49055    
20570.0 0.51713    
20580.0 0.54381    
20590.0 0.56995    
20600.0 0.59549    
20610.0 0.62118    
20620.0 0.64527    
20630.0 0.66971    
20640.0 0.69274    
20650.0 0.71431    
20660.0 0.73544    
20670.0 0.75539    
20680.0 0.77378    
20690.0 0.79207    
20700.0 0.80822    
20710.0 0.82326    
20720.0 0.8374     
20730.0 0.84985    
20740.0 0.86129    
20750.0 0.87206    
20760.0 0.88107    
20770.0 0.88897    
20780.0 0.89613    
20790.0 0.90194    
20800.0 0.90696    
20810.0 0.91117    
20820.0 0.91464    
20830.0 0.91713    
20840.0 0.91899    
20850.0 0.9205     
20860.0 0.92155    
20870.0 0.92201    
20880.0 0.92232    
20890.0 0.92234    
20900.0 0.92201    
20910.0 0.92169    
20920.0 0.92127    
20930.0 0.92082    
20940.0 0.92021    
20950.0 0.91997    
20960.0 0.91958    
20970.0 0.91902    
20980.0 0.91894    
20990.0 0.91895    
21000.0 0.91895    
21010.0 0.91931    
21020.0 0.91988    
21030.0 0.92037    
21040.0 0.92091    
21050.0 0.92172    
21060.0 0.92263    
21070.0 0.92369    
21080.0 0.92454    
21090.0 0.926      
21100.0 0.92744    
21110.0 0.92858    
21120.0 0.92991    
21130.0 0.93166    
21140.0 0.93273    
21150.0 0.93394    
21160.0 0.93517    
21170.0 0.93632    
21180.0 0.93747    
21190.0 0.93866    
21200.0 0.9397     
21210.0 0.94065    
21220.0 0.94083    
21230.0 0.94148    
21240.0 0.94211    
21250.0 0.94179    
21260.0 0.9422     
21270.0 0.94197    
21280.0 0.94138    
21290.0 0.94182    
21300.0 0.94127    
21310.0 0.94053    
21320.0 0.93965    
21330.0 0.93851    
21340.0 0.93725    
21350.0 0.93619    
21360.0 0.93491    
21370.0 0.93335    
21380.0 0.93205    
21390.0 0.93031    
21400.0 0.92847    
21410.0 0.92675    
21420.0 0.92477    
21430.0 0.9227     
21440.0 0.92105    
21450.0 0.91937    
21460.0 0.91758    
21470.0 0.91606    
21480.0 0.91472    
21490.0 0.91293    
21500.0 0.91157    
21510.0 0.91011    
21520.0 0.90889    
21530.0 0.90757    
21540.0 0.90659    
21550.0 0.90612    
21560.0 0.90514    
21570.0 0.9044     
21580.0 0.90406    
21590.0 0.90391    
21600.0 0.90336    
21610.0 0.90317    
21620.0 0.90334    
21630.0 0.9037     
21640.0 0.90419    
21650.0 0.90484    
21660.0 0.90554    
21670.0 0.90624    
21680.0 0.90708    
21690.0 0.90794    
21700.0 0.90898    
21710.0 0.90992    
21720.0 0.91136    
21730.0 0.91295    
21740.0 0.91421    
21750.0 0.91594    
21760.0 0.91734    
21770.0 0.9188     
21780.0 0.92031    
21790.0 0.92181    
21800.0 0.92354    
21810.0 0.92513    
21820.0 0.92702    
21830.0 0.9289     
21840.0 0.93061    
21850.0 0.93222    
21860.0 0.93384    
21870.0 0.9353     
21880.0 0.93655    
21890.0 0.93788    
21900.0 0.93955    
21910.0 0.94063    
21920.0 0.94187    
21930.0 0.94299    
21940.0 0.94376    
21950.0 0.94417    
21960.0 0.94487    
21970.0 0.94517    
21980.0 0.9453     
21990.0 0.94556    
22000.0 0.94568    
22010.0 0.94603    
22020.0 0.94592    
22030.0 0.94559    
22040.0 0.94555    
22050.0 0.9451     
22060.0 0.94473    
22070.0 0.94445    
22080.0 0.94441    
22090.0 0.94417    
22100.0 0.94414    
22110.0 0.9441     
22120.0 0.94402    
22130.0 0.94362    
22140.0 0.94321    
22150.0 0.94322    
22160.0 0.94289    
22170.0 0.94283    
22180.0 0.94308    
22190.0 0.94299    
22200.0 0.94263    
22210.0 0.94288    
22220.0 0.94284    
22230.0 0.94214    
22240.0 0.9424     
22250.0 0.94256    
22260.0 0.94265    
22270.0 0.94295    
22280.0 0.94309    
22290.0 0.94344    
22300.0 0.94332    
22310.0 0.94324    
22320.0 0.94336    
22330.0 0.94334    
22340.0 0.94328    
22350.0 0.9434     
22360.0 0.94389    
22370.0 0.94429    
22380.0 0.94417    
22390.0 0.94434    
22400.0 0.9446     
22410.0 0.94433    
22420.0 0.94446    
22430.0 0.94445    
22440.0 0.94494    
22450.0 0.94534    
22460.0 0.94526    
22470.0 0.94558    
22480.0 0.94563    
22490.0 0.94585    
22500.0 0.94574    
22510.0 0.94564    
22520.0 0.94583    
22530.0 0.94649    
22540.0 0.94661    
22550.0 0.94664    
22560.0 0.94711    
22570.0 0.94684    
22580.0 0.94675    
22590.0 0.94653    
22600.0 0.94665    
22610.0 0.94693    
22620.0 0.94741    
22630.0 0.94694    
22640.0 0.94659    
22650.0 0.94729    
22660.0 0.94695    
22670.0 0.94678    
22680.0 0.9469     
22690.0 0.94678    
22700.0 0.94767    
22710.0 0.94722    
22720.0 0.94693    
22730.0 0.94761    
22740.0 0.94749    
22750.0 0.94758    
22760.0 0.94835    
22770.0 0.94769    
22780.0 0.94836    
22790.0 0.94911    
22800.0 0.94918    
22810.0 0.94936    
22820.0 0.95039    
22830.0 0.95074    
22840.0 0.95021    
22850.0 0.95044    
22860.0 0.95173    
22870.0 0.9525     
22880.0 0.95259    
22890.0 0.95285    
22900.0 0.95408    
22910.0 0.95462    
22920.0 0.95428    
22930.0 0.95487    
22940.0 0.95444    
22950.0 0.95533    
22960.0 0.95544    
22970.0 0.95547    
22980.0 0.95527    
22990.0 0.95576    
23000.0 0.95567    
23010.0 0.95459    
23020.0 0.9539     
23030.0 0.95478    
23040.0 0.95366    
23050.0 0.95183    
23060.0 0.95183    
23070.0 0.95123    
23080.0 0.94985    
23090.0 0.94945    
23100.0 0.9486     
23110.0 0.94672    
23120.0 0.94563    
23130.0 0.94433    
23140.0 0.94304    
23150.0 0.94185    
23160.0 0.94047    
23170.0 0.93934    
23180.0 0.9378     
23190.0 0.93612    
23200.0 0.93552    
23210.0 0.93425    
23220.0 0.9327     
23230.0 0.93159    
23240.0 0.93085    
23250.0 0.93015    
23260.0 0.9292     
23270.0 0.92907    
23280.0 0.92867    
23290.0 0.92809    
23300.0 0.92802    
23310.0 0.92836    
23320.0 0.92868    
23330.0 0.92877    
23340.0 0.92967    
23350.0 0.93079    
23360.0 0.93161    
23370.0 0.93256    
23380.0 0.93433    
23390.0 0.93609    
23400.0 0.93724    
23410.0 0.93929    
23420.0 0.94112    
23430.0 0.94267    
23440.0 0.94472    
23450.0 0.94715    
23460.0 0.94889    
23470.0 0.94959    
23480.0 0.95173    
23490.0 0.95274    
23500.0 0.95275    
23510.0 0.95239    
23520.0 0.95125    
23530.0 0.94878    
23540.0 0.94497    
23550.0 0.94004    
23560.0 0.93324    
23570.0 0.92439    
23580.0 0.91301    
23590.0 0.90023    
23600.0 0.88394    
23610.0 0.86563    
23620.0 0.84431    
23630.0 0.82025    
23640.0 0.79407    
23650.0 0.765      
23660.0 0.73302    
23670.0 0.69911    
23680.0 0.66406    
23690.0 0.62747    
23700.0 0.59039    
23710.0 0.55171    
23720.0 0.51343    
23730.0 0.47545    
23740.0 0.43788    
23750.0 0.40317    
23760.0 0.36916    
23770.0 0.33607    
23780.0 0.30587    
23790.0 0.27643    
23800.0 0.2498     
23810.0 0.22594    
23820.0 0.20315    
23830.0 0.18277    
23840.0 0.16447    
23850.0 0.14708    
23860.0 0.13177    
23870.0 0.11818    
23880.0 0.10597    
23890.0 0.094698   
23900.0 0.084837   
23910.0 0.075893   
23920.0 0.067885   
23930.0 0.060762   
23940.0 0.054504   
23950.0 0.048864   
23960.0 0.043779   
23970.0 0.039292   
23980.0 0.0352     
23990.0 0.031661   
24000.0 0.028578   
24010.0 0.025655   
24020.0 0.023198   
24030.0 0.020943   
24040.0 0.018834   
24050.0 0.017077   
24060.0 0.015507   
24070.0 0.014022   
24080.0 0.012709   
24090.0 0.011606   
24100.0 0.010477   
24110.0 0.0095949  
24120.0 0.0087666  
24130.0 0.0079832  
24140.0 0.0073226  
24150.0 0.0067442  
24160.0 0.0061574  
24170.0 0.0056077  
24180.0 0.0051737  
24190.0 0.0047569  
24200.0 0.004351   
24210.0 0.0040252  
24220.0 0.0037417  
24230.0 0.0034548  
24240.0 0.0031771  
24250.0 0.0028952  
24260.0 0.0027525  
24270.0 0.0025089  
24280.0 0.0024309  
24290.0 0.0021296  
24300.0 0.0019994  
24310.0 0.0019031  
24320.0 0.0017944  
24330.0 0.0016543  
24340.0 0.0016026  
24350.0 0.0014551  
24360.0 0.0013798  
24370.0 0.0012667  
24380.0 0.0012285  
24390.0 0.0011761  
24400.0 0.00099072 
24410.0 0.00099326 
24420.0 0.00092752 
24430.0 0.00087428 
24440.0 0.00080676 
24450.0 0.00073523 
24460.0 0.00077077 
24470.0 0.00065503 
24480.0 0.00071351 
24490.0 0.00064719 
24500.0 0.00061659 
24510.0 0.0005928  
24520.0 0.00051642 
24530.0 0.00044323 
24540.0 0.00051548 
24550.0 0.00048816 
24560.0 0.00045785 
24570.0 0.00041897 
24580.0 0.00038243 
24590.0 0.00036568 
24600.0 0.0003609  
24610.0 0.00039453 
24620.0 0.00035509 
24630.0 0.00039076 
24640.0 0.00035209 
24650.0 0.00032973 
24660.0 0.00029596 
24670.0 0.00032477 
24680.0 0.00022491 
24690.0 0.00029263 
24700.0 0.00023964 
24710.0 0.00021381 
24720.0 0.00027574 
24730.0 0.00031496 
24740.0 0.0001929  
24750.0 0.00022192 
24760.0 0.00023392 
24770.0 0.0002917  
24780.0 0.00015546 
24790.0 0.00019239 
24800.0 0.00019242 
24810.0 0.00022513 
24820.0 0.00017657 
24830.0 0.00020137 
24840.0 0.00022567 
24850.0 0.00016739 
24860.0 0.00020451 
24870.0 0.00017309 
24880.0 0.00017322 
24890.0 0.00015191 
24900.0 0.00016827 
24910.0 0.00014773 
24920.0 0.00013937 
24930.0 0.00017356 
24940.0 0.00012209 
24950.0 0.00016078 
24960.0 0.00014847 
24970.0 0.00013179 
24980.0 0.00010912 
24990.0 0.00011985 
25000.0 0.00014819 
25010.0 0.00021703 
25020.0 7.8126e-05 
25030.0 0.00016061 
25040.0 8.1707e-05 
25050.0 0.00012332 
25060.0 0.00011588 
25070.0 0.00015644 
25080.0 0.00013152 
25090.0 6.611e-05  
25100.0 9.7998e-05 
25110.0 9.9215e-05 
25120.0 6.5733e-05 
25130.0 7.7844e-05 
25140.0 0.00017915 
25150.0 5.3762e-05 
25160.0 0.00014826 
25170.0 0.00010831 
25180.0 0.00010482 
25190.0 9.9066e-05 
25200.0 0.00013242 
25210.0 6.5422e-05 
25220.0 7.8016e-05 
25230.0 0.0001108  
25240.0 0.00011931 
25250.0 7.7884e-05 
25260.0 0.00013074 
25270.0 0.00014053 
25280.0 3.2024e-05 
25290.0 7.4148e-05 
25300.0 7.2343e-05 
25310.0 7.7578e-05 
25320.0 3.8313e-05 
25330.0 0.00011891 
25340.0 5.5002e-05 
25350.0 9.5818e-05 
25360.0 0.00010855 
25370.0 0.0001001  
25380.0 9.7114e-05 
25390.0 0.00012367 
25400.0 7.3764e-05 
25410.0 0.00011416 
25420.0 0.00012834 
25430.0 9.0075e-05 
25440.0 9.9592e-05 
25450.0 8.9911e-05 
25460.0 0.00010576 
25470.0 4.542e-05  
25480.0 0.00010785 
25490.0 7.42e-05   
25500.0 0.00014426 
25510.0 0.00013267 
25520.0 9.3e-05    
25530.0 6.7123e-05 
25540.0 0.00010245 
25550.0 0.00013203 
25560.0 7.6161e-05 
25570.0 6.8597e-05 
25580.0 4.262e-05  
25590.0 5.6916e-05 
25600.0 8.2223e-05 
25610.0 6.5664e-05 
25620.0 0.00010308 
25630.0 9.7145e-05 
25640.0 0.00011045 
25650.0 7.0852e-05 
25660.0 6.3077e-05 
25670.0 0.00012379 
25680.0 6.6005e-05 
25690.0 0.00012371 
25700.0 7.7179e-05 
25710.0 4.1422e-05 
25720.0 0.00010905 
25730.0 3.3634e-05 
25740.0 0.00016032 
25750.0 7.0368e-05 
25760.0 7.3777e-05 
25770.0 6.2593e-05 
25780.0 0.00010066 
25790.0 0.00010669 
25800.0 0.00014433 
25810.0 9.3783e-05 
25820.0 3.6159e-05 
25830.0 6.6185e-05 
25840.0 7.8613e-05 
25850.0 7.0562e-05 
25860.0 0.00010674 
25870.0 8.6815e-05 
25880.0 9.8546e-05 
25890.0 6.9271e-05 
25900.0 0.00014285 
25910.0 8.9127e-05 
25920.0 9.7022e-05 
25930.0 4.4373e-05 
25940.0 8.967e-05  
25950.0 8.638e-05  
25960.0 0.00011334 
25970.0 5.8319e-05 
25980.0 0.00013404 
25990.0 5.7471e-05 
26000.0 6.2488e-05 
26010.0 6.5551e-05 
26020.0 0.00010758 
26030.0 5.0081e-05 
26040.0 8.5177e-05 
26050.0 5.0047e-05 
26060.0 2.7189e-05 
26070.0 0.00014221 
26080.0 4.2108e-05 
26090.0 9.6604e-05 
26100.0 9.3893e-05 
26110.0 0.00012466 
26120.0 7.6968e-05 
26130.0 7.7533e-05 
26140.0 0.00013831 
26150.0 8.4412e-05 
26160.0 3.7367e-05 
26170.0 0.00012123 
26180.0 0.00012089 
26190.0 1.687e-05  
26200.0 1.7102e-05 
26210.0 6.769e-05  
26220.0 0.00010139 
26230.0 6.9717e-05 
26240.0 6.5945e-05 
26250.0 9.7985e-05 
26260.0 9.0525e-05 
26270.0 5.0302e-05 
26280.0 6.8595e-05 
26290.0 5.6939e-05 
26300.0 7.109e-05  
26310.0 5.8877e-05 
26320.0 0.00012039 
26330.0 0.00010831 
26340.0 2.0604e-05 
26350.0 8.0941e-05 
26360.0 9.3717e-05 
26370.0 6.7422e-05 
26380.0 0.00011298 
26390.0 9.1904e-05 
26400.0 7.7092e-05 
26410.0 6.8367e-05 
26420.0 5.0253e-05 
26430.0 4.0302e-05 
26440.0 0.00011015 
26450.0 8.2862e-05 
26460.0 9.4573e-05 
26470.0 7.8853e-05 
26480.0 9.4453e-05 
26490.0 0.00011941 
26500.0 8.4146e-05 
26510.0 0.00010733 
26520.0 9.7949e-05 
26530.0 0.00015164 
26540.0 8.99e-05   
26550.0 0.0001189  
26560.0 6.8477e-05 
26570.0 6.5644e-05 
26580.0 7.7818e-05 
26590.0 4.8647e-05 
26600.0 9.4617e-05 
26610.0 6.792e-05  
26620.0 7.8034e-05 
26630.0 8.4183e-05 
26640.0 7.9658e-05 
26650.0 0.00010107 
26660.0 4.0528e-05 
26670.0 9.7895e-05 
26680.0 4.9633e-05 
26690.0 8.0999e-05 
26700.0 5.6905e-05 
26710.0 8.235e-05  
26720.0 6.6897e-05 
26730.0 7.8435e-05 
26740.0 4.0085e-05 
26750.0 7.3722e-05 
26760.0 8.0825e-05 
26770.0 7.8055e-05 
26780.0 0.00010395 
26790.0 4.9969e-05 
26800.0 6.078e-05  
26810.0 8.6799e-05 
26820.0 0.00010104 
26830.0 7.5066e-05 
26840.0 6.2919e-05 
26850.0 0.00011294 
26860.0 0.00012576 
26870.0 7.0016e-05 
26880.0 4.2117e-05 
26890.0 7.3598e-05 
26900.0 0.00011937 
26910.0 0.0001185  
26920.0 7.6937e-05 
26930.0 8.2964e-05 
26940.0 7.2804e-05 
26950.0 6.6044e-05 
26960.0 0.00011236 
26970.0 7.0914e-05 
26980.0 9.3486e-05 
26990.0 6.1916e-05 
27000.0 0.00011129 
27010.0 4.1038e-05 
27020.0 7.3764e-05 
27030.0 9.1252e-05 
27040.0 9.2267e-05 
27050.0 8.2651e-05 
27060.0 0.00012983 
27070.0 0.00012649 
27080.0 9.0881e-05 
27090.0 5.6786e-05 
27100.0 5.7601e-05 
27110.0 0.00012503 
27120.0 1.1179e-05 
27130.0 6.5975e-05 
27140.0 5.3509e-05 
27150.0 9.0734e-05 
27160.0 0.00012426 
27170.0 5.3388e-05 
27180.0 7.9042e-05 
27190.0 5.7646e-05 
27200.0 7.9095e-05 
27210.0 9.5024e-05 
27220.0 0.0001551  
27230.0 0.00011515 
27240.0 7.4152e-05 
27250.0 0.00015096 
27260.0 4.7563e-05 
27270.0 0.00011382 
27280.0 8.5049e-05 
27290.0 4.5518e-05 
27300.0 0.00013946 
27310.0 0.00012365 
27320.0 0.00012102 
27330.0 8.1297e-05 
27340.0 7.4108e-05 
27350.0 0.00011029 
27360.0 5.9149e-05 
27370.0 7.3643e-05 
27380.0 4.0255e-05 
27390.0 9.7789e-05 
27400.0 0.00010087 
27410.0 7.3703e-05 
27420.0 6.8123e-05 
27430.0 0.00010751 
27440.0 4.208e-05  
27450.0 0.00012453 
27460.0 1.6716e-05 
27470.0 0.00013229 
27480.0 2.7684e-05 
27490.0 0.00011162 
27500.0 7.4258e-05 
27510.0 6.0373e-05 
27520.0 0.0001181  
27530.0 0.00010952 
27540.0 0.00010826 
27550.0 3.7057e-06 
27560.0 9.5089e-05 
27570.0 8.2984e-05 
27580.0 8.8777e-05 
27590.0 1.2579e-05 
27600.0 7.0038e-05 
27610.0 0.00011099 
27620.0 0.00010784 
27630.0 0.0001041  
27640.0 4.1163e-05 
27650.0 0.00012506 
27660.0 7.4859e-05 
27670.0 7.4378e-05 
27680.0 0.00010383 
27690.0 0.00011159 
27700.0 6.9472e-05 
27710.0 0.00010243 
27720.0 4.7051e-05 
27730.0 0.0001034  
27740.0 8.5464e-05 
27750.0 6.1972e-05 
27760.0 7.8964e-05 
27770.0 9.0167e-05 
27780.0 8.1949e-05 
27790.0 0.00012007 
27800.0 9.4413e-05 
27810.0 4.0973e-05 
27820.0 0.00013301 
27830.0 7.4314e-05 
27840.0 4.0594e-05 
27850.0 9.8527e-05 
27860.0 8.8549e-05 
27870.0 4.9975e-05 
27880.0 0.00012766 
27890.0 0.00011773 
27900.0 8.7064e-05 
27910.0 0.00013687 
27920.0 7.9072e-05 
27930.0 6.9798e-05 
27940.0 2.453e-05  
27950.0 8.6333e-05 
27960.0 0.00011283 
27970.0 9.0273e-05 
27980.0 7.4222e-05 
27990.0 7.4852e-05 
28000.0 9.9793e-05 
28010.0 0.00010251 
28020.0 6.5482e-05 
28030.0 0.00010394 
28040.0 4.6026e-05 
28050.0 8.8001e-05 
28060.0 4.1437e-05 
28070.0 0.00017125 
28080.0 5.4526e-05 
28090.0 0.0001134  
28100.0 0.0001147  
28110.0 0.00012684 
28120.0 0.00010025 
28130.0 0.00014613 
28140.0 8.4142e-05 
28150.0 5.8706e-05 
28160.0 9.1037e-05 
28170.0 0.00010983 
28180.0 5.5385e-05 
28190.0 6.6276e-05 
28200.0 0.00013814 
28210.0 0.00010146 
28220.0 9.9936e-05 
28230.0 8.8784e-05 
28240.0 0.00010893 
28250.0 0.00014378 
28260.0 7.4552e-05 
28270.0 6.836e-05  
28280.0 0.00012271 
28290.0 4.6816e-05 
28300.0 0.00011424 
28310.0 0.0001283  
28320.0 8.5952e-05 
28330.0 0.00012376 
28340.0 0.00010261 
28350.0 0.00014303 
28360.0 8.4095e-05 
28370.0 6.6003e-05 
28380.0 4.325e-05  
28390.0 0.00017758 
28400.0 8.2224e-05 
28410.0 8.3719e-05 
28420.0 8.3018e-05 
28430.0 7.0755e-05 
28440.0 0.00013926 
28450.0 5.0207e-05 
28460.0 4.6361e-05 
28470.0 0.00011664 
28480.0 0.00013692 
28490.0 0.00012378 
28500.0 0.00012086 
28510.0 9.2966e-05 
28520.0 5.4293e-05 
28530.0 0.00012513 
28540.0 0.00011137 
28550.0 0.00012298 
28560.0 4.1612e-05 
28570.0 0.00013633 
28580.0 0.00016412 
28590.0 2.7811e-05 
28600.0 0.0001088  
28610.0 8.7948e-05 
28620.0 0.00012167 
28630.0 8.4035e-05 
28640.0 0.00011368 
28650.0 0.00010317 
28660.0 9.8101e-05 
28670.0 7.622e-05  
28680.0 0.00011203 
28690.0 5.395e-05  
28700.0 0.0001081  
28710.0 0.00011544 
28720.0 0.00010447 
28730.0 5.005e-05  
28740.0 0.00021194 
28750.0 9.4584e-05 
28760.0 0.00012068 
28770.0 0.00017369 
28780.0 0.00014902 
28790.0 0.00015699 
28800.0 0.00019746 
28810.0 0.00014697 
28820.0 0.00016149 
28830.0 0.00014293 
28840.0 0.0001031  
28850.0 0.00021461 
28860.0 0.00013345 
28870.0 0.00015553 
28880.0 0.00019944 
28890.0 0.00011604 
28900.0 0.00013846 
28910.0 0.00016156 
28920.0 0.00023781 
28930.0 0.00011975 
28940.0 9.885e-05  
28950.0 0.00019083 
28960.0 0.00014664 
28970.0 0.0001711  
28980.0 0.00011795 
28990.0 0.00018222 
29000.0 0.00019092 
29010.0 0.00019307 
29020.0 0.00024253 
29030.0 0.00012305 
29040.0 0.00018041 
29050.0 0.00022215 
29060.0 4.3711e-05 
29070.0 0.00023434 
29080.0 0.00018585 
29090.0 0.00012765 
29100.0 0.00017092 
29110.0 -1.5879e-05
29120.0 0.00014761 
29130.0 0.00019166 
29140.0 0.00026178 
29150.0 0.00036865 
29160.0 0.00020405 
29170.0 0.00010791 
29180.0 9.881e-05  
29190.0 0.0001537  
29200.0 5.5163e-05 
29210.0 0.00022745 
29220.0 8.3778e-05 
29230.0 0.00018443 
29240.0 0.00024076 
29250.0 0.0001769  
29260.0 0.00019664 
29270.0 0.00023409 
29280.0 0.00020813 
29290.0 0.00027502 
29300.0 0.00031417 
29310.0 0.00013499 
29320.0 0.00032668 
29330.0 0.00016588 
29340.0 0.00020489 
29350.0 0.00035146 
29360.0 0.00026506 
29370.0 0.00013004 
29380.0 0.00031828 
29390.0 0.00020044 
29400.0 0.00011093 
29410.0 0.00026309 
29420.0 0.00021396 
29430.0 0.0003361  
29440.0 9.3809e-05 
29450.0 0.00012564 
29460.0 0.00024954 
29470.0 0.00011561 
29480.0 0.0002733  
29490.0 0.00010626 
29500.0 0.00020295 
29510.0 0.00022529 
29520.0 0.00010916 
29530.0 0.00022686 
29540.0 8.9395e-05 
29550.0 0.00031658 
29560.0 0.00017699 
29570.0 0.00023306 
29580.0 0.00024429 
29590.0 0.00025771 
29600.0 0.00024787 
29610.0 8.0536e-05 
29620.0 0.00034109 
29630.0 7.109e-05  
29640.0 0.00025345 
29650.0 0.00025495 
29660.0 0.00030361 
29670.0 0.00036309 
29680.0 0.00022506 
29690.0 0.00028457 
29700.0 0.00019272 
29710.0 0.00015744 
29720.0 0.00025419 
29730.0 0.00026892 
29740.0 0.00031954 
29750.0 0.00032103 
29760.0 0.00024964 
29770.0 0.00037429 
29780.0 0.00028979 
29790.0 0.00029107 
29800.0 9.2357e-05 
29810.0 0.00042153 
29820.0 0.00028366 
29830.0 0.00023408 
29840.0 0.00042885 
29850.0 0.00036725 
29860.0 0.00017293 
29870.0 0.00014871 
29880.0 0.00021489 
29890.0 0.00033743 
29900.0 0.00036468 
