#K	G0204
#scanned warm
#Wavelength (Ang) transmission
29910.0 0.00012422 
29920.0 0.00034365 
29930.0 0.00018102 
29940.0 0.00015465 
29950.0 0.00040509 
29960.0 0.00029618 
29970.0 0.00018652 
29980.0 0.00018784 
29990.0 0.00027431 
30000.0 0.0003178  
30010.0 0.00036524 
30020.0 0.00049728 
30030.0 0.00039891 
30040.0 0.00012124 
30050.0 0.00032974 
30060.0 0.00031801 
30070.0 0.00022925 
30080.0 0.00015534 
30090.0 0.00026176 
30100.0 0.00017325 
30110.0 0.00029781 
30120.0 0.00017415 
30130.0 0.00042795 
30140.0 0.00046187 
30150.0 0.00037018 
30160.0 0.00021185 
30170.0 0.00019664 
30180.0 0.00039373 
30190.0 0.00031476 
30200.0 0.00036684 
30210.0 0.00046808 
30220.0 0.00027171 
30230.0 0.00020595 
30240.0 0.00029462 
30250.0 0.00027809 
30260.0 0.00033012 
30270.0 0.00037004 
30280.0 0.00071836 
30290.0 0.0003738  
30300.0 0.00042867 
30310.0 0.00050595 
30320.0 0.00038121 
30330.0 0.00029454 
30340.0 0.00044154 
30350.0 0.00017004 
30360.0 0.00035639 
30370.0 0.00054704 
30380.0 0.00023056 
30390.0 0.00025097 
30400.0 0.00023448 
30410.0 0.00048713 
30420.0 0.00072078 
30430.0 0.00022065 
30440.0 0.00045869 
30450.0 0.00050251 
30460.0 0.00046396 
30470.0 0.00034774 
30480.0 0.00041347 
30490.0 0.00041563 
30500.0 0.00035679 
30510.0 0.00029593 
30520.0 0.00036316 
30530.0 0.00040814 
30540.0 7.0131e-05 
30550.0 0.00071603 
30560.0 0.00041762 
30570.0 0.00046557 
30580.0 0.00049007 
30590.0 0.00040351 
30600.0 0.00032112 
30610.0 0.00052442 
30620.0 0.0003023  
30630.0 0.00028324 
30640.0 0.00056018 
30650.0 0.0005428  
30660.0 0.00076154 
30670.0 0.00038524 
30680.0 0.00036631 
30690.0 7.8226e-05 
30700.0 0.00085764 
30710.0 0.00052138 
30720.0 0.00047772 
30730.0 0.00045466 
30740.0 0.00058814 
30750.0 0.00091995 
30760.0 0.0004928  
30770.0 0.00065234 
30780.0 0.00050479 
30790.0 0.00037431 
30800.0 0.00035341 
30810.0 0.0006533  
30820.0 0.00035857 
30830.0 0.00068806 
30840.0 0.00036467 
30850.0 0.00036913 
30860.0 0.00070708 
30870.0 0.00062633 
30880.0 0.00063292 
30890.0 0.00038226 
30900.0 0.00041424 
30910.0 0.00044565 
30920.0 0.0012734  
30930.0 0.00072005 
30940.0 0.00061005 
30950.0 0.0010056  
30960.0 0.00037168 
30970.0 0.0002868  
30980.0 0.0010351  
30990.0 0.0005431  
31000.0 0.00070503 
31010.0 0.00071145 
31020.0 0.00036544 
31030.0 0.00098741 
31040.0 0.00060384 
31050.0 0.00093436 
31060.0 0.00061383 
31070.0 0.00088507 
31080.0 0.00045407 
31090.0 0.00069678 
31100.0 0.00098161 
31110.0 0.00057101 
31120.0 0.0006824  
31130.0 0.0005435  
31140.0 0.00069143 
31150.0 0.00062725 
31160.0 0.0009575  
31170.0 0.00086085 
31180.0 0.00012356 
31190.0 0.0010609  
31200.0 0.0011457  
31210.0 0.00027695 
31220.0 0.00043609 
31230.0 0.00082832 
31240.0 0.00082921 
31250.0 0.00024901 
31260.0 0.00076586 
31270.0 0.00093274 
31280.0 0.00082368 
31290.0 0.00029842 
31300.0 0.00079474 
31310.0 0.00088362 
31320.0 0.00059739 
31330.0 0.00022098 
31340.0 9.7447e-05 
31350.0 0.001125   
31360.0 0.00053012 
31370.0 0.00088257 
31380.0 0.00079827 
31390.0 0.00072048 
31400.0 0.0010373  
31410.0 0.0011301  
31420.0 0.0011857  
31430.0 0.0011046  
31440.0 0.00056425 
31450.0 0.00070319 
31460.0 0.00052573 
31470.0 0.00076288 
31480.0 0.0011439  
31490.0 0.0010613  
31500.0 0.0010211  
31510.0 0.00073286 
31520.0 0.0010298  
31530.0 0.00083905 
31540.0 0.0015867  
31550.0 0.00095402 
31560.0 0.001212   
31570.0 0.00091819 
31580.0 0.00047049 
31590.0 0.0011843  
31600.0 0.00027401 
31610.0 0.0014104  
31620.0 0.00042865 
31630.0 0.0020048  
31640.0 0.00075768 
31650.0 0.0012874  
31660.0 0.0012442  
31670.0 0.0017357  
31680.0 0.0013186  
31690.0 0.0012167  
31700.0 0.0016103  
31710.0 0.0010143  
31720.0 0.0018514  
31730.0 0.0010253  
31740.0 0.00097763 
31750.0 0.0017188  
31760.0 0.0015032  
31770.0 0.0004764  
31780.0 0.0018733  
31790.0 0.0010688  
31800.0 0.0004331  
31810.0 0.0010889  
31820.0 0.0017546  
31830.0 0.0018869  
31840.0 0.0014188  
31850.0 0.00063712 
31860.0 0.0019437  
31870.0 0.00014234 
31880.0 0.0009661  
31890.0 0.0014185  
31900.0 0.0013754  
31910.0 0.0021     
31920.0 0.0013931  
31930.0 0.0016761  
31940.0 0.0021608  
31950.0 0.0016386  
31960.0 0.0013148  
31970.0 0.001749   
31980.0 0.0012758  
31990.0 0.0015739  
32000.0 0.0017298  
32010.0 0.00023203 
32020.0 0.0015468  
32030.0 0.0012029  
32040.0 0.001802   
32050.0 0.0012949  
32060.0 0.001689   
32070.0 0.00086104 
32080.0 0.0020286  
32090.0 0.0011192  
32100.0 0.0015235  
32110.0 0.0016153  
32120.0 0.0024333  
32130.0 0.0018164  
32140.0 0.00026917 
32150.0 0.0021055  
32160.0 0.0025497  
32170.0 0.0019847  
32180.0 0.0011451  
32190.0 0.0016811  
32200.0 0.00162    
32210.0 0.0017253  
32220.0 0.0020195  
32230.0 0.0022265  
32240.0 0.002806   
32250.0 0.0026628  
32260.0 0.0030619  
32270.0 0.001949   
32280.0 0.0020671  
32290.0 0.002288   
32300.0 0.001425   
32310.0 0.0018387  
32320.0 0.0025693  
32330.0 0.0025847  
32340.0 0.0026042  
32350.0 0.0029562  
32360.0 0.0015131  
32370.0 0.0028096  
32380.0 0.0026303  
32390.0 0.00081441 
32400.0 0.0023527  
32410.0 0.0026132  
32420.0 0.001512   
32430.0 0.0030268  
32440.0 0.0014333  
32450.0 0.0020529  
32460.0 0.0024431  
32470.0 0.0015199  
32480.0 0.0042533  
32490.0 0.0030704  
32500.0 0.0033866  
32510.0 0.0034389  
32520.0 0.0021764  
32530.0 0.0022208  
32540.0 0.0037941  
32550.0 0.0031494  
32560.0 0.0030815  
32570.0 0.0018211  
32580.0 0.0034929  
32590.0 0.0027974  
32600.0 0.0024009  
32610.0 0.0017875  
32620.0 0.0032761  
32630.0 0.0046407  
32640.0 0.0040585  
32650.0 0.0054763  
32660.0 0.0045234  
32670.0 0.0047685  
32680.0 0.0035926  
32690.0 0.0036568  
32700.0 0.0039254  
32710.0 0.0019166  
32720.0 0.0061071  
32730.0 0.0031462  
32740.0 0.0049012  
32750.0 0.0030492  
32760.0 0.0045088  
32770.0 0.0055679  
32780.0 0.0037974  
32790.0 0.0019646  
32800.0 0.0064975  
32810.0 0.0031558  
32820.0 0.0032109  
32830.0 0.0059555  
32840.0 0.0040721  
32850.0 0.0036524  
32860.0 0.0059174  
32870.0 0.0033432  
32880.0 0.0039253  
32890.0 0.0034848  
32900.0 0.0067803  
32910.0 0.0063591  
32920.0 0.0065036  
32930.0 0.0065869  
32940.0 0.002948   
32950.0 0.0062108  
32960.0 0.0074237  
32970.0 0.010103   
32980.0 0.0074964  
32990.0 0.0098201  
33000.0 0.0044043  
